Table:CsvNpc,,,,,,,,,,,,,,,,,,,,,,
tid,name:s,modelTid,occupation:Occupation,color:ItemColor,isBoss,level,hp,phyAttack,magicAttack,phyDefence,magicDefence,speed,skill1,skill2,skill3,skill4,initNuqi,recoverNuqi,energyAddWhenTeammateDie,buffs:a,inCombatMotion,scaleDelta:f
40017225,老瞎眼,78,法师,蓝,,14,381,204,198,123,125,101,2046,,,1024,50,50,180,,,
40017226,荆棘谷猎手,35,法师,紫,,14,405,204,190,122,117,98,2014,,,1023,50,50,180,,,
40017230,战士,118,法师,紫,,14,381,206,192,115,115,104,20001,20002,20003,20004,800,18000000,180,,,
40017231,黑暗游侠,116,法师,橙,,14,389,204,210,122,126,97,2014,,,1023,50,50,180,,,
40017232,荆棘谷猎手,35,法师,紫,,14,421,190,202,117,123,95,2014,,,1023,50,50,180,,,
40017233,山丘之王,9,法师,橙,,14,405,190,208,120,126,99,2016,,,1002,50,50,180,,,
40017234,暴风摄政王,34,法师,橙,,14,401,194,198,115,119,99,2007,,,1007,50,50,180,,,
40017235,影牙指挥官,81,法师,紫,,14,397,192,190,123,120,101,2007,,,1007,50,50,180,,,
40017236,守望者,107,法师,橙,,14,385,190,192,116,125,98,2020,,,1011,50,50,180,,,
40017240,战士,118,法师,紫,,14,421,196,190,126,120,105,20001,20002,20003,20004,800,18000000,180,,,
40017241,黑暗游侠,116,法师,橙,,14,389,190,208,126,117,95,2014,,,1023,50,50,180,,,
40017242,大范,18,法师,紫,,14,413,190,204,122,120,98,2031,,,1001,50,50,180,,,
40017243,灰葬男爵,77,法师,紫,,14,421,204,192,120,122,99,2003,,,1020,50,50,180,,,
40017244,法莫斯队长,186,法师,蓝,,14,417,208,210,114,121,105,2039,,,1028,50,50,180,,,
40017245,暗矛巨魔,179,法师,橙,,14,385,210,196,121,115,95,2050,,,1040,50,50,180,,,
40017246,大检察官,12,法师,紫,,14,413,190,192,121,121,103,2005,,,1006,50,50,180,,,
40017250,战士,58,法师,紫,,14,385,202,190,117,114,95,20001,20002,20003,20004,800,18000000,180,,,
40017251,影牙堡主,39,法师,紫,,14,409,210,202,125,116,105,2035,,,1005,50,50,180,,,
40017252,山丘之王,9,法师,橙,,14,393,204,196,116,114,99,2016,,,1002,50,50,180,,,
40017253,刺客,47,法师,橙,,14,381,206,192,125,125,99,2036,,,1029,50,50,180,,,
40017254,荆棘谷猎手,35,法师,紫,,14,413,210,190,126,125,103,2014,,,1023,50,50,180,,,
40017255,法莫斯队长,186,法师,蓝,,14,393,190,192,119,117,97,2039,,,1028,50,50,180,,,
40017256,影牙指挥官,81,法师,紫,,14,385,210,202,117,125,103,2007,,,1007,50,50,180,,,
40017260,猎人,119,法师,紫,,14,397,210,190,126,114,102,40001,40002,40003,40004,800,18000000,180,,,
40017261,基丹,120,法师,橙,,14,421,210,208,125,117,100,2003,,,1020,50,50,180,,,
40017262,守望者,107,法师,橙,,14,409,194,192,115,117,103,2020,,,1011,50,50,180,,,
40017263,灰葬男爵,77,法师,紫,,14,405,202,192,121,122,104,2003,,,1020,50,50,180,,,
40017264,大范,18,法师,紫,,14,393,200,192,116,119,99,2031,,,1001,50,50,180,,,
40017265,斯塔文,166,法师,蓝,,14,397,198,190,126,120,101,2031,,,1001,50,50,180,,,
40017266,暗矛巨魔,179,法师,橙,,14,397,194,194,116,122,105,2050,,,1040,50,50,180,,,
40017270,法师,2,法师,紫,,14,401,200,196,122,117,105,10001,10002,10003,10004,800,18000000,180,,,
40017271,凡妮莎,75,法师,紫,,14,417,198,202,115,114,100,2036,,,1029,50,50,180,,,
40017272,刺客,47,法师,橙,,14,421,208,208,116,117,98,2036,,,1029,50,50,180,,,
40017273,霜狼督军,22,法师,橙,,14,385,208,198,120,114,105,2023,,,1009,50,50,180,,,
40017274,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,385,208,194,120,123,97,2003,,,1020,50,50,180,,,
40017275,影牙指挥官,81,法师,紫,,14,389,190,198,116,122,100,2007,,,1007,50,50,180,,,
40017276,暗矛巨魔,179,法师,橙,,14,417,196,208,121,125,97,2050,,,1040,50,50,180,,,
40017280,猎人,119,法师,紫,,14,401,208,196,116,115,102,40001,40002,40003,40004,800,18000000,180,,,
40017281,影牙堡主,39,法师,紫,,14,413,194,210,122,115,98,2035,,,1005,50,50,180,,,
40017282,大范,18,法师,紫,,14,381,204,200,116,126,101,2031,,,1001,50,50,180,,,
40017283,血色指挥官,63,法师,紫,,14,401,192,196,122,123,103,2039,,,1028,50,50,180,,,
40017284,凡妮莎,75,法师,紫,,14,401,200,206,116,122,100,2036,,,1029,50,50,180,,,
40017285,图勒鸦爪,131,法师,蓝,,14,417,190,206,114,125,105,2008,,,1017,50,50,180,,,
40017286,灰葬男爵,77,法师,紫,,14,393,208,208,122,123,105,2003,,,1020,50,50,180,,,
40017290,牧师,92,法师,紫,,14,405,202,208,126,123,99,30001,30002,30003,30004,800,18000000,180,,,
40017291,老瞎眼,78,法师,蓝,,14,381,200,208,120,115,98,2046,,,1024,50,50,180,,,
40017292,守望者,107,法师,橙,,14,405,204,192,117,117,104,2020,,,1011,50,50,180,,,
40017293,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,393,194,204,125,121,98,2003,,,1020,50,50,180,,,
40017294,影牙堡主,39,法师,紫,,14,381,202,196,122,125,98,2035,,,1005,50,50,180,,,
40017295,霜狼督军,22,法师,橙,,14,413,194,198,114,122,101,2023,,,1009,50,50,180,,,
40017296,暗矛巨魔,179,法师,橙,,14,397,206,206,121,123,102,2050,,,1040,50,50,180,,,
40017300,猎人,119,法师,紫,,14,381,200,210,125,126,103,40001,40002,40003,40004,800,18000000,180,,,
40017301,暗矛巨魔,179,法师,橙,,14,417,198,190,115,114,95,2050,,,1040,50,50,180,,,
40017302,影牙指挥官,81,法师,紫,,14,405,204,208,123,115,100,2007,,,1007,50,50,180,,,
40017303,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,389,196,198,116,125,96,2003,,,1020,50,50,180,,,
40017304,黑暗游侠,116,法师,橙,,14,421,192,204,122,122,95,2014,,,1023,50,50,180,,,
40017305,银白十字军,175,法师,橙,,14,421,208,196,120,121,105,2039,,,1028,50,50,180,,,
40017306,血色指挥官,63,法师,紫,,14,413,192,210,123,121,95,2039,,,1028,50,50,180,,,
40017310,法师,2,法师,紫,,14,417,194,200,126,123,100,10001,10002,10003,10004,800,18000000,180,,,
40017311,大范,18,法师,紫,,14,413,194,190,121,115,96,2031,,,1001,50,50,180,,,
40017312,图勒鸦爪,131,法师,蓝,,14,381,192,192,117,122,98,2008,,,1017,50,50,180,,,
40017313,银白十字军,175,法师,橙,,14,409,192,192,114,122,105,2039,,,1028,50,50,180,,,
40017314,斯塔文,166,法师,蓝,,14,417,198,206,125,126,99,2031,,,1001,50,50,180,,,
40017315,凡妮莎,75,法师,紫,,14,409,192,208,117,114,102,2036,,,1029,50,50,180,,,
40017316,黑暗游侠,116,法师,橙,,14,389,206,190,114,116,105,2014,,,1023,50,50,180,,,
40017320,战士,118,法师,紫,,14,413,192,190,120,119,95,20001,20002,20003,20004,800,18000000,180,,,
40017321,大范,18,法师,紫,,14,421,194,196,120,116,96,2031,,,1001,50,50,180,,,
40017322,守望者,107,法师,橙,,14,397,210,206,116,117,95,2020,,,1011,50,50,180,,,
40017323,霜狼督军,22,法师,橙,,14,401,190,190,120,116,99,2023,,,1009,50,50,180,,,
40017324,暗矛巨魔,179,法师,橙,,14,405,192,196,123,123,103,2050,,,1040,50,50,180,,,
40017325,荆棘谷猎手,35,法师,紫,,14,421,206,202,122,125,99,2014,,,1023,50,50,180,,,
40017326,老瞎眼,78,法师,蓝,,14,409,192,198,115,126,97,2046,,,1024,50,50,180,,,
40017330,战士,58,法师,紫,,14,417,206,192,123,119,101,20001,20002,20003,20004,800,18000000,180,,,
40017331,基丹,120,法师,橙,,14,393,208,190,117,116,97,2003,,,1020,50,50,180,,,
40017332,黑暗游侠,116,法师,橙,,14,421,200,200,114,116,102,2014,,,1023,50,50,180,,,
40017333,守望者,107,法师,橙,,14,409,206,204,120,114,103,2020,,,1011,50,50,180,,,
40017334,灰葬男爵,77,法师,紫,,14,421,190,194,119,117,103,2003,,,1020,50,50,180,,,
40017335,大检察官,12,法师,紫,,14,409,194,202,121,115,103,2005,,,1006,50,50,180,,,
40017336,法莫斯队长,186,法师,蓝,,14,421,204,210,114,116,100,2039,,,1028,50,50,180,,,
40017340,战士,118,法师,紫,,14,385,192,206,122,125,105,20001,20002,20003,20004,800,18000000,180,,,
40017341,先知,42,法师,橙,,14,389,198,192,114,120,105,2022,,,1033,50,50,180,,,
40017342,黑暗游侠,116,法师,橙,,14,389,200,208,119,121,98,2014,,,1023,50,50,180,,,
40017343,灰葬男爵,77,法师,紫,,14,389,196,194,119,123,95,2003,,,1020,50,50,180,,,
40017344,老瞎眼,78,法师,蓝,,14,393,198,202,122,115,99,2046,,,1024,50,50,180,,,
40017345,大检察官,12,法师,紫,,14,389,198,202,116,123,104,2005,,,1006,50,50,180,,,
40017346,银白十字军,175,法师,橙,,14,401,194,194,123,122,101,2039,,,1028,50,50,180,,,
40017350,战士,58,法师,紫,,14,409,200,208,122,121,96,20001,20002,20003,20004,800,18000000,180,,,
40017351,霜狼督军,22,法师,橙,,14,389,210,192,126,126,95,2023,,,1009,50,50,180,,,
40017352,大范,18,法师,紫,,14,413,192,208,114,115,103,2031,,,1001,50,50,180,,,
40017353,斯塔文,166,法师,蓝,,14,401,196,200,125,116,101,2031,,,1001,50,50,180,,,
40017354,山丘之王,9,法师,橙,,14,397,200,192,122,116,95,2016,,,1002,50,50,180,,,
40017355,守望者,107,法师,橙,,14,381,194,192,117,120,105,2020,,,1011,50,50,180,,,
40017356,图勒鸦爪,131,法师,蓝,,14,393,190,198,125,123,95,2008,,,1017,50,50,180,,,
40017360,猎人,90,法师,紫,,14,401,192,200,125,119,101,40001,40002,40003,40004,800,18000000,180,,,
40017361,凡妮莎,75,法师,紫,,14,389,208,206,120,116,101,2036,,,1029,50,50,180,,,
40017362,影牙指挥官,81,法师,紫,,14,409,200,196,119,123,105,2007,,,1007,50,50,180,,,
40017363,霜狼督军,22,法师,橙,,14,417,192,202,115,117,105,2023,,,1009,50,50,180,,,
40017364,银白十字军,175,法师,橙,,14,405,208,204,119,114,96,2039,,,1028,50,50,180,,,
40017365,刺客,47,法师,橙,,14,421,208,190,119,123,96,2036,,,1029,50,50,180,,,
40017366,灰葬男爵,77,法师,紫,,14,397,202,208,121,120,102,2003,,,1020,50,50,180,,,
40017370,战士,58,法师,紫,,14,417,208,192,121,125,96,20001,20002,20003,20004,800,18000000,180,,,
40017371,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,385,204,206,126,123,104,2003,,,1020,50,50,180,,,
40017372,银白十字军,175,法师,橙,,14,393,194,196,126,125,95,2039,,,1028,50,50,180,,,
40017373,暴风摄政王,34,法师,橙,,14,421,200,202,116,123,105,2007,,,1007,50,50,180,,,
40017374,先知,42,法师,橙,,14,397,210,190,120,115,105,2022,,,1033,50,50,180,,,
40017375,法莫斯队长,186,法师,蓝,,14,385,202,208,117,125,102,2039,,,1028,50,50,180,,,
40017376,守望者,107,法师,橙,,14,421,192,202,119,121,104,2020,,,1011,50,50,180,,,
40017380,猎人,119,法师,紫,,14,393,200,194,126,119,102,40001,40002,40003,40004,800,18000000,180,,,
40017381,血色指挥官,63,法师,紫,,14,385,192,210,117,115,98,2039,,,1028,50,50,180,,,
40017382,刺客,47,法师,橙,,14,417,198,190,115,119,96,2036,,,1029,50,50,180,,,
40017383,守望者,107,法师,橙,,14,405,210,204,119,125,95,2020,,,1011,50,50,180,,,
40017384,凡妮莎,75,法师,紫,,14,397,190,210,126,116,97,2036,,,1029,50,50,180,,,
40017385,基丹,120,法师,橙,,14,405,208,208,115,122,95,2003,,,1020,50,50,180,,,
40017386,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,389,206,190,116,115,98,2003,,,1020,50,50,180,,,
40017390,法师,17,法师,紫,,14,417,198,194,119,119,101,10001,10002,10003,10004,800,18000000,180,,,
40017391,斯塔文,166,法师,蓝,,14,385,200,194,123,116,96,2031,,,1001,50,50,180,,,
40017392,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,417,210,210,123,116,98,2003,,,1020,50,50,180,,,
40017393,影牙指挥官,81,法师,紫,,14,381,206,200,120,122,95,2007,,,1007,50,50,180,,,
40017394,法莫斯队长,186,法师,蓝,,14,409,208,192,126,126,100,2039,,,1028,50,50,180,,,
40017395,霜狼督军,22,法师,橙,,14,417,196,202,125,116,104,2023,,,1009,50,50,180,,,
40017396,荆棘谷猎手,35,法师,紫,,14,417,202,194,120,114,105,2014,,,1023,50,50,180,,,
40017400,法师,2,法师,紫,,14,381,194,210,115,114,95,10001,10002,10003,10004,800,18000000,180,,,
40017401,黑暗游侠,116,法师,橙,,14,397,192,208,122,122,96,2014,,,1023,50,50,180,,,
40017402,灰葬男爵,77,法师,紫,,14,397,204,200,121,120,103,2003,,,1020,50,50,180,,,
40017403,暗矛巨魔,179,法师,橙,,14,405,210,200,117,114,104,2050,,,1040,50,50,180,,,
40017404,先知,42,法师,橙,,14,385,192,202,120,116,98,2022,,,1033,50,50,180,,,
40017405,斯塔文,166,法师,蓝,,14,417,200,200,116,116,102,2031,,,1001,50,50,180,,,
40017406,山丘之王,9,法师,橙,,14,389,204,208,116,119,96,2016,,,1002,50,50,180,,,
40017410,法师,2,法师,紫,,14,381,198,210,115,122,102,10001,10002,10003,10004,800,18000000,180,,,
40017411,守望者,107,法师,橙,,14,409,202,190,123,116,97,2020,,,1011,50,50,180,,,
40017412,老瞎眼,78,法师,蓝,,14,393,208,198,120,126,102,2046,,,1024,50,50,180,,,
40017413,图勒鸦爪,131,法师,蓝,,14,401,208,204,120,121,95,2008,,,1017,50,50,180,,,
40017414,银白十字军,175,法师,橙,,14,401,198,210,122,126,100,2039,,,1028,50,50,180,,,
40017415,黑暗游侠,116,法师,橙,,14,393,192,200,115,123,103,2014,,,1023,50,50,180,,,
40017416,霜狼督军,22,法师,橙,,14,389,202,202,117,114,95,2023,,,1009,50,50,180,,,
40017420,牧师,129,法师,紫,,14,397,204,206,123,125,103,30001,30002,30003,30004,800,18000000,180,,,
40017421,暴风摄政王,34,法师,橙,,14,417,202,200,120,121,105,2007,,,1007,50,50,180,,,
40017422,暗矛巨魔,179,法师,橙,,14,397,210,206,115,123,97,2050,,,1040,50,50,180,,,
40017423,曲奇船长,64,法师,蓝,,14,381,198,190,117,116,101,2035,,,1005,50,50,180,,,
40017424,银白十字军,175,法师,橙,,14,417,192,194,117,123,100,2039,,,1028,50,50,180,,,
40017425,影牙堡主,39,法师,紫,,14,389,210,210,114,117,97,2035,,,1005,50,50,180,,,
40017426,霜狼督军,22,法师,橙,,14,381,198,206,116,117,102,2023,,,1009,50,50,180,,,
40017430,猎人,119,法师,紫,,14,389,204,204,125,123,103,40001,40002,40003,40004,800,18000000,180,,,
40017431,凡妮莎,75,法师,紫,,14,417,208,200,126,121,96,2036,,,1029,50,50,180,,,
40017432,影牙指挥官,81,法师,紫,,14,393,198,210,126,126,105,2007,,,1007,50,50,180,,,
40017433,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,421,208,194,120,123,95,2003,,,1020,50,50,180,,,
40017434,黑暗游侠,116,法师,橙,,14,421,190,196,120,121,97,2014,,,1023,50,50,180,,,
40017435,灰葬男爵,77,法师,紫,,14,413,196,204,122,114,100,2003,,,1020,50,50,180,,,
40017436,影牙堡主,39,法师,紫,,14,385,202,202,116,119,104,2035,,,1005,50,50,180,,,
40017440,牧师,129,法师,紫,,14,409,204,200,115,115,103,30001,30002,30003,30004,800,18000000,180,,,
40017441,曲奇船长,64,法师,蓝,,14,413,192,198,120,120,101,2035,,,1005,50,50,180,,,
40017442,守望者,107,法师,橙,,14,393,194,206,115,114,104,2020,,,1011,50,50,180,,,
40017443,老瞎眼,78,法师,蓝,,14,417,210,192,116,126,97,2046,,,1024,50,50,180,,,
40017444,法莫斯队长,186,法师,蓝,,14,385,208,192,125,121,101,2039,,,1028,50,50,180,,,
40017445,斯塔文,166,法师,蓝,,14,417,202,196,117,122,101,2031,,,1001,50,50,180,,,
40017446,基丹,120,法师,橙,,14,401,192,210,123,116,102,2003,,,1020,50,50,180,,,
40017450,战士,58,法师,紫,,14,381,204,200,116,121,103,20001,20002,20003,20004,800,18000000,180,,,
40017451,凡妮莎,75,法师,紫,,14,417,196,210,123,123,98,2036,,,1029,50,50,180,,,
40017452,刺客,47,法师,橙,,14,381,210,198,122,114,99,2036,,,1029,50,50,180,,,
40017453,守望者,107,法师,橙,,14,381,200,194,114,126,95,2020,,,1011,50,50,180,,,
40017454,基丹,120,法师,橙,,14,401,198,194,126,125,96,2003,,,1020,50,50,180,,,
40017455,大范,18,法师,紫,,14,385,198,200,117,121,105,2031,,,1001,50,50,180,,,
40017456,霜狼督军,22,法师,橙,,14,393,200,200,116,115,103,2023,,,1009,50,50,180,,,
40017460,牧师,129,法师,紫,,14,417,198,206,125,119,104,30001,30002,30003,30004,800,18000000,180,,,
40017461,图勒鸦爪,131,法师,蓝,,14,389,202,202,121,115,102,2008,,,1017,50,50,180,,,
40017462,影牙指挥官,81,法师,紫,,14,405,198,196,126,119,96,2007,,,1007,50,50,180,,,
40017463,老瞎眼,78,法师,蓝,,14,381,210,208,120,121,98,2046,,,1024,50,50,180,,,
40017464,基丹,120,法师,橙,,14,385,192,208,114,117,96,2003,,,1020,50,50,180,,,
40017465,影牙堡主,39,法师,紫,,14,413,198,200,123,117,96,2035,,,1005,50,50,180,,,
40017466,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,385,210,190,126,126,95,2003,,,1020,50,50,180,,,
40017470,法师,2,法师,紫,,14,413,202,196,120,115,98,10001,10002,10003,10004,800,18000000,180,,,
40017471,老瞎眼,78,法师,蓝,,14,381,210,200,117,126,103,2046,,,1024,50,50,180,,,
40017472,曲奇船长,64,法师,蓝,,14,401,202,194,126,123,97,2035,,,1005,50,50,180,,,
40017473,黑暗游侠,116,法师,橙,,14,409,192,194,123,120,95,2014,,,1023,50,50,180,,,
40017474,凡妮莎,75,法师,紫,,14,405,202,208,119,116,95,2036,,,1029,50,50,180,,,
40017475,灰葬男爵,77,法师,紫,,14,393,196,200,123,117,104,2003,,,1020,50,50,180,,,
40017476,图勒鸦爪,131,法师,蓝,,14,397,208,206,123,120,103,2008,,,1017,50,50,180,,,
40017480,法师,2,法师,紫,,14,421,194,208,126,121,105,10001,10002,10003,10004,800,18000000,180,,,
40017481,灰葬男爵,77,法师,紫,,14,417,210,206,116,122,100,2003,,,1020,50,50,180,,,
40017482,霜狼督军,22,法师,橙,,14,409,204,206,115,115,97,2023,,,1009,50,50,180,,,
40017483,影牙堡主,39,法师,紫,,14,385,210,208,114,120,95,2035,,,1005,50,50,180,,,
40017484,基丹,120,法师,橙,,14,381,206,204,125,122,100,2003,,,1020,50,50,180,,,
40017485,法莫斯队长,186,法师,蓝,,14,401,206,200,122,114,102,2039,,,1028,50,50,180,,,
40017486,山丘之王,9,法师,橙,,14,393,194,192,116,126,104,2016,,,1002,50,50,180,,,
40017490,法师,2,法师,紫,,14,405,194,190,115,114,99,10001,10002,10003,10004,800,18000000,180,,,
40017491,荆棘谷猎手,35,法师,紫,,14,409,192,206,120,125,105,2014,,,1023,50,50,180,,,
40017492,霜狼督军,22,法师,橙,,14,393,198,200,125,122,97,2023,,,1009,50,50,180,,,
40017493,影牙指挥官,81,法师,紫,,14,381,196,204,117,126,101,2007,,,1007,50,50,180,,,
40017494,灰葬男爵,77,法师,紫,,14,393,208,200,121,120,96,2003,,,1020,50,50,180,,,
40017495,暗矛巨魔,179,法师,橙,,14,417,206,196,126,115,97,2050,,,1040,50,50,180,,,
40017496,大范,18,法师,紫,,14,381,190,206,123,126,95,2031,,,1001,50,50,180,,,
40017500,法师,2,法师,紫,,14,413,196,192,116,119,95,10001,10002,10003,10004,800,18000000,180,,,
40017501,暗矛巨魔,179,法师,橙,,14,421,204,200,123,120,97,2050,,,1040,50,50,180,,,
40017502,基丹,120,法师,橙,,14,389,210,192,119,116,102,2003,,,1020,50,50,180,,,
40017503,霜狼督军,22,法师,橙,,14,385,192,204,126,123,98,2023,,,1009,50,50,180,,,
40017504,黑暗游侠,116,法师,橙,,14,389,190,202,120,121,99,2014,,,1023,50,50,180,,,
40017505,影牙堡主,39,法师,紫,,14,381,192,204,122,115,100,2035,,,1005,50,50,180,,,
40017506,大范,18,法师,紫,,14,381,190,192,126,117,100,2031,,,1001,50,50,180,,,
40017510,战士,118,法师,紫,,14,405,196,210,121,126,96,20001,20002,20003,20004,800,18000000,180,,,
40017511,黑暗游侠,116,法师,橙,,14,389,192,208,114,120,105,2014,,,1023,50,50,180,,,
40017512,山丘之王,9,法师,橙,,14,389,206,194,120,114,97,2016,,,1002,50,50,180,,,
40017513,先知,42,法师,橙,,14,409,200,196,117,114,101,2022,,,1033,50,50,180,,,
40017514,影牙堡主,39,法师,紫,,14,397,208,202,125,123,101,2035,,,1005,50,50,180,,,
40017515,灰葬男爵,77,法师,紫,,14,393,194,206,122,121,96,2003,,,1020,50,50,180,,,
40017516,刺客,47,法师,橙,,14,393,206,210,119,119,104,2036,,,1029,50,50,180,,,
40017520,猎人,119,法师,紫,,14,409,208,202,119,117,99,40001,40002,40003,40004,800,18000000,180,,,
40017521,基丹,120,法师,橙,,14,417,206,194,121,116,95,2003,,,1020,50,50,180,,,
40017522,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,393,202,206,125,119,98,2003,,,1020,50,50,180,,,
40017523,影牙堡主,39,法师,紫,,14,381,200,190,114,114,98,2035,,,1005,50,50,180,,,
40017524,影牙指挥官,81,法师,紫,,14,413,208,204,120,116,104,2007,,,1007,50,50,180,,,
40017525,图勒鸦爪,131,法师,蓝,,14,397,200,208,115,116,100,2008,,,1017,50,50,180,,,
40017526,老瞎眼,78,法师,蓝,,14,385,202,208,122,123,101,2046,,,1024,50,50,180,,,
40017530,战士,58,法师,紫,,14,413,192,206,116,123,102,20001,20002,20003,20004,800,18000000,180,,,
40017531,血色指挥官,63,法师,紫,,14,401,192,192,125,121,101,2039,,,1028,50,50,180,,,
40017532,基丹,120,法师,橙,,14,381,210,190,117,122,105,2003,,,1020,50,50,180,,,
40017533,霜狼督军,22,法师,橙,,14,397,208,196,119,126,101,2023,,,1009,50,50,180,,,
40017534,影牙堡主,39,法师,紫,,14,421,192,196,117,121,103,2035,,,1005,50,50,180,,,
40017535,法莫斯队长,186,法师,蓝,,14,401,192,198,121,125,95,2039,,,1028,50,50,180,,,
40017536,守望者,107,法师,橙,,14,401,198,206,121,117,97,2020,,,1011,50,50,180,,,
40017540,法师,17,法师,紫,,14,389,202,206,119,117,101,10001,10002,10003,10004,800,18000000,180,,,
40017541,凡妮莎,75,法师,紫,,14,401,208,208,122,115,96,2036,,,1029,50,50,180,,,
40017542,黑暗游侠,116,法师,橙,,14,393,200,208,125,119,97,2014,,,1023,50,50,180,,,
40017543,荆棘谷猎手,35,法师,紫,,14,421,200,204,120,117,102,2014,,,1023,50,50,180,,,
40017544,血色指挥官,63,法师,紫,,14,389,200,192,126,125,96,2039,,,1028,50,50,180,,,
40017545,图勒鸦爪,131,法师,蓝,,14,413,210,210,126,115,101,2008,,,1017,50,50,180,,,
40017546,暗矛巨魔,179,法师,橙,,14,417,200,192,123,123,102,2050,,,1040,50,50,180,,,
40017550,战士,118,法师,紫,,14,389,196,190,117,121,101,20001,20002,20003,20004,800,18000000,180,,,
40017551,曲奇船长,64,法师,蓝,,14,413,198,208,121,125,95,2035,,,1005,50,50,180,,,
40017552,刺客,47,法师,橙,,14,421,194,204,123,121,95,2036,,,1029,50,50,180,,,
40017553,斯塔文,166,法师,蓝,,14,385,190,202,117,125,105,2031,,,1001,50,50,180,,,
40017554,暴风摄政王,34,法师,橙,,14,393,208,208,114,117,99,2007,,,1007,50,50,180,,,
40017555,大检察官,12,法师,紫,,14,381,210,210,116,115,102,2005,,,1006,50,50,180,,,
40017556,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,401,204,198,121,122,102,2003,,,1020,50,50,180,,,
40017560,猎人,119,法师,紫,,14,397,190,200,120,119,100,40001,40002,40003,40004,800,18000000,180,,,
40017561,凡妮莎,75,法师,紫,,14,389,202,204,121,126,100,2036,,,1029,50,50,180,,,
40017562,影牙堡主,39,法师,紫,,14,401,206,204,125,115,99,2035,,,1005,50,50,180,,,
40017563,刺客,47,法师,橙,,14,417,200,190,121,121,104,2036,,,1029,50,50,180,,,
40017564,血色指挥官,63,法师,紫,,14,405,198,190,117,115,96,2039,,,1028,50,50,180,,,
40017565,老瞎眼,78,法师,蓝,,14,405,190,198,125,115,100,2046,,,1024,50,50,180,,,
40017566,荆棘谷猎手,35,法师,紫,,14,385,206,208,116,114,98,2014,,,1023,50,50,180,,,
40017570,牧师,92,法师,紫,,14,385,192,204,117,114,96,30001,30002,30003,30004,800,18000000,180,,,
40017571,血色指挥官,63,法师,紫,,14,401,190,204,115,119,95,2039,,,1028,50,50,180,,,
40017572,大检察官,12,法师,紫,,14,397,200,208,126,120,96,2005,,,1006,50,50,180,,,
40017573,刺客,47,法师,橙,,14,393,204,200,123,119,96,2036,,,1029,50,50,180,,,
40017574,暴风摄政王,34,法师,橙,,14,409,204,210,117,121,102,2007,,,1007,50,50,180,,,
40017575,图勒鸦爪,131,法师,蓝,,14,393,208,192,122,115,99,2008,,,1017,50,50,180,,,
40017576,灰葬男爵,77,法师,紫,,14,409,208,204,126,122,98,2003,,,1020,50,50,180,,,
40017580,法师,17,法师,紫,,14,385,202,202,115,120,104,10001,10002,10003,10004,800,18000000,180,,,
40017581,守望者,107,法师,橙,,14,409,196,194,114,120,101,2020,,,1011,50,50,180,,,
40017582,先知,42,法师,橙,,14,389,200,204,123,114,104,2022,,,1033,50,50,180,,,
40017583,大检察官,12,法师,紫,,14,389,210,200,120,123,96,2005,,,1006,50,50,180,,,
40017584,凡妮莎,75,法师,紫,,14,389,206,210,121,121,97,2036,,,1029,50,50,180,,,
40017585,法莫斯队长,186,法师,蓝,,14,421,198,200,117,122,104,2039,,,1028,50,50,180,,,
40017586,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,393,208,210,117,119,100,2003,,,1020,50,50,180,,,
40017590,猎人,119,法师,紫,,14,409,208,204,115,116,97,40001,40002,40003,40004,800,18000000,180,,,
40017591,大范,18,法师,紫,,14,413,208,202,116,123,96,2031,,,1001,50,50,180,,,
40017592,影牙指挥官,81,法师,紫,,14,421,198,202,125,126,98,2007,,,1007,50,50,180,,,
40017593,法莫斯队长,186,法师,蓝,,14,421,210,194,114,117,103,2039,,,1028,50,50,180,,,
40017594,先知,42,法师,橙,,14,401,192,194,114,123,101,2022,,,1033,50,50,180,,,
40017595,埃瑟里克斯·纳拉辛,133,法师,蓝,,14,405,208,190,122,125,105,2003,,,1020,50,50,180,,,
40017596,血色指挥官,63,法师,紫,,14,417,194,208,125,116,104,2039,,,1028,50,50,180,,,
40017600,猎人,90,法师,紫,,14,393,202,206,121,125,95,40001,40002,40003,40004,800,18000000,180,,,
40017601,老瞎眼,78,法师,蓝,,14,401,190,208,123,123,99,2046,,,1024,50,50,180,,,
40017602,守望者,107,法师,橙,,14,397,206,198,119,126,101,2020,,,1011,50,50,180,,,
40017603,大检察官,12,法师,紫,,14,409,204,208,126,115,103,2005,,,1006,50,50,180,,,
40017604,血色指挥官,63,法师,紫,,14,409,202,208,126,116,97,2039,,,1028,50,50,180,,,
40017605,灰葬男爵,77,法师,紫,,14,413,196,194,123,125,100,2003,,,1020,50,50,180,,,
