Table:CsvDrop,,,,,,
tid,type:DropType,group,desc:s,itemTid,itemCount,probability
1130720201,数值型,11307202,征战-第13章-第07关-2星-战魂-战魂/34,108,34,10000
1130820101,数值型,11308201,征战-第13章-第08关-2星-铜币-铜币/2660,107,2660,10000
1130820201,数值型,11308202,征战-第13章-第08关-2星-战魂-战魂/34,108,34,10000
1130920101,数值型,11309201,征战-第13章-第09关-2星-铜币-铜币/2750,107,2750,10000
1130920201,数值型,11309202,征战-第13章-第09关-2星-战魂-战魂/35,108,35,10000
1130920301,道具,11309203,征战-第13章-第09关-2星-二级升级材料2-二级升级材料2/1,42012,1,9000
1130920302,道具,11309203,征战-第13章-第09关-2星-二级升级材料2-二级升级材料2/2,42012,2,900
1130920303,道具,11309203,征战-第13章-第09关-2星-二级升级材料2-二级升级材料2/5,42012,5,100
1130920304,道具,11309203,征战-第13章-第09关-2星-二级升级材料2-二级升级材料2/10,42012,10,0
1130920401,道具,11309204,,11075,1,10000
1130920501,道具,11309205,,100750,1,10000
1131020101,数值型,11310201,征战-第13章-第10关-2星-铜币-铜币/2750,107,2750,10000
1131020201,数值型,11310202,征战-第13章-第10关-2星-战魂-战魂/35,108,35,10000
1131020301,道具,11310203,征战-第13章-第10关-2星-二级升级材料3-二级升级材料3/1,42013,1,9000
1131020302,道具,11310203,征战-第13章-第10关-2星-二级升级材料3-二级升级材料3/2,42013,2,900
1131020303,道具,11310203,征战-第13章-第10关-2星-二级升级材料3-二级升级材料3/5,42013,5,100
1131020304,道具,11310203,征战-第13章-第10关-2星-二级升级材料3-二级升级材料3/10,42013,10,0
1131020401,道具,11310204,,2026,1,10000
1140120101,数值型,11401201,征战-第14章-第01关-2星-铜币-铜币/2750,107,2750,10000
1140120201,数值型,11401202,征战-第14章-第01关-2星-战魂-战魂/35,108,35,10000
1140220101,数值型,11402201,征战-第14章-第02关-2星-铜币-铜币/2830,107,2830,10000
1140220201,数值型,11402202,征战-第14章-第02关-2星-战魂-战魂/35,108,35,10000
1140320101,数值型,11403201,征战-第14章-第03关-2星-铜币-铜币/2830,107,2830,10000
1140320201,数值型,11403202,征战-第14章-第03关-2星-战魂-战魂/35,108,35,10000
1140420101,数值型,11404201,征战-第14章-第04关-2星-铜币-铜币/2830,107,2830,10000
1140420201,数值型,11404202,征战-第14章-第04关-2星-战魂-战魂/35,108,35,10000
1140520101,数值型,11405201,征战-第14章-第05关-2星-铜币-铜币/2920,107,2920,10000
1140520201,数值型,11405202,征战-第14章-第05关-2星-战魂-战魂/36,108,36,10000
1140520301,道具,11405203,征战-第14章-第05关-2星-二级升级材料1-二级升级材料1/1,42011,1,9000
1140520302,道具,11405203,征战-第14章-第05关-2星-二级升级材料1-二级升级材料1/2,42011,2,900
1140520303,道具,11405203,征战-第14章-第05关-2星-二级升级材料1-二级升级材料1/5,42011,5,100
1140520304,道具,11405203,征战-第14章-第05关-2星-二级升级材料1-二级升级材料1/10,42011,10,0
1140520401,道具,11405204,,11081,1,10000
1140520501,道具,11405205,,100810,1,10000
1140620101,数值型,11406201,征战-第14章-第06关-2星-铜币-铜币/2920,107,2920,10000
1140620201,数值型,11406202,征战-第14章-第06关-2星-战魂-战魂/36,108,36,10000
1140720101,数值型,11407201,征战-第14章-第07关-2星-铜币-铜币/2920,107,2920,10000
1140720201,数值型,11407202,征战-第14章-第07关-2星-战魂-战魂/36,108,36,10000
1140820101,数值型,11408201,征战-第14章-第08关-2星-铜币-铜币/2920,107,2920,10000
1140820201,数值型,11408202,征战-第14章-第08关-2星-战魂-战魂/36,108,36,10000
1140920101,数值型,11409201,征战-第14章-第09关-2星-铜币-铜币/3010,107,3010,10000
1140920201,数值型,11409202,征战-第14章-第09关-2星-战魂-战魂/36,108,36,10000
1140920301,道具,11409203,征战-第14章-第09关-2星-二级升级材料2-二级升级材料2/1,42012,1,9000
1140920302,道具,11409203,征战-第14章-第09关-2星-二级升级材料2-二级升级材料2/2,42012,2,900
1140920303,道具,11409203,征战-第14章-第09关-2星-二级升级材料2-二级升级材料2/5,42012,5,100
1140920304,道具,11409203,征战-第14章-第09关-2星-二级升级材料2-二级升级材料2/10,42012,10,0
1140920401,道具,11409204,,11082,1,10000
1140920501,道具,11409205,,100820,1,10000
1141020101,数值型,11410201,征战-第14章-第10关-2星-铜币-铜币/3010,107,3010,10000
1141020201,数值型,11410202,征战-第14章-第10关-2星-战魂-战魂/36,108,36,10000
1141020301,道具,11410203,征战-第14章-第10关-2星-二级升级材料3-二级升级材料3/1,42013,1,9000
1141020302,道具,11410203,征战-第14章-第10关-2星-二级升级材料3-二级升级材料3/2,42013,2,900
1141020303,道具,11410203,征战-第14章-第10关-2星-二级升级材料3-二级升级材料3/5,42013,5,100
1141020304,道具,11410203,征战-第14章-第10关-2星-二级升级材料3-二级升级材料3/10,42013,10,0
1141020401,道具,11410204,,2130,1,10000
1150120101,数值型,11501201,征战-第15章-第01关-2星-铜币-铜币/3010,107,3010,10000
1150120201,数值型,11501202,征战-第15章-第01关-2星-战魂-战魂/36,108,36,10000
1150220101,数值型,11502201,征战-第15章-第02关-2星-铜币-铜币/3100,107,3100,10000
1150220201,数值型,11502202,征战-第15章-第02关-2星-战魂-战魂/37,108,37,10000
1150320101,数值型,11503201,征战-第15章-第03关-2星-铜币-铜币/3100,107,3100,10000
1150320201,数值型,11503202,征战-第15章-第03关-2星-战魂-战魂/37,108,37,10000
1150420101,数值型,11504201,征战-第15章-第04关-2星-铜币-铜币/3100,107,3100,10000
1150420201,数值型,11504202,征战-第15章-第04关-2星-战魂-战魂/37,108,37,10000
1150520101,数值型,11505201,征战-第15章-第05关-2星-铜币-铜币/3190,107,3190,10000
1150520201,数值型,11505202,征战-第15章-第05关-2星-战魂-战魂/38,108,38,10000
1150520301,道具,11505203,征战-第15章-第05关-2星-二级升级材料1-二级升级材料1/1,42011,1,9000
1150520302,道具,11505203,征战-第15章-第05关-2星-二级升级材料1-二级升级材料1/2,42011,2,900
1150520303,道具,11505203,征战-第15章-第05关-2星-二级升级材料1-二级升级材料1/5,42011,5,100
1150520304,道具,11505203,征战-第15章-第05关-2星-二级升级材料1-二级升级材料1/10,42011,10,0
1150520401,道具,11505204,,11083,1,10000
1150520501,道具,11505205,,100830,1,10000
1150620101,数值型,11506201,征战-第15章-第06关-2星-铜币-铜币/3190,107,3190,10000
1150620201,数值型,11506202,征战-第15章-第06关-2星-战魂-战魂/38,108,38,10000
1150720101,数值型,11507201,征战-第15章-第07关-2星-铜币-铜币/3190,107,3190,10000
1150720201,数值型,11507202,征战-第15章-第07关-2星-战魂-战魂/38,108,38,10000
1150820101,数值型,11508201,征战-第15章-第08关-2星-铜币-铜币/3190,107,3190,10000
1150820201,数值型,11508202,征战-第15章-第08关-2星-战魂-战魂/38,108,38,10000
1150920101,数值型,11509201,征战-第15章-第09关-2星-铜币-铜币/3280,107,3280,10000
1150920201,数值型,11509202,征战-第15章-第09关-2星-战魂-战魂/38,108,38,10000
1150920301,道具,11509203,征战-第15章-第09关-2星-二级升级材料2-二级升级材料2/1,42012,1,9000
1150920302,道具,11509203,征战-第15章-第09关-2星-二级升级材料2-二级升级材料2/2,42012,2,900
1150920303,道具,11509203,征战-第15章-第09关-2星-二级升级材料2-二级升级材料2/5,42012,5,100
1150920304,道具,11509203,征战-第15章-第09关-2星-二级升级材料2-二级升级材料2/10,42012,10,0
1150920401,道具,11509204,,11084,1,10000
1150920501,道具,11509205,,100840,1,10000
1151020101,数值型,11510201,征战-第15章-第10关-2星-铜币-铜币/3280,107,3280,10000
1151020201,数值型,11510202,征战-第15章-第10关-2星-战魂-战魂/38,108,38,10000
1151020301,道具,11510203,征战-第15章-第10关-2星-二级升级材料3-二级升级材料3/1,42013,1,9000
1151020302,道具,11510203,征战-第15章-第10关-2星-二级升级材料3-二级升级材料3/2,42013,2,900
1151020303,道具,11510203,征战-第15章-第10关-2星-二级升级材料3-二级升级材料3/5,42013,5,100
1151020304,道具,11510203,征战-第15章-第10关-2星-二级升级材料3-二级升级材料3/10,42013,10,0
1151020401,道具,11510204,,2030,1,10000
1160120101,数值型,11601201,征战-第16章-第01关-2星-铜币-铜币/3280,107,3280,10000
1160120201,数值型,11601202,征战-第16章-第01关-2星-战魂-战魂/38,108,38,10000
1160220101,数值型,11602201,征战-第16章-第02关-2星-铜币-铜币/3370,107,3370,10000
1160220201,数值型,11602202,征战-第16章-第02关-2星-战魂-战魂/39,108,39,10000
1160320101,数值型,11603201,征战-第16章-第03关-2星-铜币-铜币/3370,107,3370,10000
1160320201,数值型,11603202,征战-第16章-第03关-2星-战魂-战魂/39,108,39,10000
1160420101,数值型,11604201,征战-第16章-第04关-2星-铜币-铜币/3370,107,3370,10000
1160420201,数值型,11604202,征战-第16章-第04关-2星-战魂-战魂/39,108,39,10000
1160520101,数值型,11605201,征战-第16章-第05关-2星-铜币-铜币/3470,107,3470,10000
1160520201,数值型,11605202,征战-第16章-第05关-2星-战魂-战魂/39,108,39,10000
1160520301,道具,11605203,征战-第16章-第05关-2星-二级升级材料4-1-二级升级材料4-1/1,42014,1,9000
1160520302,道具,11605203,征战-第16章-第05关-2星-二级升级材料4-1-二级升级材料4-1/2,42014,2,900
1160520303,道具,11605203,征战-第16章-第05关-2星-二级升级材料4-1-二级升级材料4-1/5,42014,5,100
1160520304,道具,11605203,征战-第16章-第05关-2星-二级升级材料4-1-二级升级材料4-1/10,42014,10,0
1160520401,道具,11605204,,11085,1,10000
1160520501,道具,11605205,,100850,1,10000
1160620101,数值型,11606201,征战-第16章-第06关-2星-铜币-铜币/3470,107,3470,10000
1160620201,数值型,11606202,征战-第16章-第06关-2星-战魂-战魂/39,108,39,10000
1160720101,数值型,11607201,征战-第16章-第07关-2星-铜币-铜币/3470,107,3470,10000
1160720201,数值型,11607202,征战-第16章-第07关-2星-战魂-战魂/39,108,39,10000
1160820101,数值型,11608201,征战-第16章-第08关-2星-铜币-铜币/3470,107,3470,10000
1160820201,数值型,11608202,征战-第16章-第08关-2星-战魂-战魂/39,108,39,10000
1160920101,数值型,11609201,征战-第16章-第09关-2星-铜币-铜币/3560,107,3560,10000
1160920201,数值型,11609202,征战-第16章-第09关-2星-战魂-战魂/40,108,40,10000
1160920301,道具,11609203,征战-第16章-第09关-2星-二级升级材料1-二级升级材料1/1,42011,1,9000
1160920302,道具,11609203,征战-第16章-第09关-2星-二级升级材料1-二级升级材料1/2,42011,2,900
1160920303,道具,11609203,征战-第16章-第09关-2星-二级升级材料1-二级升级材料1/5,42011,5,100
1160920304,道具,11609203,征战-第16章-第09关-2星-二级升级材料1-二级升级材料1/10,42011,10,0
1160920401,道具,11609204,,11086,1,10000
1160920501,道具,11609205,,100860,1,10000
1161020101,数值型,11610201,征战-第16章-第10关-2星-铜币-铜币/3560,107,3560,10000
1161020201,数值型,11610202,征战-第16章-第10关-2星-战魂-战魂/40,108,40,10000
1161020301,道具,11610203,征战-第16章-第10关-2星-二级升级材料2-二级升级材料2/1,42012,1,9000
1161020302,道具,11610203,征战-第16章-第10关-2星-二级升级材料2-二级升级材料2/2,42012,2,900
1161020303,道具,11610203,征战-第16章-第10关-2星-二级升级材料2-二级升级材料2/5,42012,5,100
1161020304,道具,11610203,征战-第16章-第10关-2星-二级升级材料2-二级升级材料2/10,42012,10,0
1161020401,道具,11610204,,2115,1,10000
1170120101,数值型,11701201,征战-第17章-第01关-2星-铜币-铜币/3560,107,3560,10000
1170120201,数值型,11701202,征战-第17章-第01关-2星-战魂-战魂/40,108,40,10000
1170220101,数值型,11702201,征战-第17章-第02关-2星-铜币-铜币/3660,107,3660,10000
1170220201,数值型,11702202,征战-第17章-第02关-2星-战魂-战魂/41,108,41,10000
1170320101,数值型,11703201,征战-第17章-第03关-2星-铜币-铜币/3660,107,3660,10000
1170320201,数值型,11703202,征战-第17章-第03关-2星-战魂-战魂/41,108,41,10000
1170420101,数值型,11704201,征战-第17章-第04关-2星-铜币-铜币/3660,107,3660,10000
1170420201,数值型,11704202,征战-第17章-第04关-2星-战魂-战魂/41,108,41,10000
1170520101,数值型,11705201,征战-第17章-第05关-2星-铜币-铜币/3760,107,3760,10000
1170520201,数值型,11705202,征战-第17章-第05关-2星-战魂-战魂/41,108,41,10000
1170520301,道具,11705203,征战-第17章-第05关-2星-二级升级材料3-二级升级材料3/1,42013,1,9000
1170520302,道具,11705203,征战-第17章-第05关-2星-二级升级材料3-二级升级材料3/2,42013,2,900
1170520303,道具,11705203,征战-第17章-第05关-2星-二级升级材料3-二级升级材料3/5,42013,5,100
1170520304,道具,11705203,征战-第17章-第05关-2星-二级升级材料3-二级升级材料3/10,42013,10,0
1170520401,道具,11705204,,11087,1,10000
1170520501,道具,11705205,,100870,1,10000
1170620101,数值型,11706201,征战-第17章-第06关-2星-铜币-铜币/3760,107,3760,10000
1170620201,数值型,11706202,征战-第17章-第06关-2星-战魂-战魂/41,108,41,10000
1170720101,数值型,11707201,征战-第17章-第07关-2星-铜币-铜币/3760,107,3760,10000
1170720201,数值型,11707202,征战-第17章-第07关-2星-战魂-战魂/41,108,41,10000
1170820101,数值型,11708201,征战-第17章-第08关-2星-铜币-铜币/3760,107,3760,10000
1170820201,数值型,11708202,征战-第17章-第08关-2星-战魂-战魂/41,108,41,10000
1170920101,数值型,11709201,征战-第17章-第09关-2星-铜币-铜币/3860,107,3860,10000
1170920201,数值型,11709202,征战-第17章-第09关-2星-战魂-战魂/42,108,42,10000
1170920301,道具,11709203,征战-第17章-第09关-2星-二级升级材料4-1-二级升级材料4-1/1,42014,1,9000
1170920302,道具,11709203,征战-第17章-第09关-2星-二级升级材料4-1-二级升级材料4-1/2,42014,2,900
1170920303,道具,11709203,征战-第17章-第09关-2星-二级升级材料4-1-二级升级材料4-1/5,42014,5,100
1170920304,道具,11709203,征战-第17章-第09关-2星-二级升级材料4-1-二级升级材料4-1/10,42014,10,0
1170920401,道具,11709204,,11088,1,10000
1170920501,道具,11709205,,100880,1,10000
1171020101,数值型,11710201,征战-第17章-第10关-2星-铜币-铜币/3860,107,3860,10000
1171020201,数值型,11710202,征战-第17章-第10关-2星-战魂-战魂/42,108,42,10000
1171020301,道具,11710203,征战-第17章-第10关-2星-二级升级材料1-二级升级材料1/1,42011,1,9000
1171020302,道具,11710203,征战-第17章-第10关-2星-二级升级材料1-二级升级材料1/2,42011,2,900
1171020303,道具,11710203,征战-第17章-第10关-2星-二级升级材料1-二级升级材料1/5,42011,5,100
1171020304,道具,11710203,征战-第17章-第10关-2星-二级升级材料1-二级升级材料1/10,42011,10,0
1171020401,道具,11710204,,2005,1,10000
1180120101,数值型,11801201,征战-第18章-第01关-2星-铜币-铜币/3860,107,3860,10000
1180120201,数值型,11801202,征战-第18章-第01关-2星-战魂-战魂/42,108,42,10000
1180220101,数值型,11802201,征战-第18章-第02关-2星-铜币-铜币/3960,107,3960,10000
1180220201,数值型,11802202,征战-第18章-第02关-2星-战魂-战魂/42,108,42,10000
1180320101,数值型,11803201,征战-第18章-第03关-2星-铜币-铜币/3960,107,3960,10000
1180320201,数值型,11803202,征战-第18章-第03关-2星-战魂-战魂/42,108,42,10000
1180420101,数值型,11804201,征战-第18章-第04关-2星-铜币-铜币/3960,107,3960,10000
1180420201,数值型,11804202,征战-第18章-第04关-2星-战魂-战魂/42,108,42,10000
1180520101,数值型,11805201,征战-第18章-第05关-2星-铜币-铜币/4060,107,4060,10000
1180520201,数值型,11805202,征战-第18章-第05关-2星-战魂-战魂/43,108,43,10000
1180520301,道具,11805203,征战-第18章-第05关-2星-二级升级材料3-二级升级材料3/1,42013,1,9000
1180520302,道具,11805203,征战-第18章-第05关-2星-二级升级材料3-二级升级材料3/2,42013,2,900
1180520303,道具,11805203,征战-第18章-第05关-2星-二级升级材料3-二级升级材料3/5,42013,5,100
1180520304,道具,11805203,征战-第18章-第05关-2星-二级升级材料3-二级升级材料3/10,42013,10,0
1180520401,道具,11805204,,11095,1,10000
1180520501,道具,11805205,,100950,1,10000
1180620101,数值型,11806201,征战-第18章-第06关-2星-铜币-铜币/4060,107,4060,10000
1180620201,数值型,11806202,征战-第18章-第06关-2星-战魂-战魂/43,108,43,10000
1180720101,数值型,11807201,征战-第18章-第07关-2星-铜币-铜币/4060,107,4060,10000
1180720201,数值型,11807202,征战-第18章-第07关-2星-战魂-战魂/43,108,43,10000
1180820101,数值型,11808201,征战-第18章-第08关-2星-铜币-铜币/4060,107,4060,10000
1180820201,数值型,11808202,征战-第18章-第08关-2星-战魂-战魂/43,108,43,10000
1180920101,数值型,11809201,征战-第18章-第09关-2星-铜币-铜币/4160,107,4160,10000
1180920201,数值型,11809202,征战-第18章-第09关-2星-战魂-战魂/44,108,44,10000
1180920301,道具,11809203,征战-第18章-第09关-2星-二级升级材料4-1-二级升级材料4-1/1,42014,1,9000
1180920302,道具,11809203,征战-第18章-第09关-2星-二级升级材料4-1-二级升级材料4-1/2,42014,2,900
1180920303,道具,11809203,征战-第18章-第09关-2星-二级升级材料4-1-二级升级材料4-1/5,42014,5,100
1180920304,道具,11809203,征战-第18章-第09关-2星-二级升级材料4-1-二级升级材料4-1/10,42014,10,0
1180920401,道具,11809204,,11096,1,10000
1180920501,道具,11809205,,100960,1,10000
1181020101,数值型,11810201,征战-第18章-第10关-2星-铜币-铜币/4160,107,4160,10000
1181020201,数值型,11810202,征战-第18章-第10关-2星-战魂-战魂/44,108,44,10000
1181020301,道具,11810203,征战-第18章-第10关-2星-二级升级材料2-二级升级材料2/1,42012,1,9000
1181020302,道具,11810203,征战-第18章-第10关-2星-二级升级材料2-二级升级材料2/2,42012,2,900
1181020303,道具,11810203,征战-第18章-第10关-2星-二级升级材料2-二级升级材料2/5,42012,5,100
1181020304,道具,11810203,征战-第18章-第10关-2星-二级升级材料2-二级升级材料2/10,42012,10,0
1181020401,道具,11810204,,2124,1,10000
1190120101,数值型,11901201,征战-第19章-第01关-2星-铜币-铜币/4160,107,4160,10000
1190120201,数值型,11901202,征战-第19章-第01关-2星-战魂-战魂/44,108,44,10000
1190220101,数值型,11902201,征战-第19章-第02关-2星-铜币-铜币/4260,107,4260,10000
1190220201,数值型,11902202,征战-第19章-第02关-2星-战魂-战魂/44,108,44,10000
1190320101,数值型,11903201,征战-第19章-第03关-2星-铜币-铜币/4260,107,4260,10000
1190320201,数值型,11903202,征战-第19章-第03关-2星-战魂-战魂/44,108,44,10000
1190420101,数值型,11904201,征战-第19章-第04关-2星-铜币-铜币/4260,107,4260,10000
1190420201,数值型,11904202,征战-第19章-第04关-2星-战魂-战魂/44,108,44,10000
1190520101,数值型,11905201,征战-第19章-第05关-2星-铜币-铜币/4370,107,4370,10000
1190520201,数值型,11905202,征战-第19章-第05关-2星-战魂-战魂/45,108,45,10000
1190520301,道具,11905203,征战-第19章-第05关-2星-二级升级材料3-二级升级材料3/1,42013,1,9000
1190520302,道具,11905203,征战-第19章-第05关-2星-二级升级材料3-二级升级材料3/2,42013,2,900
1190520303,道具,11905203,征战-第19章-第05关-2星-二级升级材料3-二级升级材料3/5,42013,5,100
1190520304,道具,11905203,征战-第19章-第05关-2星-二级升级材料3-二级升级材料3/10,42013,10,0
1190520401,道具,11905204,,11097,1,10000
1190520501,道具,11905205,,100970,1,10000
1190620101,数值型,11906201,征战-第19章-第06关-2星-铜币-铜币/4370,107,4370,10000
1190620201,数值型,11906202,征战-第19章-第06关-2星-战魂-战魂/45,108,45,10000
1190720101,数值型,11907201,征战-第19章-第07关-2星-铜币-铜币/4370,107,4370,10000
1190720201,数值型,11907202,征战-第19章-第07关-2星-战魂-战魂/45,108,45,10000
1190820101,数值型,11908201,征战-第19章-第08关-2星-铜币-铜币/4370,107,4370,10000
1190820201,数值型,11908202,征战-第19章-第08关-2星-战魂-战魂/45,108,45,10000
1190920101,数值型,11909201,征战-第19章-第09关-2星-铜币-铜币/4480,107,4480,10000
1190920201,数值型,11909202,征战-第19章-第09关-2星-战魂-战魂/45,108,45,10000
1190920301,道具,11909203,征战-第19章-第09关-2星-二级升级材料4-1-二级升级材料4-1/1,42014,1,9000
1190920302,道具,11909203,征战-第19章-第09关-2星-二级升级材料4-1-二级升级材料4-1/2,42014,2,900
1190920303,道具,11909203,征战-第19章-第09关-2星-二级升级材料4-1-二级升级材料4-1/5,42014,5,100
1190920304,道具,11909203,征战-第19章-第09关-2星-二级升级材料4-1-二级升级材料4-1/10,42014,10,0
1190920401,道具,11909204,,11098,1,10000
1190920501,道具,11909205,,100980,1,10000
1191020101,数值型,11910201,征战-第19章-第10关-2星-铜币-铜币/4480,107,4480,10000
1191020201,数值型,11910202,征战-第19章-第10关-2星-战魂-战魂/45,108,45,10000
1191020301,道具,11910203,征战-第19章-第10关-2星-二级升级材料4-2-二级升级材料4-2/1,42015,1,9000
1191020302,道具,11910203,征战-第19章-第10关-2星-二级升级材料4-2-二级升级材料4-2/2,42015,2,900
1191020303,道具,11910203,征战-第19章-第10关-2星-二级升级材料4-2-二级升级材料4-2/5,42015,5,100
1191020304,道具,11910203,征战-第19章-第10关-2星-二级升级材料4-2-二级升级材料4-2/10,42015,10,0
1191020401,道具,11910204,,2017,1,10000
1200120101,数值型,12001201,征战-第20章-第01关-2星-铜币-铜币/4480,107,4480,10000
1200120201,数值型,12001202,征战-第20章-第01关-2星-战魂-战魂/45,108,45,10000
1200220101,数值型,12002201,征战-第20章-第02关-2星-铜币-铜币/4580,107,4580,10000
1200220201,数值型,12002202,征战-第20章-第02关-2星-战魂-战魂/46,108,46,10000
1200320101,数值型,12003201,征战-第20章-第03关-2星-铜币-铜币/4580,107,4580,10000
1200320201,数值型,12003202,征战-第20章-第03关-2星-战魂-战魂/46,108,46,10000
1200420101,数值型,12004201,征战-第20章-第04关-2星-铜币-铜币/4580,107,4580,10000
1200420201,数值型,12004202,征战-第20章-第04关-2星-战魂-战魂/46,108,46,10000
1200520101,数值型,12005201,征战-第20章-第05关-2星-铜币-铜币/4690,107,4690,10000
1200520201,数值型,12005202,征战-第20章-第05关-2星-战魂-战魂/47,108,47,10000
1200520301,道具,12005203,征战-第20章-第05关-2星-二级升级材料1-二级升级材料1/1,42011,1,9000
1200520302,道具,12005203,征战-第20章-第05关-2星-二级升级材料1-二级升级材料1/2,42011,2,900
1200520303,道具,12005203,征战-第20章-第05关-2星-二级升级材料1-二级升级材料1/5,42011,5,100
1200520304,道具,12005203,征战-第20章-第05关-2星-二级升级材料1-二级升级材料1/10,42011,10,0
1200520401,道具,12005204,,11099,1,10000
1200520501,道具,12005205,,100990,1,10000
1200620101,数值型,12006201,征战-第20章-第06关-2星-铜币-铜币/4690,107,4690,10000
1200620201,数值型,12006202,征战-第20章-第06关-2星-战魂-战魂/47,108,47,10000
1200720101,数值型,12007201,征战-第20章-第07关-2星-铜币-铜币/4690,107,4690,10000
1200720201,数值型,12007202,征战-第20章-第07关-2星-战魂-战魂/47,108,47,10000
1200820101,数值型,12008201,征战-第20章-第08关-2星-铜币-铜币/4690,107,4690,10000
1200820201,数值型,12008202,征战-第20章-第08关-2星-战魂-战魂/47,108,47,10000
1200920101,数值型,12009201,征战-第20章-第09关-2星-铜币-铜币/4800,107,4800,10000
1200920201,数值型,12009202,征战-第20章-第09关-2星-战魂-战魂/47,108,47,10000
1200920301,道具,12009203,征战-第20章-第09关-2星-二级升级材料3-二级升级材料3/1,42013,1,9000
1200920302,道具,12009203,征战-第20章-第09关-2星-二级升级材料3-二级升级材料3/2,42013,2,900
1200920303,道具,12009203,征战-第20章-第09关-2星-二级升级材料3-二级升级材料3/5,42013,5,100
1200920304,道具,12009203,征战-第20章-第09关-2星-二级升级材料3-二级升级材料3/10,42013,10,0
1200920401,道具,12009204,,11100,1,10000
1200920501,道具,12009205,,101000,1,10000
1201020101,数值型,12010201,征战-第20章-第10关-2星-铜币-铜币/4800,107,4800,10000
1201020201,数值型,12010202,征战-第20章-第10关-2星-战魂-战魂/47,108,47,10000
1201020301,道具,12010203,征战-第20章-第10关-2星-二级升级材料4-2-二级升级材料4-2/1,42015,1,9000
1201020302,道具,12010203,征战-第20章-第10关-2星-二级升级材料4-2-二级升级材料4-2/2,42015,2,900
1201020303,道具,12010203,征战-第20章-第10关-2星-二级升级材料4-2-二级升级材料4-2/5,42015,5,100
1201020304,道具,12010203,征战-第20章-第10关-2星-二级升级材料4-2-二级升级材料4-2/10,42015,10,0
1201020401,道具,12010204,,2120,1,10000
1210120101,数值型,12101201,征战-第21章-第01关-2星-铜币-铜币/4800,107,4800,10000
1210120201,数值型,12101202,征战-第21章-第01关-2星-战魂-战魂/47,108,47,10000
1210220101,数值型,12102201,征战-第21章-第02关-2星-铜币-铜币/4910,107,4910,10000
1210220201,数值型,12102202,征战-第21章-第02关-2星-战魂-战魂/48,108,48,10000
1210320101,数值型,12103201,征战-第21章-第03关-2星-铜币-铜币/4910,107,4910,10000
1210320201,数值型,12103202,征战-第21章-第03关-2星-战魂-战魂/48,108,48,10000
1210420101,数值型,12104201,征战-第21章-第04关-2星-铜币-铜币/4910,107,4910,10000
1210420201,数值型,12104202,征战-第21章-第04关-2星-战魂-战魂/48,108,48,10000
1210520101,数值型,12105201,征战-第21章-第05关-2星-铜币-铜币/5020,107,5020,10000
1210520201,数值型,12105202,征战-第21章-第05关-2星-战魂-战魂/48,108,48,10000
1210520301,道具,12105203,征战-第21章-第05关-2星-二级升级材料2-二级升级材料2/1,42012,1,9000
1210520302,道具,12105203,征战-第21章-第05关-2星-二级升级材料2-二级升级材料2/2,42012,2,900
1210520303,道具,12105203,征战-第21章-第05关-2星-二级升级材料2-二级升级材料2/5,42012,5,100
1210520304,道具,12105203,征战-第21章-第05关-2星-二级升级材料2-二级升级材料2/10,42012,10,0
1210520401,道具,12105204,,11101,1,10000
1210520501,道具,12105205,,101010,1,10000
1210620101,数值型,12106201,征战-第21章-第06关-2星-铜币-铜币/5020,107,5020,10000
1210620201,数值型,12106202,征战-第21章-第06关-2星-战魂-战魂/48,108,48,10000
1210720101,数值型,12107201,征战-第21章-第07关-2星-铜币-铜币/5020,107,5020,10000
1210720201,数值型,12107202,征战-第21章-第07关-2星-战魂-战魂/48,108,48,10000
1210820101,数值型,12108201,征战-第21章-第08关-2星-铜币-铜币/5020,107,5020,10000
1210820201,数值型,12108202,征战-第21章-第08关-2星-战魂-战魂/48,108,48,10000
1210920101,数值型,12109201,征战-第21章-第09关-2星-铜币-铜币/5140,107,5140,10000
1210920201,数值型,12109202,征战-第21章-第09关-2星-战魂-战魂/49,108,49,10000
1210920301,道具,12109203,征战-第21章-第09关-2星-二级升级材料3-二级升级材料3/1,42013,1,9000
1210920302,道具,12109203,征战-第21章-第09关-2星-二级升级材料3-二级升级材料3/2,42013,2,900
1210920303,道具,12109203,征战-第21章-第09关-2星-二级升级材料3-二级升级材料3/5,42013,5,100
1210920304,道具,12109203,征战-第21章-第09关-2星-二级升级材料3-二级升级材料3/10,42013,10,0
1210920401,道具,12109204,,11098,1,10000
1210920501,道具,12109205,,100980,1,10000
1211020101,数值型,12110201,征战-第21章-第10关-2星-铜币-铜币/5140,107,5140,10000
1211020201,数值型,12110202,征战-第21章-第10关-2星-战魂-战魂/49,108,49,10000
1211020301,道具,12110203,征战-第21章-第10关-2星-二级升级材料4-2-二级升级材料4-2/1,42015,1,9000
1211020302,道具,12110203,征战-第21章-第10关-2星-二级升级材料4-2-二级升级材料4-2/2,42015,2,900
1211020303,道具,12110203,征战-第21章-第10关-2星-二级升级材料4-2-二级升级材料4-2/5,42015,5,100
1211020304,道具,12110203,征战-第21章-第10关-2星-二级升级材料4-2-二级升级材料4-2/10,42015,10,0
1211020401,道具,12110204,,2015,1,10000
1220120101,数值型,12201201,征战-第22章-第01关-2星-铜币-铜币/5140,107,5140,10000
1220120201,数值型,12201202,征战-第22章-第01关-2星-战魂-战魂/49,108,49,10000
