Table:CsvLimitedShop,,,,,,,,,
tid,level,commodity_group,num,is_free,paid_refresh,commodity_id,discription:s,price_type:PriceType,price
6014043,60,4,2,1,281,2009,大主教碎片,英魂,180
6014044,60,4,2,1,281,2015,天灾首领碎片,英魂,180
6014045,60,4,2,1,281,2021,符文图腾碎片,英魂,180
6014046,60,4,2,1,280,2018,恐惧魔王碎片,英魂,180
6014047,60,4,2,1,281,2023,盘牙女王碎片,英魂,180
6015001,60,5,1,1,952,201513,初级受治疗之三,钻石,100
6015002,60,5,1,1,952,201313,初级穿透之三,钻石,100
6015003,60,5,1,1,715,201213,初级法术防御之三,英魂,100
6015004,60,5,1,1,714,201113,初级法术攻击之三,英魂,100
6015005,60,5,1,1,715,201013,初级物理防御之三,英魂,100
6015006,60,5,1,1,714,200913,初级物理攻击之三,英魂,100
6015007,60,5,1,1,952,200813,初级韧性之三,钻石,100
6015008,60,5,1,1,715,200713,初级血量之三,英魂,100
6015009,60,5,1,1,715,200613,初级速度之三,英魂,100
6015010,60,5,1,1,0,200413,初级暴击之三,钻石,100
6015011,60,5,1,1,0,200313,初级闪避之三,钻石,100
6015012,60,5,1,1,952,200213,初级命中之三,钻石,100
6015013,60,5,1,1,952,200113,初级抵抗之三,钻石,100
6015014,60,5,1,1,952,200013,初级格挡之三,钻石,100
6016001,60,6,1,1,166,42001,宁神花,英魂,10
6016002,60,6,1,1,166,42002,银叶草,英魂,10
6016003,60,6,1,1,166,42003,石南草,英魂,10
6016004,60,6,1,1,166,42004,荆棘藻,英魂,10
6016005,60,6,1,1,535,42011,幽灵菇,英魂,10
6016006,60,6,1,1,535,42012,火焰花,英魂,10
6016007,60,6,1,1,533,42013,野葡萄藤,英魂,10
6016008,60,6,1,1,533,42014,太阳草,英魂,10
6016009,60,6,1,1,533,42015,格罗姆之血,英魂,10
6016010,60,6,2,1,167,42001,宁神花,英魂,20
6016011,60,6,2,1,166,42002,银叶草,英魂,20
6016012,60,6,2,1,166,42003,石南草,英魂,20
6016013,60,6,2,1,166,42004,荆棘藻,英魂,20
6016014,60,6,2,1,535,42011,幽灵菇,英魂,20
6016015,60,6,2,1,535,42012,火焰花,英魂,20
6016016,60,6,2,1,533,42013,野葡萄藤,英魂,20
6016017,60,6,2,1,533,42014,太阳草,英魂,20
6016018,60,6,2,1,533,42015,格罗姆之血,英魂,20
6016019,60,6,3,1,166,42001,宁神花,英魂,30
6016020,60,6,3,1,166,42002,银叶草,英魂,30
6016021,60,6,3,1,166,42003,石南草,英魂,30
6016022,60,6,3,1,166,42004,荆棘藻,英魂,30
6016023,60,6,3,1,535,42011,幽灵菇,英魂,30
6016024,60,6,3,1,535,42012,火焰花,英魂,30
6016025,60,6,3,1,533,42013,野葡萄藤,英魂,30
6016026,60,6,3,1,533,42014,太阳草,英魂,30
6016027,60,6,3,1,533,42015,格罗姆之血,英魂,30
6021001,60,1,1,2,1100,2012,逐日者碎片,英魂,270
6021002,60,1,1,2,1100,2011,克总碎片,英魂,270
6021003,60,1,1,2,1100,2027,牛头人酋长碎片,英魂,270
6021004,60,1,1,2,1100,2020,半神碎片,英魂,270
6021005,60,1,1,2,1100,2025,地狱咆哮碎片,英魂,270
6021006,60,1,1,2,1100,2004,图拉扬碎片,英魂,270
6021007,60,1,1,2,500,2008,先知碎片,英魂,135
6021008,60,1,1,2,500,2010,大法师碎片,英魂,135
6021009,60,1,1,2,500,2013,灰舌死誓者碎片,英魂,135
6021010,60,1,1,2,500,2016,暮光首领碎片,英魂,135
6021011,60,1,1,2,500,2003,血魔碎片,英魂,135
6021012,60,1,1,2,30,2006,暴风摄政王碎片,英魂,90
6021013,60,1,1,2,30,2014,霜狼督军碎片,英魂,90
6021014,60,1,1,2,30,2017,基丹碎片,英魂,90
6021015,60,1,1,2,30,2029,守望者碎片,英魂,90
6021016,60,1,1,2,30,2030,刺客碎片,英魂,90
6021017,60,1,1,2,30,2026,山丘之王碎片,英魂,90
6021018,60,1,1,2,30,2005,银白十字军碎片,英魂,90
6021019,60,1,1,2,30,2024,暗矛巨魔碎片,英魂,90
6021020,60,1,1,2,30,2009,大主教碎片,英魂,90
6021021,60,1,1,2,30,2015,天灾首领碎片,英魂,90
6021022,60,1,1,2,30,2021,符文图腾碎片,英魂,90
6021023,60,1,1,2,30,2018,恐惧魔王碎片,英魂,90
6021024,60,1,1,2,30,2023,盘牙女王碎片,英魂,90
6021025,60,1,2,2,40,2006,暴风摄政王碎片,英魂,180
6021026,60,1,2,2,39,2014,霜狼督军碎片,英魂,180
6021027,60,1,2,2,40,2017,基丹碎片,英魂,180
6021028,60,1,2,2,39,2029,守望者碎片,英魂,180
6021029,60,1,2,2,39,2030,刺客碎片,英魂,180
6021030,60,1,2,2,39,2026,山丘之王碎片,英魂,180
6021031,60,1,2,2,40,2005,银白十字军碎片,英魂,180
6021032,60,1,2,2,39,2024,暗矛巨魔碎片,英魂,180
6021033,60,1,2,2,39,2009,大主教碎片,英魂,180
6021034,60,1,2,2,39,2015,天灾首领碎片,英魂,180
6021035,60,1,2,2,39,2021,符文图腾碎片,英魂,180
6021036,60,1,2,2,39,2018,恐惧魔王碎片,英魂,180
6021037,60,1,2,2,39,2023,盘牙女王碎片,英魂,180
6022001,60,2,1,2,50,100890,乔丹法杖,英魂,1000
6022002,60,2,1,2,50,100900,一闪,英魂,1000
6022003,60,2,1,2,50,100910,法力风暴护腿,英魂,1000
6022004,60,2,1,2,50,100920,狮心头盔,英魂,1000
6022005,60,2,1,2,50,100930,洞察法袍,英魂,1000
6022006,60,2,1,2,50,100940,黑色龙鳞战靴,英魂,1000
6022007,60,2,1,2,100,101180,亮木法杖,钻石,1500
6022008,60,2,1,2,100,101190,斩首者康恩,钻石,1500
6022009,60,2,1,2,100,101200,踏云腿甲,钻石,1500
6022010,60,2,1,2,100,101210,风蛇的拥抱,钻石,1500
6022011,60,2,1,2,100,101220,烈焰之环,钻石,1500
6022012,60,2,1,2,100,101230,闪避之靴,钻石,1500
6022013,60,2,1,2,100,101240,龙之召唤,钻石,1500
6022014,60,2,1,2,15,101410,院长之杖,钻石,3000
6022015,60,2,1,2,15,101420,奥兰纳的拥抱,钻石,3000
6022016,60,2,1,2,15,101430,泰坦护腿,钻石,3000
6022017,60,2,1,2,15,101440,瑞文戴尔之剑,钻石,3000
6022018,60,2,1,2,15,101450,纳尔维之盔,钻石,3000
6022019,60,2,1,2,15,101460,熔岩犬皮靴,钻石,3000
6022020,60,2,1,2,116,11089,乔丹法杖碎片,英魂,100
6022021,60,2,1,2,116,11090,一闪碎片,英魂,100
6022022,60,2,1,2,117,11091,法力风暴护腿碎片,英魂,100
6022023,60,2,1,2,117,11092,狮心头盔碎片,英魂,100
6022024,60,2,1,2,117,11093,洞察法袍碎片,英魂,100
6022025,60,2,1,2,117,11094,黑色龙鳞战靴碎片,英魂,100
6022026,60,2,1,2,1070,11118,亮木法杖碎片,钻石,150
6022027,60,2,1,2,1070,11119,斩首者康恩碎片,钻石,150
6022028,60,2,1,2,1070,11120,踏云腿甲碎片,钻石,150
6022029,60,2,1,2,1070,11121,风蛇的拥抱碎片,钻石,150
6022030,60,2,1,2,1070,11122,烈焰之环碎片,钻石,150
6022031,60,2,1,2,1070,11123,闪避之靴碎片,钻石,150
6022032,60,2,1,2,1070,11124,龙之召唤碎片,钻石,150
6022033,60,2,1,2,120,11141,院长之杖碎片,钻石,300
6022034,60,2,1,2,120,11142,奥兰纳的拥抱碎片,钻石,300
6022035,60,2,1,2,120,11143,泰坦护腿碎片,钻石,300
6022036,60,2,1,2,120,11144,瑞文戴尔之剑碎片,钻石,300
6022037,60,2,1,2,120,11145,纳尔维之盔碎片,钻石,300
6022038,60,2,1,2,120,11146,熔岩犬皮靴碎片,钻石,300
6023001,60,3,1,2,4800,40041,初级技能经验书,英魂,100
6023002,60,3,1,2,2400,40042,中级技能经验书,钻石,400
6023003,60,3,1,2,800,40043,高级技能经验书,钻石,800
6023004,60,3,1,2,183,201524,中级受治疗之四,钻石,900
6023005,60,3,1,2,184,201324,中级穿透之四,钻石,900
6023006,60,3,1,2,150,201224,中级法术防御之四,英魂,800
6023007,60,3,1,2,150,201124,中级法术攻击之四,英魂,800
6023008,60,3,1,2,150,201024,中级物理防御之四,英魂,800
6023009,60,3,1,2,150,200924,中级物理攻击之四,英魂,800
6023010,60,3,1,2,184,200824,中级韧性之四,钻石,900
6023011,60,3,1,2,150,200724,中级血量之四,英魂,800
6023012,60,3,1,2,150,200624,中级速度之四,钻石,900
6023013,60,3,1,2,0,200524,中级暴伤之四,钻石,1500
6023014,60,3,1,2,0,200424,中级暴击之四,钻石,900
6023015,60,3,1,2,0,200324,中级闪避之四,钻石,900
6023016,60,3,1,2,183,200224,中级命中之四,钻石,900
6023017,60,3,1,2,183,200124,中级抵抗之四,钻石,900
6023018,60,3,1,2,183,200024,中级格挡之四,钻石,900
6023019,60,3,1,2,0,201534,高级受治疗之四,钻石,5000
6023020,60,3,1,2,0,201334,高级穿透之四,钻石,5000
6023021,60,3,1,2,0,201234,高级法术防御之四,英魂,5000
6023022,60,3,1,2,0,201134,高级法术攻击之四,英魂,5000
6023023,60,3,1,2,0,201034,高级物理防御之四,英魂,5000
6023024,60,3,1,2,0,200934,高级物理攻击之四,英魂,5000
6023025,60,3,1,2,0,200834,高级韧性之四,钻石,5000
6023026,60,3,1,2,0,200734,高级血量之四,英魂,5000
6023027,60,3,1,2,0,200634,高级速度之四,钻石,5000
6023028,60,3,1,2,0,200534,高级暴伤之四,钻石,5000
6023029,60,3,1,2,0,200434,高级暴击之四,钻石,5000
6023030,60,3,1,2,0,200334,高级闪避之四,钻石,5000
6023031,60,3,1,2,0,200234,高级命中之四,钻石,5000
6023032,60,3,1,2,0,200134,高级抵抗之四,钻石,5000
6023033,60,3,1,2,0,200034,高级格挡之四,钻石,5000
6024001,60,4,1,2,408,2006,暴风摄政王碎片,英魂,90
6024002,60,4,1,2,408,2014,霜狼督军碎片,英魂,90
6024003,60,4,1,2,408,2017,基丹碎片,英魂,90
6024004,60,4,1,2,408,2029,守望者碎片,英魂,90
6024005,60,4,1,2,408,2030,刺客碎片,英魂,90
6024006,60,4,1,2,408,2026,山丘之王碎片,英魂,90
6024007,60,4,1,2,408,2005,银白十字军碎片,英魂,90
6024008,60,4,1,2,408,2024,暗矛巨魔碎片,英魂,90
6024009,60,4,1,2,408,2009,大主教碎片,英魂,90
6024010,60,4,1,2,407,2015,天灾首领碎片,英魂,90
6024011,60,4,1,2,407,2021,符文图腾碎片,英魂,90
6024012,60,4,1,2,407,2018,恐惧魔王碎片,英魂,90
6024013,60,4,1,2,407,2023,盘牙女王碎片,英魂,90
6024014,60,4,1,2,50,2104,影牙指挥官碎片,英魂,30
6024015,60,4,1,2,50,2105,血色指挥官碎片,英魂,30
6024016,60,4,1,2,50,2107,大检察官碎片,英魂,30
6024017,60,4,1,2,50,2112,影牙堡主碎片,英魂,30
6024018,60,4,1,2,50,2117,灰葬男爵碎片,英魂,30
6024019,60,4,1,2,50,2122,荆棘谷猎手碎片,英魂,30
6024020,60,4,1,2,50,2128,大范碎片,英魂,30
6024021,60,4,1,2,50,2130,凡妮莎碎片,英魂,30
6024022,60,4,1,2,50,2124,沙顶酋长碎片,英魂,30
6024023,60,4,1,2,50,2109,审讯官碎片,英魂,30
6024024,60,4,1,2,50,2111,巫妖碎片,英魂,30
6024025,60,4,1,2,50,2115,督军碎片,英魂,30
6024026,60,4,1,2,50,2110,奥法师碎片,英魂,30
6024027,60,4,1,2,50,2114,水占师碎片,英魂,30
6024028,60,4,1,2,50,2113,预言者碎片,英魂,30
6024029,60,4,1,2,50,2125,赫洛德碎片,英魂,30
6024030,60,4,1,2,50,2116,加丁碎片,英魂,30
6024031,60,4,1,2,50,2106,大帝碎片,英魂,30
6024032,60,4,1,2,50,2118,巴纳扎尔碎片,英魂,30
6024033,60,4,1,2,50,2120,被诅咒的塞雷布拉斯碎片,英魂,30
6024034,60,4,1,2,50,2127,黑手碎片,英魂,30
6024035,60,4,2,2,281,2006,暴风摄政王碎片,英魂,180
6024036,60,4,2,2,280,2014,霜狼督军碎片,英魂,180
6024037,60,4,2,2,281,2017,基丹碎片,英魂,180
6024038,60,4,2,2,281,2029,守望者碎片,英魂,180
6024039,60,4,2,2,281,2030,刺客碎片,英魂,180
6024040,60,4,2,2,281,2026,山丘之王碎片,英魂,180
6024041,60,4,2,2,281,2005,银白十字军碎片,英魂,180
6024042,60,4,2,2,280,2024,暗矛巨魔碎片,英魂,180
6024043,60,4,2,2,281,2009,大主教碎片,英魂,180
6024044,60,4,2,2,281,2015,天灾首领碎片,英魂,180
6024045,60,4,2,2,281,2021,符文图腾碎片,英魂,180
6024046,60,4,2,2,280,2018,恐惧魔王碎片,英魂,180
6024047,60,4,2,2,281,2023,盘牙女王碎片,英魂,180
6025001,60,5,1,2,952,201513,初级受治疗之三,钻石,100
6025002,60,5,1,2,952,201313,初级穿透之三,钻石,100
6025003,60,5,1,2,715,201213,初级法术防御之三,英魂,100
6025004,60,5,1,2,714,201113,初级法术攻击之三,英魂,100
6025005,60,5,1,2,715,201013,初级物理防御之三,英魂,100
6025006,60,5,1,2,714,200913,初级物理攻击之三,英魂,100
6025007,60,5,1,2,952,200813,初级韧性之三,钻石,100
6025008,60,5,1,2,715,200713,初级血量之三,英魂,100
6025009,60,5,1,2,715,200613,初级速度之三,英魂,100
6025010,60,5,1,2,0,200413,初级暴击之三,钻石,100
6025011,60,5,1,2,0,200313,初级闪避之三,钻石,100
6025012,60,5,1,2,952,200213,初级命中之三,钻石,100
6025013,60,5,1,2,952,200113,初级抵抗之三,钻石,100
6025014,60,5,1,2,952,200013,初级格挡之三,钻石,100
6026001,60,6,1,2,166,42001,宁神花,英魂,10
6026002,60,6,1,2,166,42002,银叶草,英魂,10
6026003,60,6,1,2,166,42003,石南草,英魂,10
6026004,60,6,1,2,166,42004,荆棘藻,英魂,10
6026005,60,6,1,2,535,42011,幽灵菇,英魂,10
6026006,60,6,1,2,535,42012,火焰花,英魂,10
6026007,60,6,1,2,533,42013,野葡萄藤,英魂,10
6026008,60,6,1,2,533,42014,太阳草,英魂,10
6026009,60,6,1,2,533,42015,格罗姆之血,英魂,10
6026010,60,6,2,2,167,42001,宁神花,英魂,20
6026011,60,6,2,2,166,42002,银叶草,英魂,20
6026012,60,6,2,2,166,42003,石南草,英魂,20
6026013,60,6,2,2,166,42004,荆棘藻,英魂,20
6026014,60,6,2,2,535,42011,幽灵菇,英魂,20
6026015,60,6,2,2,535,42012,火焰花,英魂,20
6026016,60,6,2,2,533,42013,野葡萄藤,英魂,20
6026017,60,6,2,2,533,42014,太阳草,英魂,20
6026018,60,6,2,2,533,42015,格罗姆之血,英魂,20
6026019,60,6,3,2,166,42001,宁神花,英魂,30
6026020,60,6,3,2,166,42002,银叶草,英魂,30
6026021,60,6,3,2,166,42003,石南草,英魂,30
6026022,60,6,3,2,166,42004,荆棘藻,英魂,30
6026023,60,6,3,2,535,42011,幽灵菇,英魂,30
6026024,60,6,3,2,535,42012,火焰花,英魂,30
6026025,60,6,3,2,533,42013,野葡萄藤,英魂,30
6026026,60,6,3,2,533,42014,太阳草,英魂,30
6026027,60,6,3,2,533,42015,格罗姆之血,英魂,30
7011001,70,1,1,1,1100,2012,逐日者碎片,英魂,270
7011002,70,1,1,1,1100,2011,克总碎片,英魂,270
7011003,70,1,1,1,1100,2027,牛头人酋长碎片,英魂,270
7011004,70,1,1,1,1100,2020,半神碎片,英魂,270
7011005,70,1,1,1,1100,2025,地狱咆哮碎片,英魂,270
7011006,70,1,1,1,1100,2004,图拉扬碎片,英魂,270
7011007,70,1,1,1,500,2008,先知碎片,英魂,135
7011008,70,1,1,1,500,2010,大法师碎片,英魂,135
7011009,70,1,1,1,500,2013,灰舌死誓者碎片,英魂,135
7011010,70,1,1,1,500,2016,暮光首领碎片,英魂,135
7011011,70,1,1,1,500,2003,血魔碎片,英魂,135
7011012,70,1,1,1,30,2006,暴风摄政王碎片,英魂,90
7011013,70,1,1,1,30,2014,霜狼督军碎片,英魂,90
7011014,70,1,1,1,30,2017,基丹碎片,英魂,90
7011015,70,1,1,1,30,2029,守望者碎片,英魂,90
7011016,70,1,1,1,30,2030,刺客碎片,英魂,90
7011017,70,1,1,1,30,2026,山丘之王碎片,英魂,90
7011018,70,1,1,1,30,2005,银白十字军碎片,英魂,90
7011019,70,1,1,1,30,2024,暗矛巨魔碎片,英魂,90
7011020,70,1,1,1,30,2009,大主教碎片,英魂,90
7011021,70,1,1,1,30,2015,天灾首领碎片,英魂,90
7011022,70,1,1,1,30,2021,符文图腾碎片,英魂,90
7011023,70,1,1,1,30,2018,恐惧魔王碎片,英魂,90
7011024,70,1,1,1,30,2023,盘牙女王碎片,英魂,90
7011025,70,1,2,1,40,2006,暴风摄政王碎片,英魂,180
7011026,70,1,2,1,39,2014,霜狼督军碎片,英魂,180
7011027,70,1,2,1,40,2017,基丹碎片,英魂,180
7011028,70,1,2,1,39,2029,守望者碎片,英魂,180
7011029,70,1,2,1,39,2030,刺客碎片,英魂,180
7011030,70,1,2,1,39,2026,山丘之王碎片,英魂,180
7011031,70,1,2,1,40,2005,银白十字军碎片,英魂,180
7011032,70,1,2,1,39,2024,暗矛巨魔碎片,英魂,180
7011033,70,1,2,1,39,2009,大主教碎片,英魂,180
7011034,70,1,2,1,39,2015,天灾首领碎片,英魂,180
7011035,70,1,2,1,39,2021,符文图腾碎片,英魂,180
7011036,70,1,2,1,39,2018,恐惧魔王碎片,英魂,180
7011037,70,1,2,1,39,2023,盘牙女王碎片,英魂,180
7012001,70,2,1,1,50,100890,乔丹法杖,英魂,1000
7012002,70,2,1,1,50,100900,一闪,英魂,1000
7012003,70,2,1,1,50,100910,法力风暴护腿,英魂,1000
7012004,70,2,1,1,50,100920,狮心头盔,英魂,1000
7012005,70,2,1,1,50,100930,洞察法袍,英魂,1000
7012006,70,2,1,1,50,100940,黑色龙鳞战靴,英魂,1000
7012007,70,2,1,1,100,101180,亮木法杖,钻石,1500
7012008,70,2,1,1,100,101190,斩首者康恩,钻石,1500
7012009,70,2,1,1,100,101200,踏云腿甲,钻石,1500
7012010,70,2,1,1,100,101210,风蛇的拥抱,钻石,1500
7012011,70,2,1,1,100,101220,烈焰之环,钻石,1500
7012012,70,2,1,1,100,101230,闪避之靴,钻石,1500
7012013,70,2,1,1,100,101240,龙之召唤,钻石,1500
7012014,70,2,1,1,15,101410,院长之杖,钻石,3000
7012015,70,2,1,1,15,101420,奥兰纳的拥抱,钻石,3000
7012016,70,2,1,1,15,101430,泰坦护腿,钻石,3000
7012017,70,2,1,1,15,101440,瑞文戴尔之剑,钻石,3000
7012018,70,2,1,1,15,101450,纳尔维之盔,钻石,3000
7012019,70,2,1,1,15,101460,熔岩犬皮靴,钻石,3000
7012020,70,2,1,1,116,11089,乔丹法杖碎片,英魂,100
7012021,70,2,1,1,116,11090,一闪碎片,英魂,100
7012022,70,2,1,1,117,11091,法力风暴护腿碎片,英魂,100
7012023,70,2,1,1,117,11092,狮心头盔碎片,英魂,100
7012024,70,2,1,1,117,11093,洞察法袍碎片,英魂,100
7012025,70,2,1,1,117,11094,黑色龙鳞战靴碎片,英魂,100
7012026,70,2,1,1,1070,11118,亮木法杖碎片,钻石,150
7012027,70,2,1,1,1070,11119,斩首者康恩碎片,钻石,150
7012028,70,2,1,1,1070,11120,踏云腿甲碎片,钻石,150
7012029,70,2,1,1,1070,11121,风蛇的拥抱碎片,钻石,150
7012030,70,2,1,1,1070,11122,烈焰之环碎片,钻石,150
7012031,70,2,1,1,1070,11123,闪避之靴碎片,钻石,150
7012032,70,2,1,1,1070,11124,龙之召唤碎片,钻石,150
7012033,70,2,1,1,120,11141,院长之杖碎片,钻石,300
7012034,70,2,1,1,120,11142,奥兰纳的拥抱碎片,钻石,300
7012035,70,2,1,1,120,11143,泰坦护腿碎片,钻石,300
7012036,70,2,1,1,120,11144,瑞文戴尔之剑碎片,钻石,300
7012037,70,2,1,1,120,11145,纳尔维之盔碎片,钻石,300
7012038,70,2,1,1,120,11146,熔岩犬皮靴碎片,钻石,300
7013001,70,3,1,1,4800,40041,初级技能经验书,英魂,100
7013002,70,3,1,1,2400,40042,中级技能经验书,钻石,400
7013003,70,3,1,1,800,40043,高级技能经验书,钻石,800
7013004,70,3,1,1,183,201524,中级受治疗之四,钻石,900
7013005,70,3,1,1,184,201324,中级穿透之四,钻石,900
7013006,70,3,1,1,150,201224,中级法术防御之四,英魂,800
7013007,70,3,1,1,150,201124,中级法术攻击之四,英魂,800
7013008,70,3,1,1,150,201024,中级物理防御之四,英魂,800
7013009,70,3,1,1,150,200924,中级物理攻击之四,英魂,800
7013010,70,3,1,1,184,200824,中级韧性之四,钻石,900
7013011,70,3,1,1,150,200724,中级血量之四,英魂,800
7013012,70,3,1,1,150,200624,中级速度之四,钻石,900
7013013,70,3,1,1,0,200524,中级暴伤之四,钻石,1500
7013014,70,3,1,1,0,200424,中级暴击之四,钻石,900
7013015,70,3,1,1,0,200324,中级闪避之四,钻石,900
7013016,70,3,1,1,183,200224,中级命中之四,钻石,900
7013017,70,3,1,1,183,200124,中级抵抗之四,钻石,900
7013018,70,3,1,1,183,200024,中级格挡之四,钻石,900
7013019,70,3,1,1,0,201534,高级受治疗之四,钻石,5000
7013020,70,3,1,1,0,201334,高级穿透之四,钻石,5000
7013021,70,3,1,1,0,201234,高级法术防御之四,英魂,5000
7013022,70,3,1,1,0,201134,高级法术攻击之四,英魂,5000
7013023,70,3,1,1,0,201034,高级物理防御之四,英魂,5000
7013024,70,3,1,1,0,200934,高级物理攻击之四,英魂,5000
7013025,70,3,1,1,0,200834,高级韧性之四,钻石,5000
7013026,70,3,1,1,0,200734,高级血量之四,英魂,5000
7013027,70,3,1,1,0,200634,高级速度之四,钻石,5000
7013028,70,3,1,1,0,200534,高级暴伤之四,钻石,5000
7013029,70,3,1,1,0,200434,高级暴击之四,钻石,5000
7013030,70,3,1,1,0,200334,高级闪避之四,钻石,5000
7013031,70,3,1,1,0,200234,高级命中之四,钻石,5000
7013032,70,3,1,1,0,200134,高级抵抗之四,钻石,5000
7013033,70,3,1,1,0,200034,高级格挡之四,钻石,5000
7014001,70,4,1,1,408,2006,暴风摄政王碎片,英魂,90
7014002,70,4,1,1,408,2014,霜狼督军碎片,英魂,90
7014003,70,4,1,1,408,2017,基丹碎片,英魂,90
7014004,70,4,1,1,408,2029,守望者碎片,英魂,90
7014005,70,4,1,1,408,2030,刺客碎片,英魂,90
7014006,70,4,1,1,408,2026,山丘之王碎片,英魂,90
7014007,70,4,1,1,408,2005,银白十字军碎片,英魂,90
7014008,70,4,1,1,408,2024,暗矛巨魔碎片,英魂,90
7014009,70,4,1,1,408,2009,大主教碎片,英魂,90
7014010,70,4,1,1,407,2015,天灾首领碎片,英魂,90
7014011,70,4,1,1,407,2021,符文图腾碎片,英魂,90
7014012,70,4,1,1,407,2018,恐惧魔王碎片,英魂,90
7014013,70,4,1,1,407,2023,盘牙女王碎片,英魂,90
7014014,70,4,1,1,50,2104,影牙指挥官碎片,英魂,30
7014015,70,4,1,1,50,2105,血色指挥官碎片,英魂,30
7014016,70,4,1,1,50,2107,大检察官碎片,英魂,30
7014017,70,4,1,1,50,2112,影牙堡主碎片,英魂,30
7014018,70,4,1,1,50,2117,灰葬男爵碎片,英魂,30
7014019,70,4,1,1,50,2122,荆棘谷猎手碎片,英魂,30
7014020,70,4,1,1,50,2128,大范碎片,英魂,30
7014021,70,4,1,1,50,2130,凡妮莎碎片,英魂,30
7014022,70,4,1,1,50,2124,沙顶酋长碎片,英魂,30
7014023,70,4,1,1,50,2109,审讯官碎片,英魂,30
7014024,70,4,1,1,50,2111,巫妖碎片,英魂,30
7014025,70,4,1,1,50,2115,督军碎片,英魂,30
7014026,70,4,1,1,50,2110,奥法师碎片,英魂,30
7014027,70,4,1,1,50,2114,水占师碎片,英魂,30
7014028,70,4,1,1,50,2113,预言者碎片,英魂,30
7014029,70,4,1,1,50,2125,赫洛德碎片,英魂,30
7014030,70,4,1,1,50,2116,加丁碎片,英魂,30
7014031,70,4,1,1,50,2106,大帝碎片,英魂,30
7014032,70,4,1,1,50,2118,巴纳扎尔碎片,英魂,30
7014033,70,4,1,1,50,2120,被诅咒的塞雷布拉斯碎片,英魂,30
7014034,70,4,1,1,50,2127,黑手碎片,英魂,30
7014035,70,4,2,1,281,2006,暴风摄政王碎片,英魂,180
7014036,70,4,2,1,280,2014,霜狼督军碎片,英魂,180
7014037,70,4,2,1,281,2017,基丹碎片,英魂,180
7014038,70,4,2,1,281,2029,守望者碎片,英魂,180
7014039,70,4,2,1,281,2030,刺客碎片,英魂,180
7014040,70,4,2,1,281,2026,山丘之王碎片,英魂,180
7014041,70,4,2,1,281,2005,银白十字军碎片,英魂,180
7014042,70,4,2,1,280,2024,暗矛巨魔碎片,英魂,180
7014043,70,4,2,1,281,2009,大主教碎片,英魂,180
7014044,70,4,2,1,281,2015,天灾首领碎片,英魂,180
7014045,70,4,2,1,281,2021,符文图腾碎片,英魂,180
7014046,70,4,2,1,280,2018,恐惧魔王碎片,英魂,180
7014047,70,4,2,1,281,2023,盘牙女王碎片,英魂,180
7015001,70,5,1,1,952,201513,初级受治疗之三,钻石,100
7015002,70,5,1,1,952,201313,初级穿透之三,钻石,100
7015003,70,5,1,1,715,201213,初级法术防御之三,英魂,100
7015004,70,5,1,1,714,201113,初级法术攻击之三,英魂,100
7015005,70,5,1,1,715,201013,初级物理防御之三,英魂,100
7015006,70,5,1,1,714,200913,初级物理攻击之三,英魂,100
7015007,70,5,1,1,952,200813,初级韧性之三,钻石,100
7015008,70,5,1,1,715,200713,初级血量之三,英魂,100
7015009,70,5,1,1,715,200613,初级速度之三,英魂,100
7015010,70,5,1,1,0,200413,初级暴击之三,钻石,100
7015011,70,5,1,1,0,200313,初级闪避之三,钻石,100
7015012,70,5,1,1,952,200213,初级命中之三,钻石,100
7015013,70,5,1,1,952,200113,初级抵抗之三,钻石,100
7015014,70,5,1,1,952,200013,初级格挡之三,钻石,100
7016001,70,6,1,1,166,42001,宁神花,英魂,10
7016002,70,6,1,1,166,42002,银叶草,英魂,10
7016003,70,6,1,1,166,42003,石南草,英魂,10
7016004,70,6,1,1,166,42004,荆棘藻,英魂,10
7016005,70,6,1,1,535,42011,幽灵菇,英魂,10
7016006,70,6,1,1,535,42012,火焰花,英魂,10
7016007,70,6,1,1,533,42013,野葡萄藤,英魂,10
7016008,70,6,1,1,533,42014,太阳草,英魂,10
7016009,70,6,1,1,533,42015,格罗姆之血,英魂,10
7016010,70,6,2,1,167,42001,宁神花,英魂,20
7016011,70,6,2,1,166,42002,银叶草,英魂,20
7016012,70,6,2,1,166,42003,石南草,英魂,20
7016013,70,6,2,1,166,42004,荆棘藻,英魂,20
7016014,70,6,2,1,535,42011,幽灵菇,英魂,20
7016015,70,6,2,1,535,42012,火焰花,英魂,20
7016016,70,6,2,1,533,42013,野葡萄藤,英魂,20
7016017,70,6,2,1,533,42014,太阳草,英魂,20
7016018,70,6,2,1,533,42015,格罗姆之血,英魂,20
7016019,70,6,3,1,166,42001,宁神花,英魂,30
7016020,70,6,3,1,166,42002,银叶草,英魂,30
7016021,70,6,3,1,166,42003,石南草,英魂,30
7016022,70,6,3,1,166,42004,荆棘藻,英魂,30
7016023,70,6,3,1,535,42011,幽灵菇,英魂,30
7016024,70,6,3,1,535,42012,火焰花,英魂,30
7016025,70,6,3,1,533,42013,野葡萄藤,英魂,30
7016026,70,6,3,1,533,42014,太阳草,英魂,30
7016027,70,6,3,1,533,42015,格罗姆之血,英魂,30
7021001,70,1,1,2,1100,2012,逐日者碎片,英魂,270
