Table:CsvEquipAddAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,AttrNum,attr1:AttrType,value_min1,value_max1,Probability1,color1:ItemColor,attr2:AttrType,value_min2,value_max2,Probability2,color2:ItemColor,attr3:AttrType,value_min3,value_max3,Probability3,color3:ItemColor,attr4:AttrType,value_min4,value_max4,Probability4,color4:ItemColor,attr5:AttrType,value_min5,value_max5,Probability5,color5:ItemColor,attr6:AttrType,value_min6,value_max6,Probability6,color6:ItemColor,attr7:AttrType,value_min7,value_max7,Probability7,color7:ItemColor,attr8:AttrType,value_min8,value_max8,Probability8,color8:ItemColor,attr9:AttrType,value_min9,value_max9,Probability9,color9:ItemColor,attr10:AttrType,value_min10,value_max10,Probability10,color10:ItemColor,attr11:AttrType,value_min11,value_max11,Probability11,color11:ItemColor,attr12:AttrType,value_min12,value_max12,Probability12,color12:ItemColor,attr13:AttrType,value_min13,value_max13,Probability13,color13:ItemColor,attr14:AttrType,value_min14,value_max14,Probability14,color14:ItemColor,attr15:AttrType,value_min15,value_max15,Probability15,color15:ItemColor,attr16:AttrType,value_min16,value_max16,Probability16,color16:ItemColor,attr17:AttrType,value_min17,value_max17,Probability17,color17:ItemColor
1009202,3,格挡,100,200,625,紫,抵抗,100,200,625,紫,智力,3,5,625,紫,敏捷,3,5,625,紫,力量,3,5,625,紫,耐力,3,5,625,紫,物理攻击,50,90,625,紫,物理防御,30,54,625,紫,法术攻击,50,90,625,紫,法术防御,30,54,625,紫,血量,150,270,625,紫,速度,25,45,625,紫,治疗效果,100,200,625,紫,受治疗效果,100,200,625,紫,最终伤害增加,50,90,625,紫,最终伤害减免,50,90,625,紫,,,,,
1009301,3,穿透,100,200,666,紫,智力,3,5,666,紫,敏捷,3,5,666,紫,力量,3,5,666,紫,耐力,3,5,666,紫,物理攻击,50,90,666,紫,物理防御,30,54,666,紫,法术攻击,50,90,666,紫,法术防御,30,54,666,紫,血量,150,270,666,紫,速度,25,45,666,紫,治疗效果,100,200,666,紫,受治疗效果,100,200,666,紫,最终伤害增加,50,90,666,紫,最终伤害减免,50,90,666,紫,,,,,,,,,,
1009302,3,穿透,100,200,666,紫,智力,3,5,666,紫,敏捷,3,5,666,紫,力量,3,5,666,紫,耐力,3,5,666,紫,物理攻击,50,90,666,紫,物理防御,30,54,666,紫,法术攻击,50,90,666,紫,法术防御,30,54,666,紫,血量,150,270,666,紫,速度,25,45,666,紫,治疗效果,100,200,666,紫,受治疗效果,100,200,666,紫,最终伤害增加,50,90,666,紫,最终伤害减免,50,90,666,紫,,,,,,,,,,
1009401,3,闪避,100,200,666,紫,智力,3,5,666,紫,敏捷,3,5,666,紫,力量,3,5,666,紫,耐力,3,5,666,紫,物理攻击,50,90,666,紫,物理防御,30,54,666,紫,法术攻击,50,90,666,紫,法术防御,30,54,666,紫,血量,150,270,666,紫,速度,25,45,666,紫,治疗效果,100,200,666,紫,受治疗效果,100,200,666,紫,最终伤害增加,50,90,666,紫,最终伤害减免,50,90,666,紫,,,,,,,,,,
1009402,3,闪避,100,200,666,紫,智力,3,5,666,紫,敏捷,3,5,666,紫,力量,3,5,666,紫,耐力,3,5,666,紫,物理攻击,50,90,666,紫,物理防御,30,54,666,紫,法术攻击,50,90,666,紫,法术防御,30,54,666,紫,血量,150,270,666,紫,速度,25,45,666,紫,治疗效果,100,200,666,紫,受治疗效果,100,200,666,紫,最终伤害增加,50,90,666,紫,最终伤害减免,50,90,666,紫,,,,,,,,,,
1009501,1,暴击,150,150,833,蓝,敏捷,4,4,833,蓝,力量,4,4,833,蓝,耐力,4,4,833,蓝,物理攻击,80,80,833,蓝,物理防御,48,48,833,蓝,法术防御,48,48,833,蓝,血量,240,240,833,蓝,速度,40,40,833,蓝,受治疗效果,150,150,833,蓝,最终伤害增加,80,80,833,蓝,最终伤害减免,80,80,833,蓝,,,,,,,,,,,,,,,,,,,,,,,,,
1009502,2,暴击,100,100,833,蓝,敏捷,3,3,833,蓝,力量,3,3,833,蓝,耐力,3,3,833,蓝,物理攻击,50,50,833,蓝,物理防御,30,30,833,蓝,法术防御,30,30,833,蓝,血量,150,150,833,蓝,速度,25,25,833,蓝,受治疗效果,100,100,833,蓝,最终伤害增加,50,50,833,蓝,最终伤害减免,50,50,833,蓝,,,,,,,,,,,,,,,,,,,,,,,,,
1009601,1,格挡,150,150,625,蓝,抵抗,150,150,625,蓝,智力,4,4,625,蓝,敏捷,4,4,625,蓝,力量,4,4,625,蓝,耐力,4,4,625,蓝,物理攻击,80,80,625,蓝,物理防御,48,48,625,蓝,法术攻击,80,80,625,蓝,法术防御,48,48,625,蓝,血量,240,240,625,蓝,速度,40,40,625,蓝,治疗效果,150,150,625,蓝,受治疗效果,150,150,625,蓝,最终伤害增加,80,80,625,蓝,最终伤害减免,80,80,625,蓝,,,,,
1009602,2,格挡,100,100,625,蓝,抵抗,100,100,625,蓝,智力,3,3,625,蓝,敏捷,3,3,625,蓝,力量,3,3,625,蓝,耐力,3,3,625,蓝,物理攻击,50,50,625,蓝,物理防御,30,30,625,蓝,法术攻击,50,50,625,蓝,法术防御,30,30,625,蓝,血量,150,150,625,蓝,速度,25,25,625,蓝,治疗效果,100,100,625,蓝,受治疗效果,100,100,625,蓝,最终伤害增加,50,50,625,蓝,最终伤害减免,50,50,625,蓝,,,,,
1009701,1,闪避,150,150,666,蓝,智力,4,4,666,蓝,敏捷,4,4,666,蓝,力量,4,4,666,蓝,耐力,4,4,666,蓝,物理攻击,80,80,666,蓝,物理防御,48,48,666,蓝,法术攻击,80,80,666,蓝,法术防御,48,48,666,蓝,血量,240,240,666,蓝,速度,40,40,666,蓝,治疗效果,150,150,666,蓝,受治疗效果,150,150,666,蓝,最终伤害增加,80,80,666,蓝,最终伤害减免,80,80,666,蓝,,,,,,,,,,
1009702,2,闪避,100,100,666,蓝,智力,3,3,666,蓝,敏捷,3,3,666,蓝,力量,3,3,666,蓝,耐力,3,3,666,蓝,物理攻击,50,50,666,蓝,物理防御,30,30,666,蓝,法术攻击,50,50,666,蓝,法术防御,30,30,666,蓝,血量,150,150,666,蓝,速度,25,25,666,蓝,治疗效果,100,100,666,蓝,受治疗效果,100,100,666,蓝,最终伤害增加,50,50,666,蓝,最终伤害减免,50,50,666,蓝,,,,,,,,,,
1009801,1,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,48,48,769,蓝,法术攻击,80,80,769,蓝,法术防御,48,48,769,蓝,血量,240,240,769,蓝,速度,40,40,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,80,80,769,蓝,最终伤害减免,80,80,769,蓝,,,,,,,,,,,,,,,,,,,,
1009802,2,命中,100,100,769,蓝,智力,3,3,769,蓝,敏捷,3,3,769,蓝,耐力,3,3,769,蓝,物理防御,30,30,769,蓝,法术攻击,50,50,769,蓝,法术防御,30,30,769,蓝,血量,150,150,769,蓝,速度,25,25,769,蓝,治疗效果,100,100,769,蓝,受治疗效果,100,100,769,蓝,最终伤害增加,50,50,769,蓝,最终伤害减免,50,50,769,蓝,,,,,,,,,,,,,,,,,,,,
1009901,1,韧性,150,150,666,蓝,智力,4,4,666,蓝,敏捷,4,4,666,蓝,力量,4,4,666,蓝,耐力,4,4,666,蓝,物理攻击,80,80,666,蓝,物理防御,48,48,666,蓝,法术攻击,80,80,666,蓝,法术防御,48,48,666,蓝,血量,240,240,666,蓝,速度,40,40,666,蓝,治疗效果,150,150,666,蓝,受治疗效果,150,150,666,蓝,最终伤害增加,80,80,666,蓝,最终伤害减免,80,80,666,蓝,,,,,,,,,,
1009902,2,韧性,100,100,666,蓝,智力,3,3,666,蓝,敏捷,3,3,666,蓝,力量,3,3,666,蓝,耐力,3,3,666,蓝,物理攻击,50,50,666,蓝,物理防御,30,30,666,蓝,法术攻击,50,50,666,蓝,法术防御,30,30,666,蓝,血量,150,150,666,蓝,速度,25,25,666,蓝,治疗效果,100,100,666,蓝,受治疗效果,100,100,666,蓝,最终伤害增加,50,50,666,蓝,最终伤害减免,50,50,666,蓝,,,,,,,,,,
1010001,1,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,48,48,769,蓝,法术攻击,80,80,769,蓝,法术防御,48,48,769,蓝,血量,240,240,769,蓝,速度,40,40,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,80,80,769,蓝,最终伤害减免,80,80,769,蓝,,,,,,,,,,,,,,,,,,,,
1010002,2,命中,100,100,769,蓝,智力,3,3,769,蓝,敏捷,3,3,769,蓝,耐力,3,3,769,蓝,物理防御,30,30,769,蓝,法术攻击,50,50,769,蓝,法术防御,30,30,769,蓝,血量,150,150,769,蓝,速度,25,25,769,蓝,治疗效果,100,100,769,蓝,受治疗效果,100,100,769,蓝,最终伤害增加,50,50,769,蓝,最终伤害减免,50,50,769,蓝,,,,,,,,,,,,,,,,,,,,
1010101,1,穿透,150,150,666,蓝,智力,4,4,666,蓝,敏捷,4,4,666,蓝,力量,4,4,666,蓝,耐力,4,4,666,蓝,物理攻击,80,80,666,蓝,物理防御,48,48,666,蓝,法术攻击,80,80,666,蓝,法术防御,48,48,666,蓝,血量,240,240,666,蓝,速度,40,40,666,蓝,治疗效果,150,150,666,蓝,受治疗效果,150,150,666,蓝,最终伤害增加,80,80,666,蓝,最终伤害减免,80,80,666,蓝,,,,,,,,,,
1010102,2,穿透,100,100,666,蓝,智力,3,3,666,蓝,敏捷,3,3,666,蓝,力量,3,3,666,蓝,耐力,3,3,666,蓝,物理攻击,50,50,666,蓝,物理防御,30,30,666,蓝,法术攻击,50,50,666,蓝,法术防御,30,30,666,蓝,血量,150,150,666,蓝,速度,25,25,666,蓝,治疗效果,100,100,666,蓝,受治疗效果,100,100,666,蓝,最终伤害增加,50,50,666,蓝,最终伤害减免,50,50,666,蓝,,,,,,,,,,
1010201,1,命中,150,150,625,蓝,暴击,150,150,625,蓝,智力,4,4,625,蓝,敏捷,4,4,625,蓝,力量,4,4,625,蓝,耐力,4,4,625,蓝,物理攻击,80,80,625,蓝,物理防御,48,48,625,蓝,法术攻击,80,80,625,蓝,法术防御,48,48,625,蓝,血量,240,240,625,蓝,速度,40,40,625,蓝,治疗效果,150,150,625,蓝,受治疗效果,150,150,625,蓝,最终伤害增加,80,80,625,蓝,最终伤害减免,80,80,625,蓝,,,,,
1010202,2,命中,100,100,625,蓝,暴击,100,100,625,蓝,智力,3,3,625,蓝,敏捷,3,3,625,蓝,力量,3,3,625,蓝,耐力,3,3,625,蓝,物理攻击,50,50,625,蓝,物理防御,30,30,625,蓝,法术攻击,50,50,625,蓝,法术防御,30,30,625,蓝,血量,150,150,625,蓝,速度,25,25,625,蓝,治疗效果,100,100,625,蓝,受治疗效果,100,100,625,蓝,最终伤害增加,50,50,625,蓝,最终伤害减免,50,50,625,蓝,,,,,
1010301,1,命中,150,150,625,蓝,暴击,150,150,625,蓝,智力,4,4,625,蓝,敏捷,4,4,625,蓝,力量,4,4,625,蓝,耐力,4,4,625,蓝,物理攻击,80,80,625,蓝,物理防御,48,48,625,蓝,法术攻击,80,80,625,蓝,法术防御,48,48,625,蓝,血量,240,240,625,蓝,速度,40,40,625,蓝,治疗效果,150,150,625,蓝,受治疗效果,150,150,625,蓝,最终伤害增加,80,80,625,蓝,最终伤害减免,80,80,625,蓝,,,,,
1010302,2,命中,100,100,625,蓝,暴击,100,100,625,蓝,智力,3,3,625,蓝,敏捷,3,3,625,蓝,力量,3,3,625,蓝,耐力,3,3,625,蓝,物理攻击,50,50,625,蓝,物理防御,30,30,625,蓝,法术攻击,50,50,625,蓝,法术防御,30,30,625,蓝,血量,150,150,625,蓝,速度,25,25,625,蓝,治疗效果,100,100,625,蓝,受治疗效果,100,100,625,蓝,最终伤害增加,50,50,625,蓝,最终伤害减免,50,50,625,蓝,,,,,
1010401,1,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,48,48,769,蓝,法术攻击,80,80,769,蓝,法术防御,48,48,769,蓝,血量,240,240,769,蓝,速度,40,40,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,80,80,769,蓝,最终伤害减免,80,80,769,蓝,,,,,,,,,,,,,,,,,,,,
1010402,2,命中,100,100,769,蓝,智力,3,3,769,蓝,敏捷,3,3,769,蓝,耐力,3,3,769,蓝,物理防御,30,30,769,蓝,法术攻击,50,50,769,蓝,法术防御,30,30,769,蓝,血量,150,150,769,蓝,速度,25,25,769,蓝,治疗效果,100,100,769,蓝,受治疗效果,100,100,769,蓝,最终伤害增加,50,50,769,蓝,最终伤害减免,50,50,769,蓝,,,,,,,,,,,,,,,,,,,,
1010501,1,暴击,150,150,833,蓝,敏捷,4,4,833,蓝,力量,4,4,833,蓝,耐力,4,4,833,蓝,物理攻击,80,80,833,蓝,物理防御,48,48,833,蓝,法术防御,48,48,833,蓝,血量,240,240,833,蓝,速度,40,40,833,蓝,受治疗效果,150,150,833,蓝,最终伤害增加,80,80,833,蓝,最终伤害减免,80,80,833,蓝,,,,,,,,,,,,,,,,,,,,,,,,,
1010502,2,暴击,100,100,833,蓝,敏捷,3,3,833,蓝,力量,3,3,833,蓝,耐力,3,3,833,蓝,物理攻击,50,50,833,蓝,物理防御,30,30,833,蓝,法术防御,30,30,833,蓝,血量,150,150,833,蓝,速度,25,25,833,蓝,受治疗效果,100,100,833,蓝,最终伤害增加,50,50,833,蓝,最终伤害减免,50,50,833,蓝,,,,,,,,,,,,,,,,,,,,,,,,,
1010601,1,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,48,48,769,蓝,法术攻击,80,80,769,蓝,法术防御,48,48,769,蓝,血量,240,240,769,蓝,速度,40,40,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,80,80,769,蓝,最终伤害减免,80,80,769,蓝,,,,,,,,,,,,,,,,,,,,
1010602,2,命中,100,100,769,蓝,智力,3,3,769,蓝,敏捷,3,3,769,蓝,耐力,3,3,769,蓝,物理防御,30,30,769,蓝,法术攻击,50,50,769,蓝,法术防御,30,30,769,蓝,血量,150,150,769,蓝,速度,25,25,769,蓝,治疗效果,100,100,769,蓝,受治疗效果,100,100,769,蓝,最终伤害增加,50,50,769,蓝,最终伤害减免,50,50,769,蓝,,,,,,,,,,,,,,,,,,,,
1010701,1,命中,150,150,625,蓝,暴击,150,150,625,蓝,智力,4,4,625,蓝,敏捷,4,4,625,蓝,力量,4,4,625,蓝,耐力,4,4,625,蓝,物理攻击,80,80,625,蓝,物理防御,48,48,625,蓝,法术攻击,80,80,625,蓝,法术防御,48,48,625,蓝,血量,240,240,625,蓝,速度,40,40,625,蓝,治疗效果,150,150,625,蓝,受治疗效果,150,150,625,蓝,最终伤害增加,80,80,625,蓝,最终伤害减免,80,80,625,蓝,,,,,
1010702,2,命中,100,100,625,蓝,暴击,100,100,625,蓝,智力,3,3,625,蓝,敏捷,3,3,625,蓝,力量,3,3,625,蓝,耐力,3,3,625,蓝,物理攻击,50,50,625,蓝,物理防御,30,30,625,蓝,法术攻击,50,50,625,蓝,法术防御,30,30,625,蓝,血量,150,150,625,蓝,速度,25,25,625,蓝,治疗效果,100,100,625,蓝,受治疗效果,100,100,625,蓝,最终伤害增加,50,50,625,蓝,最终伤害减免,50,50,625,蓝,,,,,
1010801,1,命中,150,150,625,蓝,暴击,150,150,625,蓝,智力,4,4,625,蓝,敏捷,4,4,625,蓝,力量,4,4,625,蓝,耐力,4,4,625,蓝,物理攻击,80,80,625,蓝,物理防御,48,48,625,蓝,法术攻击,80,80,625,蓝,法术防御,48,48,625,蓝,血量,240,240,625,蓝,速度,40,40,625,蓝,治疗效果,150,150,625,蓝,受治疗效果,150,150,625,蓝,最终伤害增加,80,80,625,蓝,最终伤害减免,80,80,625,蓝,,,,,
1010802,2,命中,100,100,625,蓝,暴击,100,100,625,蓝,智力,3,3,625,蓝,敏捷,3,3,625,蓝,力量,3,3,625,蓝,耐力,3,3,625,蓝,物理攻击,50,50,625,蓝,物理防御,30,30,625,蓝,法术攻击,50,50,625,蓝,法术防御,30,30,625,蓝,血量,150,150,625,蓝,速度,25,25,625,蓝,治疗效果,100,100,625,蓝,受治疗效果,100,100,625,蓝,最终伤害增加,50,50,625,蓝,最终伤害减免,50,50,625,蓝,,,,,
1010901,1,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,48,48,769,蓝,法术攻击,80,80,769,蓝,法术防御,48,48,769,蓝,血量,240,240,769,蓝,速度,40,40,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,80,80,769,蓝,最终伤害减免,80,80,769,蓝,,,,,,,,,,,,,,,,,,,,
1010902,2,命中,100,100,769,蓝,智力,3,3,769,蓝,敏捷,3,3,769,蓝,耐力,3,3,769,蓝,物理防御,30,30,769,蓝,法术攻击,50,50,769,蓝,法术防御,30,30,769,蓝,血量,150,150,769,蓝,速度,25,25,769,蓝,治疗效果,100,100,769,蓝,受治疗效果,100,100,769,蓝,最终伤害增加,50,50,769,蓝,最终伤害减免,50,50,769,蓝,,,,,,,,,,,,,,,,,,,,
1011001,1,暴击,200,200,833,蓝,敏捷,5,5,833,蓝,力量,5,5,833,蓝,耐力,5,5,833,蓝,物理攻击,100,100,833,蓝,物理防御,60,60,833,蓝,法术防御,60,60,833,蓝,血量,300,300,833,蓝,速度,50,50,833,蓝,受治疗效果,200,200,833,蓝,最终伤害增加,100,100,833,蓝,最终伤害减免,100,100,833,蓝,,,,,,,,,,,,,,,,,,,,,,,,,
1011002,2,暴击,150,150,833,蓝,敏捷,4,4,833,蓝,力量,4,4,833,蓝,耐力,4,4,833,蓝,物理攻击,75,75,833,蓝,物理防御,45,45,833,蓝,法术防御,45,45,833,蓝,血量,225,225,833,蓝,速度,37,37,833,蓝,受治疗效果,150,150,833,蓝,最终伤害增加,75,75,833,蓝,最终伤害减免,75,75,833,蓝,,,,,,,,,,,,,,,,,,,,,,,,,
1011101,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1011102,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1011201,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1011202,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1011301,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1011302,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1011401,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1011402,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1011501,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1011502,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1011601,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1011602,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1011701,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1011702,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1011801,3,命中,150,200,769,紫,智力,4,6,769,紫,敏捷,4,6,769,紫,耐力,4,6,769,紫,物理防御,48,72,769,紫,法术攻击,80,120,769,紫,法术防御,48,72,769,紫,血量,240,360,769,紫,速度,40,60,769,紫,治疗效果,150,200,769,紫,受治疗效果,150,200,769,紫,最终伤害增加,80,120,769,紫,最终伤害减免,80,120,769,紫,,,,,,,,,,,,,,,,,,,,
1011802,3,命中,150,200,769,紫,智力,4,6,769,紫,敏捷,4,6,769,紫,耐力,4,6,769,紫,物理防御,48,72,769,紫,法术攻击,80,120,769,紫,法术防御,48,72,769,紫,血量,240,360,769,紫,速度,40,60,769,紫,治疗效果,150,200,769,紫,受治疗效果,150,200,769,紫,最终伤害增加,80,120,769,紫,最终伤害减免,80,120,769,紫,,,,,,,,,,,,,,,,,,,,
1011901,3,暴击,150,200,833,紫,敏捷,4,6,833,紫,力量,4,6,833,紫,耐力,4,6,833,紫,物理攻击,80,120,833,紫,物理防御,48,72,833,紫,法术防御,48,72,833,紫,血量,240,360,833,紫,速度,40,60,833,紫,受治疗效果,150,200,833,紫,最终伤害增加,80,120,833,紫,最终伤害减免,80,120,833,紫,,,,,,,,,,,,,,,,,,,,,,,,,
1011902,3,暴击,150,200,833,紫,敏捷,4,6,833,紫,力量,4,6,833,紫,耐力,4,6,833,紫,物理攻击,80,120,833,紫,物理防御,48,72,833,紫,法术防御,48,72,833,紫,血量,240,360,833,紫,速度,40,60,833,紫,受治疗效果,150,200,833,紫,最终伤害增加,80,120,833,紫,最终伤害减免,80,120,833,紫,,,,,,,,,,,,,,,,,,,,,,,,,
1012001,3,韧性,150,200,666,紫,智力,4,6,666,紫,敏捷,4,6,666,紫,力量,4,6,666,紫,耐力,4,6,666,紫,物理攻击,80,120,666,紫,物理防御,48,72,666,紫,法术攻击,80,120,666,紫,法术防御,48,72,666,紫,血量,240,360,666,紫,速度,40,60,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,80,120,666,紫,最终伤害减免,80,120,666,紫,,,,,,,,,,
1012002,3,韧性,150,200,666,紫,智力,4,6,666,紫,敏捷,4,6,666,紫,力量,4,6,666,紫,耐力,4,6,666,紫,物理攻击,80,120,666,紫,物理防御,48,72,666,紫,法术攻击,80,120,666,紫,法术防御,48,72,666,紫,血量,240,360,666,紫,速度,40,60,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,80,120,666,紫,最终伤害减免,80,120,666,紫,,,,,,,,,,
1012101,3,穿透,150,200,666,紫,智力,4,6,666,紫,敏捷,4,6,666,紫,力量,4,6,666,紫,耐力,4,6,666,紫,物理攻击,80,120,666,紫,物理防御,48,72,666,紫,法术攻击,80,120,666,紫,法术防御,48,72,666,紫,血量,240,360,666,紫,速度,40,60,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,80,120,666,紫,最终伤害减免,80,120,666,紫,,,,,,,,,,
