Table:CsvBulletSubtitle,,,,,,
tid,content:s,time:f,color:ItemColor,sceneid:s,,
1160216,比刚才那关难,7,红,116021,热砂港,
1160217,打个毛,9,红,116021,热砂港,
1160311,法克，忘记换装备了,2.6,红,116031,东月废墟,1
1160312,刚抽到一个橙色星座,4,红,116031,东月废墟,
1160313,野狗,6,红,116031,东月废墟,
1160314,狗王是谁,9,红,116031,东月废墟,
1160315,弄个猎人来全招走,10,红,116031,东月废墟,
1160316,尼玛，你们好闲啊,9,红,116031,东月废墟,
1160317,这儿狗挺丑的啊,10,红,116031,东月废墟,
1160411,看的眼花,2.9,红,116041,深沙平原,1
1160412,头晕+1,3,红,116041,深沙平原,
1160413,秃鹫这玩意我还没见过真的,5,红,116041,深沙平原,
1160414,要死，一直暴击我,7,红,116041,深沙平原,
1160415,被破一路，干,9,红,116041,深沙平原,
1160416,后期没肉真玩不了,7,红,116041,深沙平原,
1160417,奶妈给力也行啊,9,红,116041,深沙平原,
1160511,少数民族,2.6,红,116051,流沙岗哨,1
1160512,"SB,这个叫土著",4,红,116051,流沙岗哨,
1160513,我男朋友也染红毛的，烦死了,6,红,116051,流沙岗哨,
1160514,毛，这些叫非主流,9,红,116051,流沙岗哨,
1160515,一看你们都不是WOWER,10,红,116051,流沙岗哨,
1160516,这关好菜,9,红,116051,流沙岗哨,
1160517,完美通关,10,红,116051,流沙岗哨,
1160611,蜘蛛大军,2.6,红,116061,腐化之巢,1
1160612,操，最讨厌中毒,3,红,116061,腐化之巢,
1160613,哈哈,5,红,116061,腐化之巢,
1160614,就没有免疫中毒的技能么,7,红,116061,腐化之巢,
1160615,蝎和蜘蛛长一个鸟样,9,红,116061,腐化之巢,
1160616,刚才那个好蠢,7,红,116061,腐化之巢,
1160617,才发现原来有2个物种,9,红,116061,腐化之巢,
1160711,打这个鸟打的想吐,2.8,红,116071,守卫之谷,1
1160712,打他们掉1点血，搞毛,4,红,116071,守卫之谷,
1160713,貌似有这种格挡天赋,6,红,116071,守卫之谷,
1160714,老子连出2个暴击，好爽,9,红,116071,守卫之谷,
1160715,这个真掉一点血的真操蛋,10,红,116071,守卫之谷,
1160716,我的英雄都是群攻的，哈哈,9,红,116071,守卫之谷,
1160717,好像打不过啊，操,10,红,116071,守卫之谷,
1160811,卧槽，这个关卡三波怪,2.5,红,116081,砂槌营地,3
1160812,果然都是棒槌,3,红,116081,砂槌营地,
1160813,这小肚子抖得很有感觉,5,红,116081,砂槌营地,
1160814,肚皮舞从业者，哈哈哈,7,红,116081,砂槌营地,
1160815,挺菜的怪,9,红,116081,砂槌营地,
1160821,加了一个,2.9,红,116082,砂槌营地,
1160822,都是群攻的,4,红,116082,砂槌营地,
1160823,赖皮啊,6,红,116082,砂槌营地,
1160824,还有一波，目测要跪,9,红,116082,砂槌营地,
1160825,前排一定要放肉,10,红,116082,砂槌营地,
1160831,这关15个怪,2.4,红,116083,砂槌营地,
1160832,前两关轻松，这关有点难,3,红,116083,砂槌营地,
1160833,头都被锤歪了，,5,红,116083,砂槌营地,
1160834,这群胖子没老大么,7,红,116083,砂槌营地,
1160835,残血过了，哈哈,9,红,116083,砂槌营地,
1160911,我靠，对面一直抵抗格挡,2.5,红,116091,南月废墟,1
1160912,后面的那个暗影术好疼啊,4,红,116091,南月废墟,
1160913,被沉默了，擦,6,红,116091,南月废墟,
1160914,卧槽，他们点杀我后排了,9,红,116091,南月废墟,
1160915,出去调整一下站位,10,红,116091,南月废墟,
1161011,那个绿色的什么鬼,2.5,红,116101,大裂口,1
1161012,蚊子,3,红,116101,大裂口,
1161013,翅膀为毛不是绿色的,5,红,116101,大裂口,
1161014,传奇里的蜘蛛是好东西啊,7,红,116101,大裂口,
1161015,WiFi信号不好啊,9,红,116101,大裂口,
1161016,有军团要人么,7,红,116101,大裂口,
1161017,你们采集选几小时的啊,9,红,116101,大裂口,
1170111,这些鱼人奶的过分了啊,2.5,红,117011,塞拉摩（尘泥）,1
1170112,会暴击，日,4,红,117011,塞拉摩,
1170113,现在都是成群结队嗑的么,6,红,117011,塞拉摩,
1170114,你们打这个要几回合啊,9,红,117011,塞拉摩,
1170115,感觉输出有点跟不上了,10,红,117011,塞拉摩,
1170116,星座要给力啊,9,红,117011,塞拉摩,
1170117,看到鱼人头就疼,10,红,117011,塞拉摩,
1170211,还是鱼人啊,2.5,红,117021,水光庄园,1
1170212,发现沉默没鸟用啊,3,红,117021,水光庄园,
1170213,还是要输出和防御的,5,红,117021,水光庄园,
1170214,控制带几个也可以,7,红,117021,水光庄园,
1170215,MD 一丝血没打死，喝血又喝了一截,9,红,117021,水光庄园,
1170216,太菜了,7,红,117021,水光庄园,
1170217,买噶,9,红,117021,水光庄园,
1170311,大鱼人和大娜迦,2.4,红,117031,奥卡兹岛,1
1170312,这个游戏鱼人就三种,4,红,117031,奥卡兹岛,
1170313,可能后面还有其他的,6,红,117031,奥卡兹岛,
1170314,现在的怪物都是群攻的么,9,红,117031,奥卡兹岛,
1170315,好烦啊，前排一跪就不好杀了啊,10,红,117031,奥卡兹岛,
1170316,闪电链还会打后排啊,9,红,117031,奥卡兹岛,
1170317,前排站个肉，后排来个奶,10,红,117031,奥卡兹岛,
1170411,颜色看起来就很吊诡,2.5,红,117041,黑雾洞穴,1
1170412,这怪挺脆,3,红,117041,黑雾洞穴,
1170413,油炸蜘蛛吃过没,5,红,117041,黑雾洞穴,
1170414,咕~~(╯﹏╰)b,7,红,117041,黑雾洞穴,
1170415,重口,9,红,117041,黑雾洞穴,
1170416,这怪比之前的弱很多啊,7,红,117041,黑雾洞穴,
1170417,没压力,9,红,117041,黑雾洞穴,
1170511,你们有红将了没,2.4,红,117051,蕨墙村,1
1170512,中间那个护心罩好搞笑,4,红,117051,蕨墙村,
1170513,胖子的老大出现了,6,红,117051,蕨墙村,
1170514,你们还敢欺负胖子么,9,红,117051,蕨墙村,
1170515,大王略叼,10,红,117051,蕨墙村,
1170516,好肉啊。还会暴击,9,红,117051,蕨墙村,
1170517,杀完小的，大的还满血，我擦,10,红,117051,蕨墙村,
1170611,老大被打跑了，啊哈哈哈,2.6,红,117061,石槌废墟,1
1170612,这群小的智商不足啊，打不过还来,3,红,117061,石槌废墟,
1170613,老大会不会叫老大大去了,5,红,117061,石槌废墟,
1170614,要刷材料了，进阶去啊,7,红,117061,石槌废墟,
1170615,他们的脸好大,9,红,117061,石槌废墟,
1170616,被干翻的样子好蠢,7,红,117061,石槌废墟,
1170617,哈哈哈,9,红,117061,石槌废墟,
1170711,致死打击好屌,2.4,红,117071,巨龙沼泽,1
1170712,尼玛，他们的武器是树枝么,4,红,117071,巨龙沼泽,
1170713,看起来是圈养的东西,6,红,117071,巨龙沼泽,
1170714,龙人是什么鬼,9,红,117071,巨龙沼泽,
1170715,全部干倒,10,红,117071,巨龙沼泽,
1170716,你们不缺材料么,9,红,117071,巨龙沼泽,
1170717,去采集啊，给材料的啊,10,红,117071,巨龙沼泽,
1170811,小地精,2.8,红,117081,泥链镇,3
1170812,特么的，他们炸弹哪掏出来的,3,红,117081,泥链镇,
1170813,爆破小能手啊,5,红,117081,泥链镇,
1170814,被炸残了,7,红,117081,泥链镇,
1170815,有没有英雄能丢炸弹的,9,红,117081,泥链镇,
1170821,数量越来越多,2.9,红,117082,泥链镇,
1170821,集火秒一个啊,4,红,117082,泥链镇,
1170821,后期没群奶没法玩,6,红,117082,泥链镇,
1170821,无限丢手雷,9,红,117082,泥链镇,
1170821,赖皮，我去,10,红,117082,泥链镇,
1170831,还一直暴击，我擦,2.4,红,117083,泥链镇,
1170832,手雷算物防还是法防啊,3,红,117083,泥链镇,
1170833,你们速度比他们快么,5,红,117083,泥链镇,
1170834,这些家伙简直没人性啊,7,红,117083,泥链镇,
1170835,一群牲口，硬把我炸死了,9,红,117083,泥链镇,
1170911,小鳄鱼,2.6,红,117091,塔贝萨的小屋,1
1170912,讲道理，这个鳄鱼痴呆症的感觉,4,红,117091,塔贝萨的小屋,
1170913,尾巴真短,6,红,117091,塔贝萨的小屋,
1170914,鳄鱼是不是应该很肉的,9,红,117091,塔贝萨的小屋,
1170915,输出好高啊，这个鸟鳄鱼,10,红,117091,塔贝萨的小屋,
1170916,的确很肉啊,9,红,117091,塔贝萨的小屋,
1170917,必须刚一波正面了,10,红,117091,塔贝萨的小屋,
1171011,BOSS来了,2.7,红,117101,鲜血沼泽洞穴,1
1171012,动物园的地图,3,红,117101,鲜血沼泽洞穴,
1171013,暴击一下好几千啊,5,红,117101,鲜血沼泽洞穴,
1171014,血爪颜色挺独特,7,红,117101,鲜血沼泽洞穴,
1171015,那个紫色的龙挺不错,9,红,117101,鲜血沼泽洞穴,
1171016,这个龙是这游戏里最正常的动物了,7,红,117101,鲜血沼泽洞穴,
1171017,龙是不是都是暴击高手啊,9,红,117101,鲜血沼泽洞穴,
1180111,这个地图是哪，好熟悉啊,2.8,红,118011,拉纳加尔岛（凄凉）,1
1180112,这些鱼人阴魂不散啊,4,红,118011,拉纳加尔岛,
1180113,好烦这个闪电链,6,红,118011,拉纳加尔岛,
1180114,都是群攻，要命啊,9,红,118011,拉纳加尔岛,
1180115,竞技场昨天被偷袭了，我次噢,10,红,118011,拉纳加尔岛,
1180114,要堆一点抗暴属性，一直被暴击啊,9,红,118011,拉纳加尔岛,
1180115,有钱了去搞星座啊,10,红,118011,拉纳加尔岛,
1180211,刚才天降宝物给了个紫色武器，给力,2.8,红,118021,尼耶尔前哨站,1
1180212,天降宝物好久没出了，我日,3,红,118021,尼耶尔前哨站,
1180213,这些鸟好烦，每次大招打他1点血，靠,5,红,118021,尼耶尔前哨站,
1180214,英雄技能不能自己放，没办法,7,红,118021,尼耶尔前哨站,
1180215,看运气咯,9,红,118021,尼耶尔前哨站,
1180311,真是锤子法师，我日,2.8,红,118031,雷斧堡垒,1
1180312,我擦，冰火两重天啊,4,红,118031,雷斧堡垒,
1180313,法师战斗群，靠,6,红,118031,雷斧堡垒,
1180314,输出爆炸了,9,红,118031,雷斧堡垒,
1180315,要跪了,10,红,118031,雷斧堡垒,
1180411,这个小鬼跳的我眼花,2.9,红,118041,萨格隆,1
1180412,萨特是刺客吧,3,红,118041,萨格隆,
1180413,真想扁这个小鬼，好贱啊,5,红,118041,萨格隆,
1180414,开三倍，跳起来的确很诡,7,红,118041,萨格隆,
1180415,这游戏火球是主旋律是吧,9,红,118041,萨格隆,
1180511,刚才1000W一键占星，日了狗了，就一个紫色,2.7,红,118051,考米克小屋,1
1180512,哈哈哈哈,4,红,118051,考米克小屋,
1180513,这个蝎子貌似很好吃,6,红,118051,考米克小屋,
1180514,蝎子也吃，尼玛,9,红,118051,考米克小屋,
1180515,土著人么,10,红,118051,考米克小屋,
1180611,这很半人马,2.6,红,118061,玛格拉姆领地,1
1180612,他们的斧头平时用来干嘛的,3,红,118061,玛格拉姆领地,
1180613,不是砍树就是砍人呗,5,红,118061,玛格拉姆领地,
1180614,反正现在是砍人的,7,红,118061,玛格拉姆领地,
1180615,肤色和地图颜色好搭,9,红,118061,玛格拉姆领地,
1180711,果然很白骨,2.9,红,118071,白骨之谷,1
1180712,这些小骷髅……,4,红,118071,白骨之谷,
1180713,盾牌加格挡效果么,6,红,118071,白骨之谷,
1180714,别逗，加的是血,9,红,118071,白骨之谷,
1180715,小骷髅果然比较脆,10,红,118071,白骨之谷,
1180811,地狱犬，不是狗加火的效果么,2.2,红,118081,玛诺洛克集合所,3
1180812,看起来像跳蚤,3,红,118081,玛诺洛克集合所,
1180813,很菜，一刀一个小地狱,5,红,118081,玛诺洛克集合所,
1180814,这关卡有三波,7,红,118081,玛诺洛克集合所,
1180815,估计后面有难度,9,红,118081,玛诺洛克集合所,
1180821,我靠，内衣秀啊,2.5,红,118082,玛诺洛克集合所,
1180822,可以，很可以,4,红,118082,玛诺洛克集合所,
1180823,魅的可以啊,6,红,118082,玛诺洛克集合所,
1180824,还穿的黑丝?,9,红,118082,玛诺洛克集合所,
1180825,鞭子，内衣，好邪恶啊,10,红,118082,玛诺洛克集合所,
1180831,美女与野兽！,2.7,红,118083,玛诺洛克集合所,
1180832,算美女么？,3,红,118083,玛诺洛克集合所,
1180833,这些狗好幸福,5,红,118083,玛诺洛克集合所,
1180834,对面的妹子很不温柔,7,红,118083,玛诺洛克集合所,
1180835,悲剧，打不过，差一点点，靠靠靠,9,红,118083,玛诺洛克集合所,
1180911,靠，这个人马又是群攻了,2.5,红,118091,吉尔吉斯村,1
1180912,这个斧头带闪电的？,4,红,118091,吉尔吉斯村,
1180913,有点扛不住,6,红,118091,吉尔吉斯村,
1180914,这小辫子造型不错,9,红,118091,吉尔吉斯村,
1180915,尾巴和头发一个鸟样,10,红,118091,吉尔吉斯村,
1181011,这些人马蒙古族的？还可汗,2.4,红,118101,长矛谷,1
1181012,虽远必诛！,3,红,118101,长矛谷,
1181013,可汗看起来没有边上的霸气,5,红,118101,长矛谷,
1181014,娘炮可汗，哈哈哈,7,红,118101,长矛谷,
1181015,这个可汗无限暴击，我去年买了个表,9,红,118101,长矛谷,
1190111,木叶村么,2.6,红,119011,枯木村（高地）,1
1190112,后面躲了3个奶我擦,4,红,119011,枯木村,
1190113,要先杀后排。打不过啊,6,红,119011,枯木村,
1190114,指挥官变鸡后排的啊,9,红,119011,枯木村,
1190115,加血还暴击了，靠,10,红,119011,枯木村,
1190116,17回合了，完蛋,15,红,119011,枯木村,
1190117,咖喱给给,16,红,119011,枯木村,
1190211,这刺客来农场干啥的,2.7,红,119021,达比雷农场,1
1190212,黑色的感觉好酷,3,红,119021,达比雷农场,
1190213,恩，比之前的刺客看起来专业点,5,红,119021,达比雷农场,
1190214,对面输出有点高啊擦,7,红,119021,达比雷农场,
1190215,后排的法师技能有点凶,9,红,119021,达比雷农场,
1190311,看名字就猜到是鱼人怪,2.8,红,119031,法迪尔海湾,1
1190312,今天得了2次天降宝物，哈哈,4,红,119031,法迪尔海湾,
1190313,臭不要脸的，你把我的一次也抢去了,6,红,119031,法迪尔海湾,
1190314,娜迦背后的鳍好挫,9,红,119031,法迪尔海湾,
1190315,本就就很挫,10,红,119031,法迪尔海湾,
1190411,石头人较低的石头转的好犀利,2.5,红,119041,外禁锢法阵,1
1190412,这2个元素什么时候狼狈为奸了,3,红,119041,外禁锢法阵,
1190413,这3个B都每次都打2下啊，擦,5,红,119041,外禁锢法阵,
1190414,哈哈，我的英雄免疫水元素的攻击,7,红,119041,外禁锢法阵,
1190415,什么英雄免疫的,9,红,119041,外禁锢法阵,
1190511,boss站前排了啊,2.6,红,119051,激流堡,1
1190512,这个盾牌快比人大了,4,红,119051,激流堡,
1190513,黑色的刺客真的好帅，招不到,6,红,119051,激流堡,
1190514,小怪好凶,9,红,119051,激流堡,
1190515,刺客输出爆表啊,10,红,119051,激流堡,
1190516,这个BOSS果然肉的一笔,9,红,119051,激流堡,
1190517,这输出都浪费在boss上了啊,10,红,119051,激流堡,
1190611,哟呵，叫兄弟了,2.6,红,119061,石拳大厅,1
1190612,蓝色的胖子好可爱,4,红,119061,石拳大厅,
1190613,dota里的食人魔法师好逗,6,红,119061,石拳大厅,
1190614,法师看起来比较高级一点,8,红,119061,石拳大厅,
1190615,食人魔是群攻,10,红,119061,石拳大厅,
1190711,水元素换成火元素了,3,红,119071,东禁锢法阵,1
1190712,他们会不会所有元素集合起来干一波,5,红,119071,东禁锢法阵,
1190713,有点打不过的样子,7,红,119071,东禁锢法阵,
1190714,火元素看起来比较霸气,9,红,119071,东禁锢法阵,
1190715,土元素好像一直跑不动的样子，哈哈,11,红,119071,东禁锢法阵,
1190811,狗头人重现江湖,3,红,119081,枯须峡谷,3
1190812,还是菜的抠脚啊,5,红,119081,枯须峡谷,
1190813,万年不变小狗头,7,红,119081,枯须峡谷,
1190814,炮灰而已的，主要是最后一波,9,红,119081,枯须峡谷,
1190815,轻松解决,11,红,119081,枯须峡谷,
1190821,这个峡谷产矿是不是,3,红,119082,枯须峡谷,
1190822,这狗头人明显是搬运工，都没工具，挖个毛,5,红,119082,枯须峡谷,
1190823,枯须狗头人何解？,7,红,119082,枯须峡谷,
1190824,不懂,9,红,119082,枯须峡谷,
1190825,揍扁他就对了,14,红,119082,枯须峡谷,
1190831,最后一波,2.4,红,119083,枯须峡谷,
1190832,感觉稳了，,6,红,119083,枯须峡谷,
1190833,这些狗头人挖矿卖给谁的？,8,红,119083,枯须峡谷,
1190834,反正不是我,12,红,119083,枯须峡谷,
1190835,狗头人去采集有没有加成的？,15,红,119083,枯须峡谷,
1190911,水元素，这边有水么,3,红,119091,内禁锢法阵,1
1190912,土元素手上带金手镯的？,6,红,119091,内禁锢法阵,
1190913,土元素不是应该很肉么,9,红,119091,内禁锢法阵,
1190914,元素都是输出，蠢货,11,红,119091,内禁锢法阵,
1190915,水元素咋不会奶呢,14,红,119091,内禁锢法阵,
1191011,最后一关,2,红,119101,西禁锢法阵,1
1191012,大头妹子,4,红,119101,西禁锢法阵,
1191013,吓老子一跳,6,红,119101,西禁锢法阵,
1191014,不像正常人,8,红,119101,西禁锢法阵,
1191015,尼玛,9,红,119101,西禁锢法阵,
1191016,这个公主比之前的好看一点点,10,红,119101,西禁锢法阵,
1191017,为毛一股石膏像的感觉,11,红,119101,西禁锢法阵,
1191018,雕塑既视感,15,红,119101,西禁锢法阵,
1200111,绿色的蜘蛛好恶心啊,3,红,120011,农田避难所（悲伤）,1
1200112,这个避难所有毒,4,红,120011,农田避难所,
1200113,目前还没中毒,8,红,120011,农田避难所,
1200114,看起来这些蜘蛛还是无毒蜘蛛,11,红,120011,农田避难所,
1200115,没毒没毒,13,红,120011,农田避难所,
1200211,这是老虎和狮子的串串？,5,红,120021,忧伤湿地,1
1200212,哈哈，狮虎？,8,红,120021,忧伤湿地,
1200213,的确不像老虎嘿,11,红,120021,忧伤湿地,
1200214,兄弟，你不是魔兽玩家,14,红,120021,忧伤湿地,
1200215,原谅我一生放荡不羁爱自由,15,红,120021,忧伤湿地,
1200216,bey ond，好可惜啊,18,红,120021,忧伤湿地,
1200217,谁？,19,红,120021,忧伤湿地,
1200311,难道小龙长大就变成后面的？,6,红,120031,避难营,1
1200312,不科学啊这,7,红,120031,避难营,
1200313,好好的兽族，咋变半兽族了,9,红,120031,避难营,
1200314,法系变物理系也很诡异,11,红,120031,避难营,
1200315,他们的确都是绿色的好吧,15,红,120031,避难营,
1200411,这些小玩意跳的好难受,5,红,120041,迷雾谷,1
1200412,果然很烈焰,7,红,120041,迷雾谷,
1200413,不跳能死么，靠,9,红,120041,迷雾谷,
1200414,这种小鬼好杀啊,11,红,120041,迷雾谷,
1200415,装了电击器一样,13,红,120041,迷雾谷,
1200511,这些家伙眼睛眨的好快,3,红,120051,流沙泥潭,1
1200512,致死打击有什么效果,6,红,120051,流沙泥潭,
1200513,有见过别的颜色的龙人么,9,红,120051,流沙泥潭,
1200514,武器换成绿色的了啊,12,红,120051,流沙泥潭,
1200515,是不是还带着胸罩-。-,13,红,120051,流沙泥潭,
1200516,噗！,14,红,120051,流沙泥潭,
1200517,这都被你们发现了，强！,15,红,120051,流沙泥潭,
1200611,这些小龙好丑,3,红,120061,伊萨里奥斯的洞穴,1
1200612,雏龙为毛这么难看,4,红,120061,伊萨里奥斯的洞穴,
1200613,来个长期送花的好友啊,6,红,120061,伊萨里奥斯的洞穴,
1200614,世界频道发言别发弹幕啊,7,红,120061,伊萨里奥斯的洞穴,
1200615,现在么,11,红,120061,伊萨里奥斯的洞穴,
1200711,哦哟，这个飞蛇厉害了,3.5,红,120071,雄鹿沼泽,1
1200712,盗墓笔记里的鸡冠蛇？,6,红,120071,雄鹿沼泽,
1200713,我看过鬼吹灯,9,红,120071,雄鹿沼泽,
1200714,笔记比吹灯好看,12,红,120071,雄鹿沼泽,
1200715,你们说的啥,15,红,120071,雄鹿沼泽,
1200811,坦克的感觉,2.9,红,120081,断矛路口,3
1200812,这个怪物嘴巴好奇怪,5,红,120081,断矛路口,
1200813,在这个场景隐蔽性好强,7,红,120081,断矛路口,
1200814,没见过这种颜色的鳄鱼,9,红,120081,断矛路口,
1200815,第一波怪物都很菜,11,红,120081,断矛路口,
1200821,感觉这关稳了,3,红,120082,断矛路口,
1200822,第三波估计还是鳄鱼,6,红,120082,断矛路口,
1200823,采集谁来帮我打走强盗啊,9,红,120082,断矛路口,
1200824,英雄被动技能书中级和高级好难得啊,11,红,120082,断矛路口,
1200825,笨,12,红,120082,断矛路口,
1200831,你们用的什么指挥官啊,3,红,120083,断矛路口,
1200832,这种关卡直接自动战斗了,5,红,120083,断矛路口,
1200833,随便什么指挥官都行吧,7,红,120083,断矛路口,
1200834,主要是英雄给力，指挥官随意啦,9,红,120083,断矛路口,
1200835,有的本要靠指挥官的,11,红,120083,断矛路口,
1200911,这个小绿色的兽人好喜感,3,红,120091,斯通纳德,1
1200912,紫色的比较好玩,6,红,120091,斯通纳德,
1200913,一个正太一个怪蜀黍,9,红,120091,斯通纳德,
1200914,叔叔砍人比较疼哎,11,红,120091,斯通纳德,
1200915,有盾牌的那个很会格挡，擦,14,红,120091,斯通纳德,
1201011,你们现在都用哪个奶啊,3,红,120101,泪水之池,1
1201012,这些果然是豹啊,6,红,120101,泪水之池,
1201013,我比较熟悉金钱豹,9,红,120101,泪水之池,
1201014,獠牙隐约可见,12,红,120101,泪水之池,
1201015,右边两只好会暴击啊,15,红,120101,泪水之池,
1210111,这这这！身上绝对有个振动棒,3,红,121011,奎尔丹尼小屋（辛特兰）,1
1210112,啊哈哈哈哈,5,红,121011,奎尔丹尼小屋,
1210113,同感！！,7,红,121011,奎尔丹尼小屋,
1210114,逗的我尴尬症犯了,9,红,121011,奎尔丹尼小屋,
1210115,振动棒是什么“？,13,红,121011,奎尔丹尼小屋,
1210211,白狼,2,红,121021,鹰巢山,1
1210212,我们这边抽烟都是白狼和蓝狼,5,红,121021,鹰巢山,
1210213,老子抽芙蓉王的，你们这些菜逼,7,红,121021,鹰巢山,
1210214,我老婆不让抽-.-,9,红,121021,鹰巢山,
1210215,这个狼造型可以,12,红,121021,鹰巢山,
1210311,爬虫就是蜘蛛,5,红,121031,爬虫废墟,1
1210312,这蜘蛛哪水晶了？,9,红,121031,爬虫废墟,
1210313,习惯就好,12,红,121031,爬虫废墟,
1210314,这种蜘蛛怎么又变有毒的啦,14,红,121031,爬虫废墟,
1210315,中毒掉好多血啊，马勒毕！,15,红,121031,爬虫废墟,
1210411,哪个地方的人是吃蜘蛛的?,5,红,121041,沙德拉洛,1
1210412,广州那边好像啥都吃,7,红,121041,沙德拉洛,
1210413,滚，我们广州人不吃屎,11,红,121041,沙德拉洛,
1210414,……这就尴尬了，哈哈哈,13,红,121041,沙德拉洛,
1210415,从头毒到尾，尼玛,15,红,121041,沙德拉洛,
1210511,集火干前排祭祀,3,红,121051,祖尔祭坛,1
1210512,这个怪物的conbo真的好无奈,5,红,121051,祖尔祭坛,
1210513,加血加的过分了啊，我操，比我奶加的多,9,红,121051,祖尔祭坛,
1210514,暴力车队，碾压过去,14,红,121051,祖尔祭坛,
1210515,磨不过他们，崩溃！,15,红,121051,祖尔祭坛,
1210611,他们为毛抖成这样？,2.9,红,121061,瓦罗温湖,1
1210612,被葵花点穴手点了,6,红,121061,瓦罗温湖,
1210613,排山倒海在哪？,8,红,121061,瓦罗温湖,
1210614,你们说的是啥玩意,9,红,121061,瓦罗温湖,
1210615,他们什么鬼技能，在我头顶上搞一个灯泡,11,红,121061,瓦罗温湖,
1210616,我日，一直减我奶妈的怒气,13,红,121061,瓦罗温湖,
1210617,完了，被他们集火了,15,红,121061,瓦罗温湖,
1210711,这是什么鬼,1.9,红,121071,隐匿石,1
1210712,鼻涕怪,4,红,121071,隐匿石,
1210713,好恶心啊你们,6,红,121071,隐匿石,
1210714,MD，又中毒，我肉在前排，好伤,8.5,红,121071,隐匿石,
1210715,他们身上中箭了。。,12.5,红,121071,隐匿石,
1210811,对面到底是妹子还是汉子,4,红,121081,亚戈瓦萨,3
1210812,看样子是妹子,6,红,121081,亚戈瓦萨,
1210813,一下6发旋风斩，好疼,12,红,121081,亚戈瓦萨,
1210814,啧啧啧，凶的要死,15,红,121081,亚戈瓦萨,
1210815,指挥官得带奶的,16,红,121081,亚戈瓦萨,
1210821,这关好难打,3.5,红,121082,亚戈瓦萨,
1210822,是啊，第二波我就都快半血了,6,红,121082,亚戈瓦萨,
1210823,尼玛，感觉20回合搞不定啊,9,红,121082,亚戈瓦萨,
1210824,还有一波呢，别紧张,11,红,121082,亚戈瓦萨,
1210825,还行吧，感觉能奶的回来,15,红,121082,亚戈瓦萨,
1210831,和第二波没啥区别,3,红,121083,亚戈瓦萨,
1210832,毛，加血一直暴击，我操,8,红,121083,亚戈瓦萨,
1210833,还会格挡,10,红,121083,亚戈瓦萨,
1210834,这就无奈了，很有可能20回合干不完,16,红,121083,亚戈瓦萨,
1210835,咕~~(╯﹏╰)b,17,红,121083,亚戈瓦萨,
1210911,刚才出个限时商店，正好合个霜狼啊哈哈,6,红,121091,望海崖,1
1210912,这个乌龟好肉,8,红,121091,望海崖,
1210913,运气不咋地，老是被格挡！,9,红,121091,望海崖,
1210914,讲道理，刺客比较好用的,12,红,121091,望海崖,
1210915,这个乌龟又肉输出又高，靠,15,红,121091,望海崖,
1211011,又是BOSS战,3.5,红,121101,辛萨罗,1
1211012,这个鸟祭祀好烦啊，太能奶了,5.9,红,121101,辛萨罗,
1211013,逼老子就上五个奶妈和他们对奶,8,红,121101,辛萨罗,
1211014,超过20回合也是输,12,红,121101,辛萨罗,
1211015,哈哈哈,15,红,121101,辛萨罗,
1220111,这个傀儡吊,3.5,红,122011,峡谷（峡谷）,1
1220112,1V6,6.5,红,122011,峡谷,
1220113,指挥官被吃了？明明1V7,9.5,红,122011,峡谷,
1220114,操，真的巨肉,12,红,122011,峡谷,
1220115,这个关就拼输出了,14,红,122011,峡谷,
1220211,野蛮人,3.5,红,122021,石坝小径,1
1220212,一斧头下来好疼,5.9,红,122021,石坝小径,
1220213,6个旋风斩才疼,9,红,122021,石坝小径,
1220214,你们堆暴击属性没,12,红,122021,石坝小径,
1220215,暴击怎么堆啊,14,红,122021,石坝小径,
1220311,熔岩蜘蛛会不会比较怕冰系的,3.8,红,122031,尘火谷,1
1220312,听起来很有道理,5.8,红,122031,尘火谷,
1220313,这鸟蜘蛛怎么这么肉,9,红,122031,尘火谷,
1220314,还带毒的,12,红,122031,尘火谷,
1220315,你们星座都带的什么属性的,14,红,122031,尘火谷,
1220411,这货好强,5,红,122041,煤渣挖掘场,1
1220412,招不到的吧,7,红,122041,煤渣挖掘场,
1220413,貌似20回合打不死这货了，擦,9,红,122041,煤渣挖掘场,
1220414,换一下阵容,12,红,122041,煤渣挖掘场,
1220415,你们主力输出是群攻还是点攻的,15,红,122041,煤渣挖掘场,
1220511,的确很铁啊，这怪,3,红,122051,大熔炉,1
1220512,主要是这些家伙都是旋风斩爱好者,6,红,122051,大熔炉,
1220513,转的我头晕,9,红,122051,大熔炉,
1220514,不知道他们是不是学过芭蕾什么的,13,红,122051,大熔炉,
1220515,悲剧了，打不过,14,红,122051,大熔炉,
1220611,火元素中毒效果好搞笑,3,红,122061,灰烬之海,1
1220612,火元素要用水元素干他,4.5,红,122061,灰烬之海,
1220613,为毛火元素会风怒，而不是怒火或者火怒,7,红,122061,灰烬之海,
1220614,这就很尴尬了,11,红,122061,灰烬之海,
1220615,我指挥官暴风雪打也没鸟用，还不如英雄打的多,14.5,红,122061,灰烬之海,
1220711,蜘蛛确定是八只脚,3,红,122071,黑炭谷,1
1220712,谁特么的去注意这个玩意,6,红,122071,黑炭谷,
1220713,什么属性抗暴击啊，我一直被暴击，憋屈啊,9,红,122071,黑炭谷,
1220714,堆韧性啊，奶妈和防御型的都要堆这个属性,13,红,122071,黑炭谷,
