Table:CsvItem,,,,,,,,,,,,,,,,,
tid,name:s,type:ItemType,max_num,desc:s,icon_path:s,icon_path_s:s,icon_path_t:s,is_sell:b,sell_price,display_color:ItemColor,para1,para2,para3,para4,sort_order,need_level,is_use:b
201023,中级物防之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级物防】技能书,Icon/20102wulifangyu_lan_64,Icon/20102wulifangyu_lan_32,-1,1,100,蓝,,,,,2,1,0
201024,中级物防之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级物防】技能书,Icon/20102wulifangyu_lan_64,Icon/20102wulifangyu_lan_32,-1,1,100,蓝,,,,,2,1,0
201031,高级物防之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物防】技能书,Icon/20103wulifangyu_zi_64,Icon/20103wulifangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201032,高级物防之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物防】技能书,Icon/20103wulifangyu_zi_64,Icon/20103wulifangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201033,高级物防之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物防】技能书,Icon/20103wulifangyu_zi_64,Icon/20103wulifangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201034,高级物防之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物防】技能书,Icon/20103wulifangyu_zi_64,Icon/20103wulifangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201035,高级物防之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物防】技能书,Icon/20103wulifangyu_zi_64,Icon/20103wulifangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201036,高级物防之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物防】技能书,Icon/20103wulifangyu_zi_64,Icon/20103wulifangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201111,初级法攻之一,技能书碎片,999999,集齐碎片一二三，可合成【初级法攻】技能书,Icon/20111fashugongji_lv_64,Icon/20111fashugongji_lv_32,-1,1,100,绿,,,,,2,1,0
201112,初级法攻之二,技能书碎片,999999,集齐碎片一二三，可合成【初级法攻】技能书,Icon/20111fashugongji_lv_64,Icon/20111fashugongji_lv_32,-1,1,100,绿,,,,,2,1,0
201113,初级法攻之三,技能书碎片,999999,集齐碎片一二三，可合成【初级法攻】技能书,Icon/20111fashugongji_lv_64,Icon/20111fashugongji_lv_32,-1,1,100,绿,,,,,2,1,0
201121,中级法攻之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级法攻】技能书,Icon/20112fashugongji_lan_64,Icon/20112fashugongji_lan_32,-1,1,100,蓝,,,,,2,1,0
201122,中级法攻之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级法攻】技能书,Icon/20112fashugongji_lan_64,Icon/20112fashugongji_lan_32,-1,1,100,蓝,,,,,2,1,0
201123,中级法攻之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级法攻】技能书,Icon/20112fashugongji_lan_64,Icon/20112fashugongji_lan_32,-1,1,100,蓝,,,,,2,1,0
201124,中级法攻之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级法攻】技能书,Icon/20112fashugongji_lan_64,Icon/20112fashugongji_lan_32,-1,1,100,蓝,,,,,2,1,0
201131,高级法攻之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法攻】技能书,Icon/20113fashugongji_zi_64,Icon/20113fashugongji_zi_32,-1,1,100,紫,,,,,2,1,0
201132,高级法攻之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法攻】技能书,Icon/20113fashugongji_zi_64,Icon/20113fashugongji_zi_32,-1,1,100,紫,,,,,2,1,0
201133,高级法攻之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法攻】技能书,Icon/20113fashugongji_zi_64,Icon/20113fashugongji_zi_32,-1,1,100,紫,,,,,2,1,0
201134,高级法攻之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法攻】技能书,Icon/20113fashugongji_zi_64,Icon/20113fashugongji_zi_32,-1,1,100,紫,,,,,2,1,0
201135,高级法攻之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法攻】技能书,Icon/20113fashugongji_zi_64,Icon/20113fashugongji_zi_32,-1,1,100,紫,,,,,2,1,0
201136,高级法攻之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法攻】技能书,Icon/20113fashugongji_zi_64,Icon/20113fashugongji_zi_32,-1,1,100,紫,,,,,2,1,0
201211,初级法防之一,技能书碎片,999999,集齐碎片一二三，可合成【初级法防】技能书,Icon/20121fashufangyu_lv_64,Icon/20121fashufangyu_lv_32,-1,1,100,绿,,,,,2,1,0
201212,初级法防之二,技能书碎片,999999,集齐碎片一二三，可合成【初级法防】技能书,Icon/20121fashufangyu_lv_64,Icon/20121fashufangyu_lv_32,-1,1,100,绿,,,,,2,1,0
201213,初级法防之三,技能书碎片,999999,集齐碎片一二三，可合成【初级法防】技能书,Icon/20121fashufangyu_lv_64,Icon/20121fashufangyu_lv_32,-1,1,100,绿,,,,,2,1,0
201221,中级法防之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级法防】技能书,Icon/20122fashufangyu_lan_64,Icon/20122fashufangyu_lan_32,-1,1,100,蓝,,,,,2,1,0
201222,中级法防之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级法防】技能书,Icon/20122fashufangyu_lan_64,Icon/20122fashufangyu_lan_32,-1,1,100,蓝,,,,,2,1,0
201223,中级法防之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级法防】技能书,Icon/20122fashufangyu_lan_64,Icon/20122fashufangyu_lan_32,-1,1,100,蓝,,,,,2,1,0
201224,中级法防之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级法防】技能书,Icon/20122fashufangyu_lan_64,Icon/20122fashufangyu_lan_32,-1,1,100,蓝,,,,,2,1,0
201231,高级法防之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法防】技能书,Icon/20123fashufangyu_zi_64,Icon/20123fashufangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201232,高级法防之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法防】技能书,Icon/20123fashufangyu_zi_64,Icon/20123fashufangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201233,高级法防之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法防】技能书,Icon/20123fashufangyu_zi_64,Icon/20123fashufangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201234,高级法防之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法防】技能书,Icon/20123fashufangyu_zi_64,Icon/20123fashufangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201235,高级法防之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法防】技能书,Icon/20123fashufangyu_zi_64,Icon/20123fashufangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201236,高级法防之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级法防】技能书,Icon/20123fashufangyu_zi_64,Icon/20123fashufangyu_zi_32,-1,1,100,紫,,,,,2,1,0
201311,初级穿透之一,技能书碎片,999999,集齐碎片一二三，可合成【初级穿透】技能书,Icon/20131chuantou_lv_64,Icon/20131chuantou_lv_32,-1,1,100,绿,,,,,2,1,0
201312,初级穿透之二,技能书碎片,999999,集齐碎片一二三，可合成【初级穿透】技能书,Icon/20131chuantou_lv_64,Icon/20131chuantou_lv_32,-1,1,100,绿,,,,,2,1,0
201313,初级穿透之三,技能书碎片,999999,集齐碎片一二三，可合成【初级穿透】技能书,Icon/20131chuantou_lv_64,Icon/20131chuantou_lv_32,-1,1,100,绿,,,,,2,1,0
201321,中级穿透之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级穿透】技能书,Icon/20132chuantou_lan_64,Icon/20132chuantou_lan_32,-1,1,100,蓝,,,,,2,1,0
201322,中级穿透之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级穿透】技能书,Icon/20132chuantou_lan_64,Icon/20132chuantou_lan_32,-1,1,100,蓝,,,,,2,1,0
201323,中级穿透之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级穿透】技能书,Icon/20132chuantou_lan_64,Icon/20132chuantou_lan_32,-1,1,100,蓝,,,,,2,1,0
201324,中级穿透之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级穿透】技能书,Icon/20132chuantou_lan_64,Icon/20132chuantou_lan_32,-1,1,100,蓝,,,,,2,1,0
201331,高级穿透之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级穿透】技能书,Icon/20133chuantou_zi_64,Icon/20133chuantou_zi_32,-1,1,100,紫,,,,,2,1,0
201332,高级穿透之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级穿透】技能书,Icon/20133chuantou_zi_64,Icon/20133chuantou_zi_32,-1,1,100,紫,,,,,2,1,0
201333,高级穿透之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级穿透】技能书,Icon/20133chuantou_zi_64,Icon/20133chuantou_zi_32,-1,1,100,紫,,,,,2,1,0
201334,高级穿透之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级穿透】技能书,Icon/20133chuantou_zi_64,Icon/20133chuantou_zi_32,-1,1,100,紫,,,,,2,1,0
201335,高级穿透之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级穿透】技能书,Icon/20133chuantou_zi_64,Icon/20133chuantou_zi_32,-1,1,100,紫,,,,,2,1,0
201336,高级穿透之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级穿透】技能书,Icon/20133chuantou_zi_64,Icon/20133chuantou_zi_32,-1,1,100,紫,,,,,2,1,0
201411,初级回复之一,技能书碎片,999999,集齐碎片一二三，可合成【初级回复】技能书,Icon/20141huifu_lv_64,Icon/20141huifu_lv_32,-1,1,100,绿,,,,,2,1,0
201412,初级回复之二,技能书碎片,999999,集齐碎片一二三，可合成【初级回复】技能书,Icon/20141huifu_lv_64,Icon/20141huifu_lv_32,-1,1,100,绿,,,,,2,1,0
201413,初级回复之三,技能书碎片,999999,集齐碎片一二三，可合成【初级回复】技能书,Icon/20141huifu_lv_64,Icon/20141huifu_lv_32,-1,1,100,绿,,,,,2,1,0
201421,中级回复之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级回复】技能书,Icon/20142huifu_lan_64,Icon/20142huifu_lan_32,-1,1,100,蓝,,,,,2,1,0
201422,中级回复之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级回复】技能书,Icon/20142huifu_lan_64,Icon/20142huifu_lan_32,-1,1,100,蓝,,,,,2,1,0
201423,中级回复之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级回复】技能书,Icon/20142huifu_lan_64,Icon/20142huifu_lan_32,-1,1,100,蓝,,,,,2,1,0
201424,中级回复之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级回复】技能书,Icon/20142huifu_lan_64,Icon/20142huifu_lan_32,-1,1,100,蓝,,,,,2,1,0
201431,高级回复之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级回复】技能书,Icon/20143huifu_zi_64,Icon/20143huifu_zi_32,-1,1,100,紫,,,,,2,1,0
201432,高级回复之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级回复】技能书,Icon/20143huifu_zi_64,Icon/20143huifu_zi_32,-1,1,100,紫,,,,,2,1,0
201433,高级回复之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级回复】技能书,Icon/20143huifu_zi_64,Icon/20143huifu_zi_32,-1,1,100,紫,,,,,2,1,0
201434,高级回复之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级回复】技能书,Icon/20143huifu_zi_64,Icon/20143huifu_zi_32,-1,1,100,紫,,,,,2,1,0
201435,高级回复之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级回复】技能书,Icon/20143huifu_zi_64,Icon/20143huifu_zi_32,-1,1,100,紫,,,,,2,1,0
201436,高级回复之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级回复】技能书,Icon/20143huifu_zi_64,Icon/20143huifu_zi_32,-1,1,100,紫,,,,,2,1,0
201511,初级受治疗之一,技能书碎片,999999,集齐碎片一二三，可合成【初级受治疗】技能书,Icon/20151shouzhiliaoxiaoguo_lv_64,Icon/20151shouzhiliaoxiaoguo_lv_32,-1,1,100,绿,,,,,2,1,0
201512,初级受治疗之二,技能书碎片,999999,集齐碎片一二三，可合成【初级受治疗】技能书,Icon/20151shouzhiliaoxiaoguo_lv_64,Icon/20151shouzhiliaoxiaoguo_lv_32,-1,1,100,绿,,,,,2,1,0
201513,初级受治疗之三,技能书碎片,999999,集齐碎片一二三，可合成【初级受治疗】技能书,Icon/20151shouzhiliaoxiaoguo_lv_64,Icon/20151shouzhiliaoxiaoguo_lv_32,-1,1,100,绿,,,,,2,1,0
201521,中级受治疗之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级受治疗】技能书,Icon/20152shouzhiliaoxiaoguo_lan_64,Icon/20152shouzhiliaoxiaoguo_lan_32,-1,1,100,蓝,,,,,2,1,0
201522,中级受治疗之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级受治疗】技能书,Icon/20152shouzhiliaoxiaoguo_lan_64,Icon/20152shouzhiliaoxiaoguo_lan_32,-1,1,100,蓝,,,,,2,1,0
201523,中级受治疗之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级受治疗】技能书,Icon/20152shouzhiliaoxiaoguo_lan_64,Icon/20152shouzhiliaoxiaoguo_lan_32,-1,1,100,蓝,,,,,2,1,0
201524,中级受治疗之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级受治疗】技能书,Icon/20152shouzhiliaoxiaoguo_lan_64,Icon/20152shouzhiliaoxiaoguo_lan_32,-1,1,100,蓝,,,,,2,1,0
201531,高级受治疗之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级受治疗】技能书,Icon/20153shouzhiliaoxiaoguo_zi_64,Icon/20153shouzhiliaoxiaoguo_zi_32,-1,1,100,紫,,,,,2,1,0
201532,高级受治疗之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级受治疗】技能书,Icon/20153shouzhiliaoxiaoguo_zi_64,Icon/20153shouzhiliaoxiaoguo_zi_32,-1,1,100,紫,,,,,2,1,0
201533,高级受治疗之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级受治疗】技能书,Icon/20153shouzhiliaoxiaoguo_zi_64,Icon/20153shouzhiliaoxiaoguo_zi_32,-1,1,100,紫,,,,,2,1,0
201534,高级受治疗之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级受治疗】技能书,Icon/20153shouzhiliaoxiaoguo_zi_64,Icon/20153shouzhiliaoxiaoguo_zi_32,-1,1,100,紫,,,,,2,1,0
201535,高级受治疗之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级受治疗】技能书,Icon/20153shouzhiliaoxiaoguo_zi_64,Icon/20153shouzhiliaoxiaoguo_zi_32,-1,1,100,紫,,,,,2,1,0
201536,高级受治疗之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级受治疗】技能书,Icon/20153shouzhiliaoxiaoguo_zi_64,Icon/20153shouzhiliaoxiaoguo_zi_32,-1,1,100,紫,,,,,2,1,0
#,,,,,,,,,,,,,,,,,
40001,锁定符,技能锁定符,1,用于锁定英雄被动技能位置,Icon/60001kejinbaoxiang,-1,-1,1,1000,绿,,,,,2,1,0
40002,锁定符,技能锁定符,1,用于锁定英雄被动技能位置,Icon/60001kejinbaoxiang,-1,-1,1,1000,绿,,,,,2,1,0
40006,初级召唤石,初级召唤石,999999,使用后可免费进行一次普通招募,Icon/zhaomuling,-1,-1,1,1000,蓝,,,,,2,1,1
40007,高级召唤石,高级召唤石,999999,使用后可免费进行一次钻石招募,Icon/yingxiongling,-1,-1,1,1000,蓝,,,,,2,1,1
40008,芒星石,芒星石,999999,用于开启英雄八芒星阵位,Icon/40008mangxingshi,-1,-1,1,1000,紫,,,,,2,1,0
40009,氪金钥匙,宝箱钥匙,999999,打开氪金宝箱所需的钥匙,Icon/40009kejinyaoshi,-1,-1,1,1000,紫,60001,,,,2,1,1
40010,白银钥匙,宝箱钥匙,999999,打开白银宝箱所需的钥匙,Icon/40010baiyinyaoshi,-1,-1,1,500,蓝,60002,,,,2,1,1
40011,青铜钥匙,宝箱钥匙,999999,打开青铜宝箱所需的钥匙,Icon/40011qingtongyaoshi,-1,-1,1,100,绿,60003,,,,2,1,1
40012,鲜花,鲜花,999999,18级后可以赠予其他玩家，双方都将获得一些奖励,Icon/rose,-1,-1,1,1000,紫,,,,,2,1,0
40013,体力丹·小,体力丹,999999,使用后获得30点体力,Icon/40013tilidan,-1,-1,1,100,绿,30,,,,2,1,1
40014,体力丹·中,体力丹,999999,使用后获得60点体力,Icon/40013tilidan,-1,-1,1,500,蓝,60,,,,2,1,1
40015,体力丹·大,体力丹,999999,使用后获得120点体力,Icon/40013tilidan,-1,-1,1,1000,紫,120,,,,2,1,1
40016,精力丹·小,精力丹,999999,使用后获得15点精力,Icon/40016jinglidan,-1,-1,1,100,绿,15,,,,2,1,1
40017,精力丹·中,精力丹,999999,使用后获得30点精力,Icon/40016jinglidan,-1,-1,1,500,蓝,30,,,,2,1,1
40018,精力丹·大,精力丹,999999,使用后获得30点精力,Icon/40016jinglidan,-1,-1,1,1000,紫,30,,,,2,1,1
40019,和平勋章,免战金牌,999999,使用后，在一定时间内，不会被其他玩家抢夺宝物,Icon/mianzhanling,-1,-1,1,1000,紫,360,,,,2,1,0
#,,,,,,,,,,,,,,,,,
40020,初级经验书,英雄经验书,999999,增加英雄100点经验,Icon/jingyanshu,-1,Treasure/kaoguxue_jingyanshu_01,1,100,蓝,100,,,,2,1,1
40021,次级经验书,英雄经验书,999999,增加英雄1000点经验,Icon/jingyanshu,-1,Treasure/kaoguxue_jingyanshu_01,1,200,蓝,1000,,,,2,1,1
40022,中级经验书,英雄经验书,999999,增加英雄5000点经验,Icon/jingyanshu,-1,Treasure/kaoguxue_jingyanshu_01,1,300,紫,5000,,,,2,1,1
40023,高级经验书,英雄经验书,999999,增加英雄20000点经验,Icon/jingyanshu,-1,Treasure/kaoguxue_jingyanshu_01,1,400,紫,20000,,,,2,1,1
40024,大师级经验书,英雄经验书,999999,增加英雄100000点经验,Icon/jingyanshu,-1,Treasure/kaoguxue_jingyanshu_01,1,500,橙,100000,,,,2,1,1
40025,宗师级经验书,英雄经验书,999999,增加英雄500000点经验,Icon/jingyanshu,-1,Treasure/kaoguxue_jingyanshu_01,1,600,橙,500000,,,,2,1,1
#,,,,,,,,,,,,,,,,,
40031,军团号角,军团号角,1,用于创建军团,Icon/juntuanhaojiao,-1,-1,1,1000,紫,,,,,2,1,0
40032,军团徽记,朱雀令,999999,用于军团周捐献,Icon/juntuanhuiji,-1,-1,1,1000,紫,,,,,2,1,0
40033,奥术之尘,魔力之球,999999,用于解锁被动技能槽,Icon/aoshuzhichen,-1,-1,1,1000,紫,,,,,2,1,0
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
40041,初级技能经验书,被动技能经验书,1,增加被动技能100点经验,Icon/beidongjinengshu_lv,-1,Treasure/kaoguxue_jinengjingyanshu_01,1,500,绿,100,,,,2,1,0
40042,中级技能经验书,被动技能经验书,1,增加被动技能500点经验,Icon/beidongjinengshu_lan,-1,-1,1,1000,蓝,500,,,,2,1,0
40043,高级技能经验书,被动技能经验书,1,增加被动技能1000点经验,Icon/beidongjinengshu,-1,-1,1,2000,紫,1000,,,,2,1,0
40051,地精打孔装置,打孔装置,999999,用于装备开孔,Icon/dijingdakongzhuangzhi,-1,-1,1,5000,紫,,,,,2,1,0
40052,熔炼石,熔炼之石,999999,用于装备抽取,Icon/ronglianzhishi,-1,Treasure/ronglianshi_01,1,1000,紫,,,,,2,1,0
40053,鉴定之书,鉴定书,999999,用于装备鉴定,Icon/jiandingshu,Icon/jiandingshi_01,Treasure/jiandingzhishu_01,1,1000,蓝,,,,,2,1,0
40054,雕文精通之书,喜好品,999999,用于特殊铭文升级,Icon/diaowenjingtongzhishu,-1,-1,1,1000,橙,,,,,2,1,0
#,,,,,,,,,,,,,,,,,
41001,亚麻布,喜好品,999999,用于装备升阶,Icon/41001yama,-1,-1,1,100,白,,,,,2,1,0
41002,毛料,喜好品,999999,用于装备升阶,Icon/41002maoliao,-1,-1,1,100,白,,,,,2,1,0
41003,丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,白,,,,,2,1,0
41004,高级丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,绿,,,,,2,1,0
41011,铜锭,喜好品,999999,高级别副本、分解蓝色以上装备可获得,Icon/41011tongding,Common/tongding,-1,1,100,蓝,,,,,2,1,0
41012,铁锭,喜好品,999999,高级别副本、分解高品质装备可获得,Icon/41012tieding,Common/tieding,-1,1,100,蓝,,,,,2,1,0
41013,金锭,喜好品,999999,高级别副本、分解高品质装备可获得,Icon/41013jinding,Common/jinding,-1,1,100,紫,,,,,2,1,0
41014,高级丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,蓝,,,,,2,1,0
41021,萨弗隆铁锭,喜好品,999999,用于装备升阶,Icon/safulongtieding,Common/safulongtieding,-1,1,100,橙,,,,,2,1,0
41022,魔化源质锭,喜好品,999999,用于装备升阶,Icon/mohuayuanzhiding,-1,-1,1,100,橙,,,,,2,1,0
41023,丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,紫,,,,,2,1,0
41024,高级丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,紫,,,,,2,1,0
41031,亚麻,喜好品,999999,用于装备升阶,Icon/41001yama,-1,-1,1,100,橙,,,,,2,1,0
41032,毛料,喜好品,999999,用于装备升阶,Icon/41002maoliao,-1,-1,1,100,橙,,,,,2,1,0
41033,丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,橙,,,,,2,1,0
41034,高级丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,橙,,,,,2,1,0
41041,亚麻,喜好品,999999,用于装备升阶,Icon/41001yama,-1,-1,1,100,橙,,,,,2,1,0
41042,毛料,喜好品,999999,用于装备升阶,Icon/41002maoliao,-1,-1,1,100,橙,,,,,2,1,0
41043,丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,橙,,,,,2,1,0
41044,高级丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,橙,,,,,2,1,0
41051,亚麻,喜好品,999999,用于装备升阶,Icon/41001yama,-1,-1,1,100,橙,,,,,2,1,0
41052,毛料,喜好品,999999,用于装备升阶,Icon/41002maoliao,-1,-1,1,100,橙,,,,,2,1,0
41053,丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,橙,,,,,2,1,0
41054,高级丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,橙,,,,,2,1,0
41061,亚麻,喜好品,999999,用于装备升阶,Icon/41001yama,-1,-1,1,100,橙,,,,,2,1,0
41062,毛料,喜好品,999999,用于装备升阶,Icon/41002maoliao,-1,-1,1,100,橙,,,,,2,1,0
41063,丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,橙,,,,,2,1,0
41064,高级丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,橙,,,,,2,1,0
41071,亚麻,喜好品,999999,用于装备升阶,Icon/41001yama,-1,-1,1,100,橙,,,,,2,1,0
41072,毛料,喜好品,999999,用于装备升阶,Icon/41002maoliao,-1,-1,1,100,橙,,,,,2,1,0
41073,丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,橙,,,,,2,1,0
41074,高级丝绸,喜好品,999999,用于装备升阶,Icon/41003sichou,-1,-1,1,100,橙,,,,,2,1,0
#,,,,,,,,,,,,,,,,,
42001,宁神花,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/ningshenhua,-1,-1,1,100,绿,,,,,2,1,0
42002,银叶草,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/yinyecao,-1,-1,1,100,绿,,,,,2,1,0
42003,石南草,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/shinancao,-1,-1,1,100,绿,,,,,2,1,0
42004,荆棘藻,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/jingjizao,-1,-1,1,100,蓝,,,,,2,1,0
42011,野钢花,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/yeganghua,-1,-1,1,100,蓝,,,,,2,1,0
42012,雨燕草,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/yuyancao,-1,-1,1,100,蓝,,,,,2,1,0
42013,幽灵菇,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/youlinggu,-1,-1,1,100,蓝,,,,,2,1,0
42014,火焰花,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/huoyanhua,-1,-1,1,100,紫,,,,,2,1,0
42015,野葡萄藤,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/yeputaoteng,-1,-1,1,100,紫,,,,,2,1,0
42021,太阳草,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/taiyangcao,-1,-1,1,100,紫,,,,,2,1,0
42022,格罗姆之血,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/gelaimuzhixue,-1,-1,1,100,紫,,,,,2,1,0
42023,黑莲花,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/heilianhua,-1,-1,1,100,紫,,,,,2,1,0
42024,梦叶草,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/mengyecao,-1,-1,1,100,橙,,,,,2,1,0
42025,生铁,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42001shengtie,-1,-1,1,100,橙,,,,,2,1,0
42031,铜矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42002tongkuang,-1,-1,1,100,橙,,,,,2,1,0
42032,铜矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42002tongkuang,-1,-1,1,100,橙,,,,,2,1,0
42033,玄铁矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42003xuantiekuang,-1,-1,1,100,橙,,,,,2,1,0
42034,金矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42004jinkuang,-1,-1,1,100,橙,,,,,2,1,0
42041,生铁,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42001shengtie,-1,-1,1,100,橙,,,,,2,1,0
42042,铜矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42002tongkuang,-1,-1,1,100,橙,,,,,2,1,0
42043,玄铁矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42003xuantiekuang,-1,-1,1,100,橙,,,,,2,1,0
42044,金矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42004jinkuang,-1,-1,1,100,橙,,,,,2,1,0
42051,生铁,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42001shengtie,-1,-1,1,100,橙,,,,,2,1,0
42052,铜矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42002tongkuang,-1,-1,1,100,橙,,,,,2,1,0
42053,玄铁矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42003xuantiekuang,-1,-1,1,100,橙,,,,,2,1,0
42054,金矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42004jinkuang,-1,-1,1,100,橙,,,,,2,1,0
42061,生铁,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42001shengtie,-1,-1,1,100,橙,,,,,2,1,0
