Table:CsvHeroSkill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,name:s,pro:s,icon:s,desc:s,attackType:AttackType,isNormal:b,isNuqi:b,requireNuqi,EtargetOrder:SkillTargetSelOrder,MtargetOrder:SkillTargetSelOrder,EtargetFilter:SkillTargetFilter,MtargetFilter:SkillTargetFilter,EselNum,MselNum,extraAttack,extraSameActor:b,EextraOrder:SkillTargetSelOrder,MextraOrder:SkillTargetSelOrder,EextraFilter:SkillTargetFilter,MextraFilter:SkillTargetFilter,noMotion4ExtraAttack:b,noEffect4ExtraAttack:b,sameAim4ExtraAttack:b,extraAttackDelay:a,buffTIDs:a,attackMotion,attackEffectTid:a,hurtEffectTid,hurtEffectTidOnMy,bloodNumDelayOnRecover:b,hurtUIEffectTid,shakeScreen:a,dodgeTime,specialEffectTids:s,skillFactor1,skillFactor2,skillFactor3,skillFactor4,skillFactor5,skillFactor6,skillFactor7,skillFactor8,skillFactor9,skillFactor10,skillFactor11,skillFactor12,active_skill_buff:s,para1:a,nuqi_effect,r_nuqi_effect,ignore_buffs:a
30450,霍格冲锋,豺狼人、凯恩血蹄,SkillIcons/chongfeng,对敌方血量最多的一个目标造成186%的物理伤害，并使其眩晕,物理,,是,100,按血量从高到低,按血量从高到低,活的,活的,1,0,,,按血量从高到低,按血量从高到低,活的,活的,,,,,"30032,",2,,20632,,,,,,Run2Target:20631,18630,,,,,,,,,,,,,,30001,30002,
30460,死亡缠绕,天灾战士,SkillIcons/shengliaoshu,对敌方血量最少的一个目标造成180%的物理伤害,物理,,是,100,按血量从低到高,按血量从低到高,活的,活的,1,0,,,按血量从低到高,按血量从低到高,活的,活的,,,,,,2,9,10,,,,"20,20,0,1,1",,,18000,,,,,,,,,,,,,,30001,30002,
30470,圣疗术,,SkillIcons/shengliaoshu,治疗己方生命值最低的英雄相当于攻击力84%的生命值,法术,,是,100,按血量从低到高,按血量从低到高,活的,活的,0,1,,,按血量从低到高,按血量从低到高,活的,活的,,,,,,1,73,,74,,,,,,,,,,,,8400,,,,,,,,30001,30002,
30480,腐臭蜂群,,SkillIcons/fuchoufengqun,对敌方一排目标造成105%的法术伤害，并降低其10%的攻击，持续两回合,法术,,是,100,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,3,,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,,,,,"30017,",1,10241,,,,,,,,10530,10530,10530,,,,,,,,,,,,30001,30002,
30490,血液沸腾,塔隆血魔,SkillIcons/xueyefeiteng,对敌方全部目标造成67%的物理伤害,物理,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,2,,,,,,,,,6750,6750,6750,6750,6750,6750,,,,,,,,,30001,30002,
30500,致死打击,战士,SkillIcons/zhisidaji_01,对敌方单体目标造成207%的物理伤害，并降低其受到治疗量35%，持续四回合,物理,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,"10164,10165,",1,10291,10292,,,,"20,20,0,1,1",,,18630,,,,,,,,,,,,,,30001,30002,
30510,破甲攻击,战士,SkillIcons/pojiagongji_01,对敌方单体目标造成186%的物理伤害，并降低其10%的护甲，持续四回合,物理,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,"10166,10167,",1,10201,10202,,,,"20,20,0,1,1",,,18630,,,,,,,,,,,,,,30001,30002,
30520,凛风冲击 ,死亡骑士,SkillIcons/linshiziyuan_02,对敌方全部目标造成64%的物理伤害，并冰冻两回合,物理,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,30049,2,20902,,,,,,,AttackMotionA:20901,6480,6480,6480,6480,6480,6480,,,,,,,,,30001,30002,
30530,凶猛撕咬,德鲁伊,SkillIcons/siyao,对敌方随机单体目标造成189%的物理伤害，并有70%几率缴械2回合,物理,,是,100,随机,随机,活的,活的,1,0,,,随机,随机,活的,活的,,,,,30050,1,,,,,,,,,18900,,,,,,,,,,,,,,30001,30002,
#英雄普通攻击,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001,30002,
2001,恶魔单攻,恶魔猎手,SkillIcons/linshiziyuan_03,对敌方单体目标造成100%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2002,回春术,月之女祭司,SkillIcons/huichunshu,治疗己方生命值最低的英雄相当于攻击力46%的生命值,法术,是,,,按血量从低到高,按血量从低到高,活的,活的,0,1,,,按血量从低到高,按血量从低到高,活的,活的,,,,,,1,95,,20,,,,,AttackMotionA:94,,,,,,,4600,,,,,,,,30001,30002,
2003,献祭,基丹,SkillIcons/xianji,对敌方一列目标造成59%的法术伤害，并有60%的几率附加燃烧状态两回合,法术,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,2,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,,,,,"30010,",1,10281,10283,,,,,,AttackMotionA:10282,5920,5200,,,,,,,,,,,,,30001,30002,
2004,灼烧,逐日者,SkillIcons/zhuoshao,对敌方一排目标造成46%的法术伤害，并有50%的几率附加燃烧状态两回合,法术,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,3,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,,,,,30011,1,,,,,,,,AttackMotionA:30,4560,4560,4560,,,,,,,,,,,,30001,30002,
2005,惩击,大检察官,SkillIcons/chengji,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,"38,39",40,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2006,圣光术,大帝,SkillIcons/shengdunshu,治疗己方生命值最低的英雄相当于攻击力46%的生命值,法术,是,,,按血量从低到高,按血量从低到高,活的,活的,0,1,,,按血量从低到高,按血量从低到高,活的,活的,,,,,,1,,,20383,,,,,AttackMotionA:20381;AttackMotionA2:20382,,,,,,,4600,,,,,,,,30001,30002,
2007,正义盾击,,SkillIcons/zhengyidunji,对敌方单体目标造成90%的物理伤害，并在一回合内提升自身格挡10%,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,"30005,",1,"45,46",47,,,,,,,9000,,,,,,,,,,,,,,30001,30002,
2008,奥术冲击,大法师,SkillIcons/aoshuchongji,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,"20562,20563",20564,,,,,,AttackMotionA:20561,10000,,,,,,,,,,,,,,30001,30002,
2009,寒冰箭,工匠大师,SkillIcons/hanbingjian,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,20342,20343,,,,,,AttackMotionA:20341,10000,,,,,,,,,,,,,,30001,30002,
2010,灼烧,,SkillIcons/zhuoshao,对敌方一排目标造成46%的法术伤害，并有50%的几率附加燃烧状态两回合,法术,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,3,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,,,,,"30011,",1,,,,,,,,,4560,4560,4560,,,,,,,,,,,,30001,30002,
#,闪电链,,SkillIcons/linshiziyuan_01,,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,"30007,",1,48,85,,,,"20,20,0,10,10",,,4200,3850,3450,3050,2650,2250,,,,,,,,,30001,30002,
#,腐蚀术,,SkillIcons/linshiziyuan_02,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001,30002,
#,恶魔冲锋,,SkillIcons/linshiziyuan_03,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001,30002,
2014,多重射击,,SkillIcons/duochongsheji,对敌方后排目标造成50%的物理伤害,物理,是,,,对位并且后排优先,对位并且后排优先,第一个活的那一排,第一个活的那一排,3,0,,,对位并且后排优先,对位并且后排优先,第一个活的那一排,第一个活的那一排,,,,,,1,20332,20333,,,,,,AttackMotionA:20331,5000,5000,5000,,,,,,,,,,,,30001,30002,
#,,冲锋,SkillIcons/chongfeng,,物理,是,,,按血量从高到低,按血量从高到低,活的,活的,1,0,,,按血量从高到低,按血量从高到低,活的,活的,,,,,"30019,",2,,20632,,,,,,Run2Target:20631,9000,,,,,,,,,,,,,,30001,30002,
2016,震荡猛击,,SkillIcons/zhendangmengji,对敌方单体目标造成100%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,AttackMotionA:93,10000,,,,,,,,,,,,,,30001,30002,
2017,月火术,枭兽、玛法里奥,SkillIcons/yuehuoshu,对敌方单体目标造成79%的法术伤害，并有50%的几率降低25点怒气,法术,是,,,对位并且后排优先,对位并且后排优先,活的,活的,1,0,,,对位并且后排优先,对位并且后排优先,活的,活的,,,,,"30030,",1,66,67,,,,,,AttackMotionA:64;AttackMotionA2:65,7900,,,,,,,,,,,,,,30001,30002,
2018,精神鞭挞,大主教,SkillIcons/jingshenbianchi,对敌人单个目标连续攻击三次，每次造成34%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,2,是,对位并且前排优先,对位并且前排优先,活的,活的,是,是,是,"150, 150",,1,"1004,1005",1006,,,,,,,3400,,,,,,,,,,,,,,30001,30002,
2019,治疗波,天灾首领,SkillIcons/zhiliaobo,治疗己方生命值最低的英雄相当于攻击力46%的生命值,法术,是,,,按血量从低到高,按血量从低到高,活的,活的,0,1,,,按血量从低到高,按血量从低到高,活的,活的,,,,,,1,20311,,20312,,,,,,,,,,,,4600,,,,,,,,30001,30002,
2020,致命投掷,守望者,SkillIcons/zhimingtouzhi,对敌方一列目标造成74%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,2,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,,,,,,1,"10211,10212",10213,,,,,,,7400,6500,,,,,,,,,,,,,30001,30002,
2021,背刺,刺客,SkillIcons/linshiziyuan_03,对敌方单体目标造成100%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,"20,20,0,10,10",,AttackMotionA:57,10000,,,,,,,,,,,,,,30001,30002,
2022,快速治疗,神仙姐姐,SkillIcons/kuaisuzhiliao,治疗己方生命值最低的英雄相当于攻击力46%的生命值,法术,是,,,对位并且前排优先,按血量从低到高,活的,活的,0,1,,,对位并且前排优先,按血量从低到高,活的,活的,,,,,,1,,,20383,,,,,AttackMotionA:20381;AttackMotionA2:20382,,,,,,,4600,,,,,,,,30001,30002,
2023,火舌打击,霜狼督军,SkillIcons/huoshedaji,对敌方一列目标造成74%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,3,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,,,,,,1,20571,20572,,,,"20,20,0,15,10",,,7400,6500,,,,,,,,,,,,,30001,30002,
2024,顺劈斩,伊兰尼库斯,SkillIcons/linshiziyuan_02,对敌方一排目标造成57%的物理伤害,法术,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,3,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,,,,,,1,68,69,,,,"20,20,0,10,10",,,5700,5700,5700,,,,,,,,,,,,30001,30002,
2025,刺击,迪菲亚，萨特,SkillIcons/linshiziyuan_03,对敌方单体目标造成100%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,"50,82",51,,,,,600,,10000,,,,,,,,,,,,,,30001,30002,
2026,飞刃,驯犬者,SkillIcons/feiren,对敌方一列目标造成74%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,2,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,,,,,,1,,,,,,,,,7400,6500,,,,,,,,,,,,,30001,30002,
2027,闪电箭,瑟莱德丝公主,SkillIcons/shandianjian,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,"57,58",59,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2028,撕咬,蜥蜴、乌龟、鬣狗、鳄鱼、迅猛龙、狼,SkillIcons/linshiziyuan_02,对敌方单体目标造成100%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,91,,,,"15,15,0,10,10",,,10000,,,,,,,,,,,,,,30001,30002,
2029,正义盾击,暴风摄政王,SkillIcons/zhengyidunji,对敌方单体目标造成90%的物理伤害，并在一回合内提升自身格挡10%,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,"30005,",1,"45,46",47,,,,,,,9000,,,,,,,,,,,,,,30001,30002,
2030,雷霆一击,山丘之王1,SkillIcons/leitingyiji,对敌方一排目标造成57%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,3,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,,,,,,1,21,,,,,,,,5700,5700,5700,,,,,,,,,,,,30001,30002,
2031,影袭,大范,SkillIcons/yingxi,对敌方单体目标造成100%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,"10262,10263",10261,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2032,横扫,棕熊，鹿盔,SkillIcons/hengsao,对敌方一排目标造成57%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,3,,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,,,,,,1,20351,20352,,,,,,,5700,5700,5700,,,,,,,,,,,,30001,30002,
2033,炸药,地精男,SkillIcons/linshiziyuan_03,对敌方全部目标造成32%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,"27,45",28,,,,,,,3200,3200,3200,3200,3200,3200,,,,,,,,,30001,30002,
2034,爪击,影牙堡主之子、鱼人,SkillIcons/linshiziyuan_04,对敌方单体目标造成100%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,75,77,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2035,火球术,狗头人,SkillIcons/huoqiushu,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,1,5,,,,"20,20,0,10,10",,AttackMotionA:35;AttackMotionA2:34,10000,,,,,,,,,,,,,,30001,30002,
2036,毒刃,刺客,SkillIcons/duren,对敌方单体目标造成80%的物理伤害，并使其中毒,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,"30026,",1,1002,1003,,,,"20,20,0,10,10",,,8000,,,,,,,,,,,,,,30001,30002,
2037,生命吸取,黑暗院长,SkillIcons/jingshenbianchi,对敌方单个目标造成22%的法术伤害，连续攻击3次，同时治疗自身相当于伤害值100%的生命值，可打断,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,1,2,是,对位并且前排优先,对位并且前排优先,活的,活的,是,是,是,"150, 150","30024,",2,"20591,20592",20593,,,,,,,2200,,,,,,,,,,,,,,30001,30002,
2038,龙息术,逐日者,SkillIcons/longxishu,对敌方一排目标造成46%的法术伤害，并有40%的几率附加燃烧状态两回合,法术,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,3,,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,,,,,"30034,",1,20512,20513,,,,,,AttackMotionA:20511,4600,4600,4600,,,,,,,,,,,,30001,30002,
2039,十字军打击,血色指挥官,SkillIcons/shizijundaji,对敌方单体目标造成100%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,10221,10222,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2040,腐臭蜂群,女妖,SkillIcons/fuchoufengqun,对敌方一排目标造成51%的法术伤害，并降低其10%的攻击，持续两回合,法术,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,3,,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,,,,,"30017,",1,10241,,,,,,,,5100,5100,5100,,,,,,,,,,,,30001,30002,
2041,雷霆一击,穆克拉2,SkillIcons/linshiziyuan_04,对敌方一排目标造成57%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,3,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,,,,,,2,21,,,,,,,,5700,5700,5700,,,,,,,,,,,,30001,30002,
2042,火球术,烈焰小鬼,SkillIcons/huoqiushu,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,1,5,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2043,闪电箭,娜迦海妖2,SkillIcons/shandianjian,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,"57,58,87",59,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2044,寒冰箭,迪菲亚秘术师,SkillIcons/hanbingjian,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,20342,20343,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2045,惩击2,血色牧师,SkillIcons/chengji,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,2,"38,39",40,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2046,英勇打击,老瞎眼,SkillIcons/yingyongdaji,对敌方单体目标造成100%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,20401,20402,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2047,根须缠绕,沃尔丹,SkillIcons/genxuchanrao,对敌方单体目标造成90%的物理伤害，并有15%的几率缠绕目标，持续两回合,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,"30018,",1,20391,20392,,,,,,,9000,,,,,,,,,,,,,,30001,30002,
2048,鞭击,魅魔,SkillIcons/yingyongdaji,对敌方单体目标造成100%的物理伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,20502,20503,,,,,,AttackMotionA:20501,10000,,,,,,,,,,,,,,30001,30002,
2049,三重风怒寒冰箭,npc加兹瑞拉,SkillIcons/linshiziyuan_04,对三个随机敌人造成100%的法术伤害,法术,是,,,随机,随机,活的,活的,1,0,2,是,随机,随机,活的,活的,,,,,,3,"57,58,87",59,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
2050,摔绊,沙顶酋长、暗矛巨魔,SkillIcons/shuaiban,对敌方单体目标造成95%的物理伤害，并降低其10%的速度一回合,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,"30020,",1,,92,,,,"13,13,0,8,10",,,9500,,,,,,,,,,,,,,30001,30002,
2051,冰锥术,大法师,SkillIcons/bingzhuishu,对敌方一列目标造成74%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,2,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,,,,,,1,"42,43",44,,,,,500,AttackMotionA:43,7400,6500,,,,,,,,,,,,,30001,30002,
2052,酸性吐息1,哈卡的化身,SkillIcons/linshiziyuan_04,对敌方全部目标造成27%的法术伤害，并有30%的几率附加中毒状态两回合,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,"30015,",1,"70,71,72",,,,,,,,2700,2700,2700,2700,2700,2700,,,,,,,,,30001,30002,
2053,暗影箭,废土暗法师,SkillIcons/anyingjian,对敌方后排单体造成87%的法术伤害,法术,是,,,对位并且后排优先,对位并且后排优先,活的,活的,1,0,,,对位并且后排优先,对位并且后排优先,活的,活的,,,,,,1,20682,20683,,,,,,AttackMotionA:20681,8700,,,,,,,,,,,,,,30001,30002,
2054,火雨,古尔丹,SkillIcons/baofengxue,对敌方全体造成20%的法术伤害，持续3波,法术,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,6,0,2,是,对位并且前排优先,对位并且前排优先,活的,活的,是,,,"250, 700",,2,20692,,,,,,,AttackMotionA:20691,2000,2000,2000,2000,2000,2000,,,,,,,,,30001,30002,
2055,痛苦诅咒,黑暗院长加丁、寇加尔,SkillIcons/tongkuzuzhou,对当前目标和其他两个随机目标造成39%的法术伤害，有50%的几率使其中毒，持续两回合,法术,是,,,第一个对位前排后面随机,第一个对位前排后面随机,活的,活的,3,0,,,随机,随机,活的,活的,是,,,,"30014,",1,20721,20722,,,,,,,3900,3900,3900,,,,,,,,,,,,30001,30002,
2056,鲜血打击,塔隆血魔,SkillIcons/xianxuedaji,对敌方单体目标造成90%的物理伤害，若目标处于中毒状态则治疗自身相当于伤害值10%的生命值,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,30058,1,"20801,20803",20802,,,,,,,9000,,,,,,,,,,,,,,30001,30002,
2057,寒冰锁链,死亡骑士,SkillIcons/linshiziyuan_02,对敌方单体目标造成90%的物理伤害，并冰冻两回合,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,30049,1,21002,,,,,,,AttackMotionA:21001,9000,,,,,,,,,,,,,,30001,30002,
2058,撕咬法术,蜥蜴、乌龟、鬣狗、鳄鱼、迅猛龙、狼,SkillIcons/linshiziyuan_02,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,91,,,,"15,15,0,10,10",,,10000,,,,,,,,,,,,,,30001,30002,
2059,刺击法术,迪菲亚，萨特,SkillIcons/linshiziyuan_03,对敌方单体目标造成100%的法术伤害,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,"50,82",51,,,,,600,,10000,,,,,,,,,,,,,,30001,30002,
2060,死亡缠绕,天灾战士,SkillIcons/shengliaoshu,对敌方血量最少的一个目标造成87%的物理伤害,物理,是,,,按血量从低到高,按血量从低到高,活的,活的,1,0,,,按血量从低到高,按血量从低到高,活的,活的,,,,,,1,9,10,,,,"20,20,0,1,1",,,8700,,,,,,,,,,,,,,30001,30002,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001,30002,
1000000,普通近战,恶魔猎手,SkillIcons/linshiziyuan_01,对敌方单体目标造成100%的物理伤害,物理,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,5,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,活的,,,,,,1,,8,,,,"20,20,0,10,10",,SpecialA:16,10000,,,,,,,,,,,,,,30001,30002,
1000001,普通远程,穆克拉,SkillIcons/linshiziyuan_02,普通远程,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,2,,21,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
1000003,普通远程,月之女祭司,SkillIcons/linshiziyuan_03,普通远程,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,1,5,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
1000004,普通近战,山丘之王,SkillIcons/linshiziyuan_04,普通近战,法术,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,5,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,活的,,,,,,1,,7,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
1000005,龙之吐息,npc,SkillIcons/linshiziyuan_01,普通远程,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,23,,,,,,,,3200,3200,3200,3200,3200,3200,,,,,,,,,30001,30002,
1000006,普通近战,通用刀,SkillIcons/linshiziyuan_02,普通近战,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,92,,,,"13,13,0,8,10",,,10000,,,,,,,,,,,,,,30001,30002,
1000007,普通远程,吉安娜,SkillIcons/linshiziyuan_03,普通远程,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,2,,,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
1000008,普通近战,通用锤子,SkillIcons/linshiziyuan_02,普通近战,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,93,,,,"13,13,0,8,10",,,10000,,,,,,,,,,,,,,30001,30002,
1000009,龙之吐息死亡之翼,死亡之翼,SkillIcons/linshiziyuan_01,普通远程,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,23,,,,,,,,10000,10000,10000,10000,10000,10000,,,,,,,,,30001,30002,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001,30002,
1000011,普通物理近战打1,,SkillIcons/linshiziyuan_01,普通近战,物理,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
1000012,普通魔法远程打1,,SkillIcons/linshiziyuan_02,普通远程,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,10000,,,,,,,,,,,,,,30001,30002,
