Table:CsvPSkillInfo,,,,,,,,,,,,,,,
tid,name:s,lv_exp,total_exp,attr:AttrType,attr_p,attr_v,color:ItemColor,icon:s,upgradeCostMoney,upgradeCostBookTID:a,upgradeCostBookCount:a,decomposeCostDiamond,decomposeGainItemTID:a,decomposeGainItemCount:a,desc:s
9225,中级韧性,750,7755,韧性,1200,,蓝,Icon/20082renxing_lan_64,300000,20083,1,200,"20082,20081,40043,40042,40041,","1,1,7,1,2,",韧性+12%
9226,中级韧性,795,8505,韧性,1260,,蓝,Icon/20082renxing_lan_64,300000,20083,1,200,"20082,20081,40043,40042,","1,1,8,1,",韧性+12.6%
9227,中级韧性,840,9300,韧性,1320,,蓝,Icon/20082renxing_lan_64,300000,20083,1,200,"20082,20081,40043,40041,","1,1,9,3,",韧性+13.2%
9228,中级韧性,885,10140,韧性,1380,,蓝,Icon/20082renxing_lan_64,300000,20083,1,200,"20082,20081,40043,40041,","1,1,10,1,",韧性+13.8%
9229,中级韧性,930,11025,韧性,1440,,蓝,Icon/20082renxing_lan_64,300000,20083,1,200,"20082,20081,40043,","1,1,11,",韧性+14.4%
9230,中级韧性,975,11955,韧性,1500,,蓝,Icon/20082renxing_lan_64,300000,20083,1,200,"20082,20081,40043,40042,40041,","1,1,11,1,4,",韧性+15%
9301,高级韧性,50,-1,韧性,200,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,","1,1,1,",韧性+2%
9302,高级韧性,80,50,韧性,260,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,","1,1,1,",韧性+2.6%
9303,高级韧性,120,130,韧性,320,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40041,","1,1,1,1,",韧性+3.2%
9304,高级韧性,160,250,韧性,380,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40041,","1,1,1,2,",韧性+3.8%
9305,高级韧性,200,410,韧性,450,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40041,","1,1,1,4,",韧性+4.5%
9306,高级韧性,250,610,韧性,520,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40042,40041,","1,1,1,1,1,",韧性+5.2%
9307,高级韧性,300,860,韧性,590,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40042,40041,","1,1,1,1,3,",韧性+5.9%
9308,高级韧性,350,1160,韧性,660,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40041,","1,1,1,1,1,",韧性+6.6%
9309,高级韧性,400,1510,韧性,730,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40042,","1,1,1,1,1,",韧性+7.3%
9310,高级韧性,450,1910,韧性,800,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40042,40041,","1,1,1,1,1,4,",韧性+8%
9311,高级韧性,510,2360,韧性,900,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40041,","1,1,1,2,3,",韧性+9%
9312,高级韧性,570,2870,韧性,1000,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40042,40041,","1,1,1,2,1,3,",韧性+10%
9313,高级韧性,630,3440,韧性,1100,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40041,","1,1,1,3,4,",韧性+11%
9314,高级韧性,690,4070,韧性,1200,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,","1,1,1,4,",韧性+12%
9315,高级韧性,750,4760,韧性,1300,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40042,40041,","1,1,1,4,1,2,",韧性+13%
9316,高级韧性,820,5510,韧性,1400,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40042,","1,1,1,5,1,",韧性+14%
9317,高级韧性,890,6330,韧性,1500,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40041,","1,1,1,6,3,",韧性+15%
9318,高级韧性,960,7220,韧性,1600,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40041,","1,1,1,7,2,",韧性+16%
9319,高级韧性,1030,8180,韧性,1700,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40041,","1,1,1,8,1,",韧性+17%
9320,高级韧性,1100,9210,韧性,1800,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40041,","1,1,1,9,2,",韧性+18%
9321,高级韧性,1180,10310,韧性,1920,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40041,","1,1,1,10,3,",韧性+19.2%
9322,高级韧性,1260,11490,韧性,2040,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40041,","1,1,1,11,4,",韧性+20.4%
9323,高级韧性,1340,12750,韧性,2160,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40042,40041,","1,1,1,12,1,2,",韧性+21.6%
9324,高级韧性,1420,14090,韧性,2280,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,","1,1,1,14,",韧性+22.8%
9325,高级韧性,1500,15510,韧性,2400,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40042,","1,1,1,15,1,",韧性+24%
9326,高级韧性,1590,17010,韧性,2520,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,","1,1,1,17,",韧性+25.2%
9327,高级韧性,1680,18600,韧性,2640,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40042,40041,","1,1,1,18,1,1,",韧性+26.4%
9328,高级韧性,1770,20280,韧性,2760,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40041,","1,1,1,20,2,",韧性+27.6%
9329,高级韧性,1860,22050,韧性,2880,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,","1,1,1,22,",韧性+28.8%
9330,高级韧性,1950,23910,韧性,3000,,紫,Icon/20083renxing_zi_64,500000,20084,1,300,"20083,20082,20081,40043,40042,40041,","1,1,1,23,1,4,",韧性+30%
#物攻,,,,,,,,,,,,,,,
10101,初级物攻,9,-1,物理攻击,50,10,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,","1,",物理攻击+0.5%
10102,初级物攻,16,9,物理攻击,65,12,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,","1,",物理攻击+0.65%
10103,初级物攻,24,25,物理攻击,80,14,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,","1,",物理攻击+0.8%
10104,初级物攻,32,49,物理攻击,95,16,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,","1,",物理攻击+0.95%
10105,初级物攻,40,81,物理攻击,112,18,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,","1,",物理攻击+1.12%
10106,初级物攻,49,121,物理攻击,130,20,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40041,","1,1,",物理攻击+1.3%
10107,初级物攻,60,170,物理攻击,147,22,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40041,","1,1,",物理攻击+1.47%
10108,初级物攻,69,230,物理攻击,165,24,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40041,","1,2,",物理攻击+1.65%
10109,初级物攻,80,299,物理攻击,182,26,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40041,","1,2,",物理攻击+1.82%
10110,初级物攻,89,379,物理攻击,200,28,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40041,","1,3,",物理攻击+2%
10111,初级物攻,101,468,物理攻击,225,30,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40041,","1,4,",物理攻击+2.25%
10112,初级物攻,113,569,物理攻击,250,32,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40042,","1,1,",物理攻击+2.5%
10113,初级物攻,125,682,物理攻击,275,34,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40042,40041,","1,1,1,",物理攻击+2.75%
10114,初级物攻,137,807,物理攻击,300,36,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40042,40041,","1,1,3,",物理攻击+3%
10115,初级物攻,149,944,物理攻击,325,38,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40042,40041,","1,1,4,",物理攻击+3.25%
10116,初级物攻,164,1093,物理攻击,350,40,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,","1,1,",物理攻击+3.5%
10117,初级物攻,177,1257,物理攻击,375,42,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40041,","1,1,2,",物理攻击+3.75%
10118,初级物攻,192,1434,物理攻击,400,44,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40041,","1,1,4,",物理攻击+4%
10119,初级物攻,205,1626,物理攻击,425,46,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40042,40041,","1,1,1,1,",物理攻击+4.25%
10120,初级物攻,220,1831,物理攻击,450,48,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40042,40041,","1,1,1,3,",物理攻击+4.5%
10121,初级物攻,236,2051,物理攻击,480,50,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,","1,2,",物理攻击+4.8%
10122,初级物攻,252,2287,物理攻击,510,52,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40041,","1,2,2,",物理攻击+5.1%
10123,初级物攻,268,2539,物理攻击,540,54,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40042,","1,2,1,",物理攻击+5.4%
10124,初级物攻,284,2807,物理攻击,570,56,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40042,40041,","1,2,1,3,",物理攻击+5.7%
10125,初级物攻,300,3091,物理攻击,600,58,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,","1,3,",物理攻击+6%
10126,初级物攻,317,3391,物理攻击,630,60,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40041,","1,3,3,",物理攻击+6.3%
10127,初级物攻,336,3708,物理攻击,660,62,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40042,40041,","1,3,1,2,",物理攻击+6.6%
10128,初级物攻,353,4044,物理攻击,690,64,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,","1,4,",物理攻击+6.9%
10129,初级物攻,372,4397,物理攻击,720,66,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40041,","1,4,3,",物理攻击+7.2%
10130,初级物攻,389,4769,物理攻击,750,68,绿,Icon/20091wuligongji_lv_64,100000,20092,1,100,"20091,40043,40042,40041,","1,4,1,2,",物理攻击+7.5%
10201,中级物攻,20,-1,物理攻击,100,20,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,","1,1,",物理攻击+1%
10202,中级物攻,32,20,物理攻击,130,22,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,","1,1,",物理攻击+1.3%
10203,中级物攻,48,52,物理攻击,160,24,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,","1,1,",物理攻击+1.6%
10204,中级物攻,64,100,物理攻击,190,26,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40041,","1,1,1,",物理攻击+1.9%
10205,中级物攻,80,164,物理攻击,225,28,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40041,","1,1,1,",物理攻击+2.25%
10206,中级物攻,100,244,物理攻击,260,30,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40041,","1,1,2,",物理攻击+2.6%
10207,中级物攻,120,344,物理攻击,295,32,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40041,","1,1,3,",物理攻击+2.95%
10208,中级物攻,140,464,物理攻击,330,34,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40041,","1,1,4,",物理攻击+3.3%
10209,中级物攻,160,604,物理攻击,365,36,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40042,40041,","1,1,1,1,",物理攻击+3.65%
10210,中级物攻,180,764,物理攻击,400,38,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40042,40041,","1,1,1,2,",物理攻击+4%
10211,中级物攻,204,944,物理攻击,450,40,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40042,40041,","1,1,1,4,",物理攻击+4.5%
10212,中级物攻,228,1148,物理攻击,500,42,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40041,","1,1,1,1,",物理攻击+5%
10213,中级物攻,252,1376,物理攻击,550,44,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40041,","1,1,1,3,",物理攻击+5.5%
10214,中级物攻,276,1628,物理攻击,600,46,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40042,40041,","1,1,1,1,1,",物理攻击+6%
10215,中级物攻,300,1904,物理攻击,650,48,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40042,40041,","1,1,1,1,4,",物理攻击+6.5%
10216,中级物攻,328,2204,物理攻击,700,50,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40041,","1,1,2,2,",物理攻击+7%
10217,中级物攻,356,2532,物理攻击,750,52,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40042,","1,1,2,1,",物理攻击+7.5%
10218,中级物攻,384,2888,物理攻击,800,54,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40042,40041,","1,1,2,1,3,",物理攻击+8%
10219,中级物攻,412,3272,物理攻击,850,56,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40041,","1,1,3,2,",物理攻击+8.5%
10220,中级物攻,440,3684,物理攻击,900,58,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40042,40041,","1,1,3,1,1,",物理攻击+9%
10221,中级物攻,472,4124,物理攻击,960,60,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40041,","1,1,4,1,",物理攻击+9.6%
10222,中级物攻,504,4596,物理攻击,1020,62,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40042,","1,1,4,1,",物理攻击+10.2%
10223,中级物攻,536,5100,物理攻击,1080,64,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40041,","1,1,5,1,",物理攻击+10.8%
10224,中级物攻,568,5636,物理攻击,1140,66,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40042,40041,","1,1,5,1,1,",物理攻击+11.4%
10225,中级物攻,600,6204,物理攻击,1200,68,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40041,","1,1,6,2,",物理攻击+12%
10226,中级物攻,636,6804,物理攻击,1260,70,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40042,40041,","1,1,6,1,3,",物理攻击+12.6%
10227,中级物攻,672,7440,物理攻击,1320,72,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40041,","1,1,7,4,",物理攻击+13.2%
10228,中级物攻,708,8112,物理攻击,1380,74,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40041,","1,1,8,1,",物理攻击+13.8%
10229,中级物攻,744,8820,物理攻击,1440,76,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40042,40041,","1,1,8,1,3,",物理攻击+14.4%
10230,中级物攻,780,9564,物理攻击,1500,78,蓝,Icon/20092wuligongji_lan_64,300000,20093,1,200,"20092,20091,40043,40042,","1,1,9,1,",物理攻击+15%
10301,高级物攻,40,-1,物理攻击,200,30,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,","1,1,1,",物理攻击+2%
10302,高级物攻,64,40,物理攻击,260,32,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,","1,1,1,",物理攻击+2.6%
10303,高级物攻,96,104,物理攻击,320,34,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40041,","1,1,1,1,",物理攻击+3.2%
10304,高级物攻,128,200,物理攻击,380,36,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40041,","1,1,1,2,",物理攻击+3.8%
10305,高级物攻,160,328,物理攻击,450,38,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40041,","1,1,1,3,",物理攻击+4.5%
10306,高级物攻,200,488,物理攻击,520,40,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40041,","1,1,1,4,",物理攻击+5.2%
10307,高级物攻,240,688,物理攻击,590,42,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40042,40041,","1,1,1,1,1,",物理攻击+5.9%
10308,高级物攻,280,928,物理攻击,660,44,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40042,40041,","1,1,1,1,4,",物理攻击+6.6%
10309,高级物攻,320,1208,物理攻击,730,46,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,1,2,",物理攻击+7.3%
10310,高级物攻,360,1528,物理攻击,800,48,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40042,","1,1,1,1,1,",物理攻击+8%
10311,高级物攻,408,1888,物理攻击,900,50,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40042,40041,","1,1,1,1,1,3,",物理攻击+9%
10312,高级物攻,456,2296,物理攻击,1000,52,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,2,2,",物理攻击+10%
10313,高级物攻,504,2752,物理攻击,1100,54,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40042,40041,","1,1,1,2,1,2,",物理攻击+11%
10314,高级物攻,552,3256,物理攻击,1200,56,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,3,2,",物理攻击+12%
10315,高级物攻,600,3808,物理攻击,1300,58,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40042,40041,","1,1,1,3,1,3,",物理攻击+13%
10316,高级物攻,656,4408,物理攻击,1400,60,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,4,4,",物理攻击+14%
10317,高级物攻,712,5064,物理攻击,1500,62,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,","1,1,1,5,",物理攻击+15%
10318,高级物攻,768,5776,物理攻击,1600,64,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40042,40041,","1,1,1,5,1,2,",物理攻击+16%
10319,高级物攻,824,6544,物理攻击,1700,66,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40042,","1,1,1,6,1,",物理攻击+17%
10320,高级物攻,880,7368,物理攻击,1800,68,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,7,3,",物理攻击+18%
10321,高级物攻,944,8248,物理攻击,1920,70,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,8,2,",物理攻击+19.2%
10322,高级物攻,1008,9192,物理攻击,2040,72,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,9,1,",物理攻击+20.4%
10323,高级物攻,1072,10200,物理攻击,2160,74,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,10,2,",物理攻击+21.6%
10324,高级物攻,1136,11272,物理攻击,2280,76,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,11,2,",物理攻击+22.8%
10325,高级物攻,1200,12408,物理攻击,2400,78,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,12,4,",物理攻击+24%
10326,高级物攻,1272,13608,物理攻击,2520,80,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40042,40041,","1,1,1,13,1,1,",物理攻击+25.2%
10327,高级物攻,1344,14880,物理攻击,2640,82,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40042,40041,","1,1,1,14,1,3,",物理攻击+26.4%
10328,高级物攻,1416,16224,物理攻击,2760,84,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,16,2,",物理攻击+27.6%
10329,高级物攻,1488,17640,物理攻击,2880,86,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40042,40041,","1,1,1,17,1,1,",物理攻击+28.8%
10330,高级物攻,1560,19128,物理攻击,3000,88,紫,Icon/20093wuligongji_zi_64,500000,20094,1,300,"20093,20092,20091,40043,40041,","1,1,1,19,1,",物理攻击+30%
#物防,,,,,,,,,,,,,,,
11101,初级物防,9,-1,物理防御,50,6,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,","1,",物理防御+0.5%
11102,初级物防,16,9,物理防御,65,7,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,","1,",物理防御+0.65%
11103,初级物防,24,25,物理防御,80,8,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,","1,",物理防御+0.8%
11104,初级物防,32,49,物理防御,95,9,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,","1,",物理防御+0.95%
11105,初级物防,40,81,物理防御,112,10,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,","1,",物理防御+1.12%
11106,初级物防,49,121,物理防御,130,12,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40041,","1,1,",物理防御+1.3%
11107,初级物防,60,170,物理防御,147,13,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40041,","1,1,",物理防御+1.47%
11108,初级物防,69,230,物理防御,165,14,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40041,","1,2,",物理防御+1.65%
11109,初级物防,80,299,物理防御,182,15,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40041,","1,2,",物理防御+1.82%
11110,初级物防,89,379,物理防御,200,16,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40041,","1,3,",物理防御+2%
11111,初级物防,101,468,物理防御,225,18,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40041,","1,4,",物理防御+2.25%
11112,初级物防,113,569,物理防御,250,19,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40042,","1,1,",物理防御+2.5%
11113,初级物防,125,682,物理防御,275,20,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40042,40041,","1,1,1,",物理防御+2.75%
11114,初级物防,137,807,物理防御,300,21,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40042,40041,","1,1,3,",物理防御+3%
11115,初级物防,149,944,物理防御,325,22,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40042,40041,","1,1,4,",物理防御+3.25%
11116,初级物防,164,1093,物理防御,350,24,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,","1,1,",物理防御+3.5%
11117,初级物防,177,1257,物理防御,375,25,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40041,","1,1,2,",物理防御+3.75%
11118,初级物防,192,1434,物理防御,400,26,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40041,","1,1,4,",物理防御+4%
11119,初级物防,205,1626,物理防御,425,27,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40042,40041,","1,1,1,1,",物理防御+4.25%
11120,初级物防,220,1831,物理防御,450,28,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40042,40041,","1,1,1,3,",物理防御+4.5%
11121,初级物防,236,2051,物理防御,480,30,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,","1,2,",物理防御+4.8%
11122,初级物防,252,2287,物理防御,510,31,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40041,","1,2,2,",物理防御+5.1%
11123,初级物防,268,2539,物理防御,540,32,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40042,","1,2,1,",物理防御+5.4%
11124,初级物防,284,2807,物理防御,570,33,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40042,40041,","1,2,1,3,",物理防御+5.7%
11125,初级物防,300,3091,物理防御,600,34,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,","1,3,",物理防御+6%
11126,初级物防,317,3391,物理防御,630,36,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40041,","1,3,3,",物理防御+6.3%
11127,初级物防,336,3708,物理防御,660,37,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40042,40041,","1,3,1,2,",物理防御+6.6%
11128,初级物防,353,4044,物理防御,690,38,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,","1,4,",物理防御+6.9%
11129,初级物防,372,4397,物理防御,720,39,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40041,","1,4,3,",物理防御+7.2%
11130,初级物防,389,4769,物理防御,750,40,绿,Icon/20101wulifangyu_lv_64,100000,20102,1,100,"20101,40043,40042,40041,","1,4,1,2,",物理防御+7.5%
11201,中级物防,20,-1,物理防御,100,12,蓝,Icon/20102wulifangyu_lan_64,300000,20103,1,200,"20102,20101,","1,1,",物理防御+1%
11202,中级物防,32,20,物理防御,130,13,蓝,Icon/20102wulifangyu_lan_64,300000,20103,1,200,"20102,20101,","1,1,",物理防御+1.3%
11203,中级物防,48,52,物理防御,160,14,蓝,Icon/20102wulifangyu_lan_64,300000,20103,1,200,"20102,20101,","1,1,",物理防御+1.6%
11204,中级物防,64,100,物理防御,190,15,蓝,Icon/20102wulifangyu_lan_64,300000,20103,1,200,"20102,20101,40041,","1,1,1,",物理防御+1.9%
11205,中级物防,80,164,物理防御,225,16,蓝,Icon/20102wulifangyu_lan_64,300000,20103,1,200,"20102,20101,40041,","1,1,1,",物理防御+2.25%
11206,中级物防,100,244,物理防御,260,18,蓝,Icon/20102wulifangyu_lan_64,300000,20103,1,200,"20102,20101,40041,","1,1,2,",物理防御+2.6%
11207,中级物防,120,344,物理防御,295,19,蓝,Icon/20102wulifangyu_lan_64,300000,20103,1,200,"20102,20101,40041,","1,1,3,",物理防御+2.95%
11208,中级物防,140,464,物理防御,330,20,蓝,Icon/20102wulifangyu_lan_64,300000,20103,1,200,"20102,20101,40041,","1,1,4,",物理防御+3.3%
