Table:CsvEquipUpgrade,,,,,,,,,,,,,,,,,,,,,,,,
tid,after_tid,lv_limited,cost,item1_tid,item1_count,item2_tid,item2_count,item3_tid,item3_count,item4_tid,item4_count,item5_tid,item5_count,rebrith_tid,return_item1_tid,return_item1_count,return_item2_tid,return_item2_count,return_item3_tid,return_item3_count,return_item4_tid,return_item4_count,return_item5_tid,return_item5_count
101244,101245,65,200000,41011,200,41012,40,41013,20,41021,10,,,101240,41011,185,41012,35,41013,15,41021,3,,
101254,101255,65,200000,41011,200,41012,40,41013,20,41021,10,,,101250,41011,185,41012,35,41013,15,41021,3,,
101264,101265,65,200000,41011,200,41012,40,41013,20,41021,10,,,101260,41011,185,41012,35,41013,15,41021,3,,
101274,101275,65,200000,41011,200,41012,40,41013,20,41021,10,,,101270,41011,185,41012,35,41013,15,41021,3,,
101284,101285,65,200000,41011,200,41012,40,41013,20,41021,10,,,101280,41011,185,41012,35,41013,15,41021,3,,
101294,101295,65,200000,41011,200,41012,40,41013,20,41021,10,,,101290,41011,185,41012,35,41013,15,41021,3,,
101304,101305,65,200000,41011,200,41012,40,41013,20,41021,10,,,101300,41011,185,41012,35,41013,15,41021,3,,
101314,101315,65,200000,41011,200,41012,40,41013,20,41021,10,,,101310,41011,185,41012,35,41013,15,41021,3,,
101324,101325,65,200000,41011,200,41012,40,41013,20,41021,10,,,101320,41011,185,41012,35,41013,15,41021,3,,
101334,101335,65,200000,41011,200,41012,40,41013,20,41021,10,,,101330,41011,185,41012,35,41013,15,41021,3,,
101344,101345,65,200000,41011,200,41012,40,41013,20,41021,10,,,101340,41011,185,41012,35,41013,15,41021,3,,
101354,101355,65,200000,41011,200,41012,40,41013,20,41021,10,,,101350,41011,185,41012,35,41013,15,41021,3,,
101364,101365,65,200000,41011,200,41012,40,41013,20,41021,10,,,101360,41011,185,41012,35,41013,15,41021,3,,
101374,101375,65,200000,41011,200,41012,40,41013,20,41021,10,,,101370,41011,185,41012,35,41013,15,41021,3,,
101384,101385,65,200000,41011,200,41012,40,41013,20,41021,10,,,101380,41011,185,41012,35,41013,15,41021,3,,
101394,101395,65,200000,41011,200,41012,40,41013,20,41021,10,,,101390,41011,185,41012,35,41013,15,41021,3,,
101404,101405,65,200000,41011,200,41012,40,41013,20,41021,10,,,101400,41011,185,41012,35,41013,15,41021,3,,
101414,101415,65,200000,41011,200,41012,40,41013,20,41021,10,,,101410,41011,185,41012,35,41013,15,41021,3,,
101424,101425,65,200000,41011,200,41012,40,41013,20,41022,10,,,101420,41011,185,41012,35,41013,15,41022,3,,
101434,101435,65,200000,41011,200,41012,40,41013,20,41022,10,,,101430,41011,185,41012,35,41013,15,41022,3,,
101444,101445,65,200000,41011,200,41012,40,41013,20,41021,10,,,101440,41011,185,41012,35,41013,15,41021,3,,
101454,101455,65,200000,41011,200,41012,40,41013,20,41022,10,,,101450,41011,185,41012,35,41013,15,41022,3,,
101464,101465,65,200000,41011,200,41012,40,41013,20,41022,10,,,101460,41011,185,41012,35,41013,15,41022,3,,
101474,101475,65,200000,41011,200,41012,40,41013,20,41021,10,,,101470,41011,185,41012,35,41013,15,41021,3,,
101484,101485,65,200000,41011,200,41012,40,41013,20,41022,10,,,101480,41011,185,41012,35,41013,15,41022,3,,
101494,101495,65,200000,41011,200,41012,40,41013,20,41022,10,,,101490,41011,185,41012,35,41013,15,41022,3,,
101504,101505,65,200000,41011,200,41012,40,41013,20,41021,10,,,101500,41011,185,41012,35,41013,15,41021,3,,
101514,101515,65,200000,41011,200,41012,40,41013,20,41022,10,,,101510,41011,185,41012,35,41013,15,41022,3,,
101524,101525,65,200000,41011,200,41012,40,41013,20,41022,10,,,101520,41011,185,41012,35,41013,15,41022,3,,
#,,,,,,,,,,,,,,错误:520,41011,0,0,0,0,0,0,0,,
100115,100116,75,300000,41011,50,41012,20,41021,5,,,,,100110,41011,385,41012,75,41013,35,0,13,,
100125,100126,75,300000,41011,50,41012,20,41021,5,,,,,100120,41011,385,41012,75,41013,35,0,13,,
100135,100136,75,300000,41011,50,41012,20,41022,5,,,,,100130,41011,385,41012,75,41013,35,0,13,,
100145,100146,75,300000,41011,50,41012,20,41022,5,,,,,100140,41011,385,41012,75,41013,35,0,13,,
100155,100156,75,300000,41011,50,41012,20,41022,5,,,,,100150,41011,385,41012,75,41013,35,0,13,,
100165,100166,75,300000,41011,50,41012,20,41022,5,,,,,100160,41011,385,41012,75,41013,35,0,13,,
100215,100216,75,300000,41011,50,41012,20,41021,5,,,,,100210,41011,385,41012,75,41013,35,0,13,,
100225,100226,75,300000,41011,50,41012,20,41021,5,,,,,100220,41011,385,41012,75,41013,35,0,13,,
100235,100236,75,300000,41011,50,41012,20,41022,5,,,,,100230,41011,385,41012,75,41013,35,0,13,,
100245,100246,75,300000,41011,50,41012,20,41022,5,,,,,100240,41011,385,41012,75,41013,35,0,13,,
100255,100256,75,300000,41011,50,41012,20,41022,5,,,,,100250,41011,385,41012,75,41013,35,0,13,,
100265,100266,75,300000,41011,50,41012,20,41022,5,,,,,100260,41011,385,41012,75,41013,35,0,13,,
100315,100316,75,300000,41011,50,41012,20,41021,5,,,,,100310,41011,385,41012,75,41013,35,0,13,,
100325,100326,75,300000,41011,50,41012,20,41021,5,,,,,100320,41011,385,41012,75,41013,35,0,13,,
100335,100336,75,300000,41011,50,41012,20,41022,5,,,,,100330,41011,385,41012,75,41013,35,0,13,,
100345,100346,75,300000,41011,50,41012,20,41022,5,,,,,100340,41011,385,41012,75,41013,35,0,13,,
100355,100356,75,300000,41011,50,41012,20,41022,5,,,,,100350,41011,385,41012,75,41013,35,0,13,,
100365,100366,75,300000,41011,50,41012,20,41022,5,,,,,100360,41011,385,41012,75,41013,35,0,13,,
100415,100416,75,300000,41011,50,41012,20,41021,5,,,,,100410,41011,385,41012,75,41013,35,0,13,,
100425,100426,75,300000,41011,50,41012,20,41021,5,,,,,100420,41011,385,41012,75,41013,35,0,13,,
100435,100436,75,300000,41011,50,41012,20,41022,5,,,,,100430,41011,385,41012,75,41013,35,0,13,,
100445,100446,75,300000,41011,50,41012,20,41022,5,,,,,100440,41011,385,41012,75,41013,35,0,13,,
100455,100456,75,300000,41011,50,41012,20,41022,5,,,,,100450,41011,385,41012,75,41013,35,0,13,,
100465,100466,75,300000,41011,50,41012,20,41022,5,,,,,100460,41011,385,41012,75,41013,35,0,13,,
100515,100516,75,300000,41011,50,41012,20,41021,5,,,,,100510,41011,385,41012,75,41013,35,0,13,,
100525,100526,75,300000,41011,50,41012,20,41021,5,,,,,100520,41011,385,41012,75,41013,35,0,13,,
100535,100536,75,300000,41011,50,41012,20,41022,5,,,,,100530,41011,385,41012,75,41013,35,0,13,,
100545,100546,75,300000,41011,50,41012,20,41022,5,,,,,100540,41011,385,41012,75,41013,35,0,13,,
100555,100556,75,300000,41011,50,41012,20,41022,5,,,,,100550,41011,385,41012,75,41013,35,0,13,,
100565,100566,75,300000,41011,50,41012,20,41022,5,,,,,100560,41011,385,41012,75,41013,35,0,13,,
100615,100616,75,300000,41011,50,41012,20,41021,5,,,,,100610,41011,385,41012,75,41013,35,0,13,,
100625,100626,75,300000,41011,50,41012,20,41021,5,,,,,100620,41011,385,41012,75,41013,35,0,13,,
100635,100636,75,300000,41011,50,41012,20,41022,5,,,,,100630,41011,385,41012,75,41013,35,0,13,,
100645,100646,75,300000,41011,50,41012,20,41022,5,,,,,100640,41011,385,41012,75,41013,35,0,13,,
100655,100656,75,300000,41011,50,41012,20,41022,5,,,,,100650,41011,385,41012,75,41013,35,0,13,,
100665,100666,75,300000,41011,50,41012,20,41022,5,,,,,100660,41011,385,41012,75,41013,35,0,13,,
100715,100716,75,300000,41011,50,41012,20,41021,5,,,,,100710,41011,385,41012,75,41013,35,0,13,,
100725,100726,75,300000,41011,50,41012,20,41021,5,,,,,100720,41011,385,41012,75,41013,35,0,13,,
100735,100736,75,300000,41011,50,41012,20,41022,5,,,,,100730,41011,385,41012,75,41013,35,0,13,,
100745,100746,75,300000,41011,50,41012,20,41022,5,,,,,100740,41011,385,41012,75,41013,35,0,13,,
100755,100756,75,300000,41011,50,41012,20,41022,5,,,,,100750,41011,385,41012,75,41013,35,0,13,,
100765,100766,75,300000,41011,50,41012,20,41022,5,,,,,100760,41011,385,41012,75,41013,35,0,13,,
100815,100816,75,300000,41011,50,41012,20,41021,5,,,,,100810,41011,385,41012,75,41013,35,0,13,,
100825,100826,75,300000,41011,50,41012,20,41022,5,,,,,100820,41011,385,41012,75,41013,35,0,13,,
100835,100836,75,300000,41011,50,41012,20,41022,5,,,,,100830,41011,385,41012,75,41013,35,0,13,,
100845,100846,75,300000,41011,50,41012,20,41022,5,,,,,100840,41011,385,41012,75,41013,35,0,13,,
100855,100856,75,300000,41011,50,41012,20,41022,5,,,,,100850,41011,385,41012,75,41013,35,0,13,,
100865,100866,75,300000,41011,50,41012,20,41022,5,,,,,100860,41011,385,41012,75,41013,35,0,13,,
100875,100876,75,300000,41011,50,41012,20,41022,5,,,,,100870,41011,385,41012,75,41013,35,0,13,,
100885,100886,75,300000,41011,50,41012,20,41021,5,,,,,100880,41011,385,41012,75,41013,35,0,13,,
100895,100896,75,300000,41011,50,41012,20,41021,5,,,,,100890,41011,385,41012,75,41013,35,0,13,,
100905,100906,75,300000,41011,50,41012,20,41021,5,,,,,100900,41011,385,41012,75,41013,35,0,13,,
100915,100916,75,300000,41011,50,41012,20,41022,5,,,,,100910,41011,385,41012,75,41013,35,0,13,,
100925,100926,75,300000,41011,50,41012,20,41022,5,,,,,100920,41011,385,41012,75,41013,35,0,13,,
100935,100936,75,300000,41011,50,41012,20,41022,5,,,,,100930,41011,385,41012,75,41013,35,0,13,,
100945,100946,75,300000,41011,50,41012,20,41022,5,,,,,100940,41011,385,41012,75,41013,35,0,13,,
100955,100956,75,300000,41011,50,41012,20,41021,5,,,,,100950,41011,385,41012,75,41013,35,0,13,,
100965,100966,75,300000,41011,50,41012,20,41022,5,,,,,100960,41011,385,41012,75,41013,35,0,13,,
100975,100976,75,300000,41011,50,41012,20,41022,5,,,,,100970,41011,385,41012,75,41013,35,0,13,,
100985,100986,75,300000,41011,50,41012,20,41021,5,,,,,100980,41011,385,41012,75,41013,35,0,13,,
100995,100996,75,300000,41011,50,41012,20,41022,5,,,,,100990,41011,385,41012,75,41013,35,0,13,,
101005,101006,75,300000,41011,50,41012,20,41021,5,,,,,101000,41011,385,41012,75,41013,35,0,13,,
101015,101016,75,300000,41011,50,41012,20,41022,5,,,,,101010,41011,385,41012,75,41013,35,0,13,,
101025,101026,75,300000,41011,50,41012,20,41021,5,,,,,101020,41011,385,41012,75,41013,35,0,13,,
101035,101036,75,300000,41011,50,41012,20,41021,5,,,,,101030,41011,385,41012,75,41013,35,0,13,,
101045,101046,75,300000,41011,50,41012,20,41021,5,,,,,101040,41011,385,41012,75,41013,35,0,13,,
101055,101056,75,300000,41011,50,41012,20,41021,5,,,,,101050,41011,385,41012,75,41013,35,0,13,,
101065,101066,75,300000,41011,50,41012,20,41021,5,,,,,101060,41011,385,41012,75,41013,35,0,13,,
101075,101076,75,300000,41011,50,41012,20,41021,5,,,,,101070,41011,385,41012,75,41013,35,0,13,,
101085,101086,75,300000,41011,50,41012,20,41021,5,,,,,101080,41011,385,41012,75,41013,35,0,13,,
101095,101096,75,300000,41011,50,41012,20,41021,5,,,,,101090,41011,385,41012,75,41013,35,0,13,,
101105,101106,75,300000,41011,50,41012,20,41021,5,,,,,101100,41011,385,41012,75,41013,35,0,13,,
101115,101116,75,300000,41011,50,41012,20,41021,5,,,,,101110,41011,385,41012,75,41013,35,0,13,,
101125,101126,75,300000,41011,50,41012,20,41021,5,,,,,101120,41011,385,41012,75,41013,35,0,13,,
101135,101136,75,300000,41011,50,41012,20,41021,5,,,,,101130,41011,385,41012,75,41013,35,0,13,,
101145,101146,75,300000,41011,50,41012,20,41021,5,,,,,101140,41011,385,41012,75,41013,35,0,13,,
101155,101156,75,300000,41011,50,41012,20,41021,5,,,,,101150,41011,385,41012,75,41013,35,0,13,,
101165,101166,75,300000,41011,50,41012,20,41021,5,,,,,101160,41011,385,41012,75,41013,35,0,13,,
101175,101176,75,300000,41011,50,41012,20,41021,5,,,,,101170,41011,385,41012,75,41013,35,0,13,,
101185,101186,75,300000,41011,50,41012,20,41021,5,,,,,101180,41011,385,41012,75,41013,35,0,13,,
101195,101196,75,300000,41011,50,41012,20,41021,5,,,,,101190,41011,385,41012,75,41013,35,0,13,,
101205,101206,75,300000,41011,50,41012,20,41022,5,,,,,101200,41011,385,41012,75,41013,35,0,13,,
101215,101216,75,300000,41011,50,41012,20,41022,5,,,,,101210,41011,385,41012,75,41013,35,0,13,,
101225,101226,75,300000,41011,50,41012,20,41022,5,,,,,101220,41011,385,41012,75,41013,35,0,13,,
101235,101236,75,300000,41011,50,41012,20,41022,5,,,,,101230,41011,385,41012,75,41013,35,0,13,,
101245,101246,75,300000,41011,50,41012,20,41021,5,,,,,101240,41011,385,41012,75,41013,35,0,13,,
101255,101256,75,300000,41011,50,41012,20,41021,5,,,,,101250,41011,385,41012,75,41013,35,0,13,,
101265,101266,75,300000,41011,50,41012,20,41021,5,,,,,101260,41011,385,41012,75,41013,35,0,13,,
101275,101276,75,300000,41011,50,41012,20,41021,5,,,,,101270,41011,385,41012,75,41013,35,0,13,,
101285,101286,75,300000,41011,50,41012,20,41021,5,,,,,101280,41011,385,41012,75,41013,35,0,13,,
101295,101296,75,300000,41011,50,41012,20,41021,5,,,,,101290,41011,385,41012,75,41013,35,0,13,,
101305,101306,75,300000,41011,50,41012,20,41021,5,,,,,101300,41011,385,41012,75,41013,35,0,13,,
101315,101316,75,300000,41011,50,41012,20,41021,5,,,,,101310,41011,385,41012,75,41013,35,0,13,,
101325,101326,75,300000,41011,50,41012,20,41021,5,,,,,101320,41011,385,41012,75,41013,35,0,13,,
101335,101336,75,300000,41011,50,41012,20,41021,5,,,,,101330,41011,385,41012,75,41013,35,0,13,,
101345,101346,75,300000,41011,50,41012,20,41021,5,,,,,101340,41011,385,41012,75,41013,35,0,13,,
101355,101356,75,300000,41011,50,41012,20,41021,5,,,,,101350,41011,385,41012,75,41013,35,0,13,,
101365,101366,75,300000,41011,50,41012,20,41021,5,,,,,101360,41011,385,41012,75,41013,35,0,13,,
101375,101376,75,300000,41011,50,41012,20,41021,5,,,,,101370,41011,385,41012,75,41013,35,0,13,,
101385,101386,75,300000,41011,50,41012,20,41021,5,,,,,101380,41011,385,41012,75,41013,35,0,13,,
101395,101396,75,300000,41011,50,41012,20,41021,5,,,,,101390,41011,385,41012,75,41013,35,0,13,,
101405,101406,75,300000,41011,50,41012,20,41021,5,,,,,101400,41011,385,41012,75,41013,35,0,13,,
101415,101416,75,300000,41011,50,41012,20,41021,5,,,,,101410,41011,385,41012,75,41013,35,0,13,,
101425,101426,75,300000,41011,50,41012,20,41022,5,,,,,101420,41011,385,41012,75,41013,35,0,13,,
101435,101436,75,300000,41011,50,41012,20,41022,5,,,,,101430,41011,385,41012,75,41013,35,0,13,,
101445,101446,75,300000,41011,50,41012,20,41021,5,,,,,101440,41011,385,41012,75,41013,35,0,13,,
101455,101456,75,300000,41011,50,41012,20,41022,5,,,,,101450,41011,385,41012,75,41013,35,0,13,,
101465,101466,75,300000,41011,50,41012,20,41022,5,,,,,101460,41011,385,41012,75,41013,35,0,13,,
101475,101476,75,300000,41011,50,41012,20,41021,5,,,,,101470,41011,385,41012,75,41013,35,0,13,,
101485,101486,75,300000,41011,50,41012,20,41022,5,,,,,101480,41011,385,41012,75,41013,35,0,13,,
101495,101496,75,300000,41011,50,41012,20,41022,5,,,,,101490,41011,385,41012,75,41013,35,0,13,,
101505,101506,75,300000,41011,50,41012,20,41021,5,,,,,101500,41011,385,41012,75,41013,35,0,13,,
101515,101516,75,300000,41011,50,41012,20,41022,5,,,,,101510,41011,385,41012,75,41013,35,0,13,,
101525,101526,75,300000,41011,50,41012,20,41022,5,,,,,101520,41011,385,41012,75,41013,35,0,13,,
#,,,,,,,,,,,,,,错误:520,41011,0,0,0,0,0,0,0,,
100116,100117,85,500000,41011,100,41012,40,41021,10,,,,,100110,41011,435,41012,95,41013,35,0,13,,
100126,100127,85,500000,41011,100,41012,40,41021,10,,,,,100120,41011,435,41012,95,41013,35,0,13,,
100136,100137,85,500000,41011,100,41012,40,41022,10,,,,,100130,41011,435,41012,95,41013,35,0,13,,
100146,100147,85,500000,41011,100,41012,40,41022,10,,,,,100140,41011,435,41012,95,41013,35,0,13,,
100156,100157,85,500000,41011,100,41012,40,41022,10,,,,,100150,41011,435,41012,95,41013,35,0,13,,
100166,100167,85,500000,41011,100,41012,40,41022,10,,,,,100160,41011,435,41012,95,41013,35,0,13,,
100216,100217,85,500000,41011,100,41012,40,41021,10,,,,,100210,41011,435,41012,95,41013,35,0,13,,
100226,100227,85,500000,41011,100,41012,40,41021,10,,,,,100220,41011,435,41012,95,41013,35,0,13,,
100236,100237,85,500000,41011,100,41012,40,41022,10,,,,,100230,41011,435,41012,95,41013,35,0,13,,
100246,100247,85,500000,41011,100,41012,40,41022,10,,,,,100240,41011,435,41012,95,41013,35,0,13,,
100256,100257,85,500000,41011,100,41012,40,41022,10,,,,,100250,41011,435,41012,95,41013,35,0,13,,
100266,100267,85,500000,41011,100,41012,40,41022,10,,,,,100260,41011,435,41012,95,41013,35,0,13,,
100316,100317,85,500000,41011,100,41012,40,41021,10,,,,,100310,41011,435,41012,95,41013,35,0,13,,
100326,100327,85,500000,41011,100,41012,40,41021,10,,,,,100320,41011,435,41012,95,41013,35,0,13,,
100336,100337,85,500000,41011,100,41012,40,41022,10,,,,,100330,41011,435,41012,95,41013,35,0,13,,
100346,100347,85,500000,41011,100,41012,40,41022,10,,,,,100340,41011,435,41012,95,41013,35,0,13,,
100356,100357,85,500000,41011,100,41012,40,41022,10,,,,,100350,41011,435,41012,95,41013,35,0,13,,
100366,100367,85,500000,41011,100,41012,40,41022,10,,,,,100360,41011,435,41012,95,41013,35,0,13,,
100416,100417,85,500000,41011,100,41012,40,41021,10,,,,,100410,41011,435,41012,95,41013,35,0,13,,
100426,100427,85,500000,41011,100,41012,40,41021,10,,,,,100420,41011,435,41012,95,41013,35,0,13,,
100436,100437,85,500000,41011,100,41012,40,41022,10,,,,,100430,41011,435,41012,95,41013,35,0,13,,
100446,100447,85,500000,41011,100,41012,40,41022,10,,,,,100440,41011,435,41012,95,41013,35,0,13,,
100456,100457,85,500000,41011,100,41012,40,41022,10,,,,,100450,41011,435,41012,95,41013,35,0,13,,
100466,100467,85,500000,41011,100,41012,40,41022,10,,,,,100460,41011,435,41012,95,41013,35,0,13,,
100516,100517,85,500000,41011,100,41012,40,41021,10,,,,,100510,41011,435,41012,95,41013,35,0,13,,
100526,100527,85,500000,41011,100,41012,40,41021,10,,,,,100520,41011,435,41012,95,41013,35,0,13,,
100536,100537,85,500000,41011,100,41012,40,41022,10,,,,,100530,41011,435,41012,95,41013,35,0,13,,
100546,100547,85,500000,41011,100,41012,40,41022,10,,,,,100540,41011,435,41012,95,41013,35,0,13,,
100556,100557,85,500000,41011,100,41012,40,41022,10,,,,,100550,41011,435,41012,95,41013,35,0,13,,
100566,100567,85,500000,41011,100,41012,40,41022,10,,,,,100560,41011,435,41012,95,41013,35,0,13,,
100616,100617,85,500000,41011,100,41012,40,41021,10,,,,,100610,41011,435,41012,95,41013,35,0,13,,
100626,100627,85,500000,41011,100,41012,40,41021,10,,,,,100620,41011,435,41012,95,41013,35,0,13,,
100636,100637,85,500000,41011,100,41012,40,41022,10,,,,,100630,41011,435,41012,95,41013,35,0,13,,
100646,100647,85,500000,41011,100,41012,40,41022,10,,,,,100640,41011,435,41012,95,41013,35,0,13,,
100656,100657,85,500000,41011,100,41012,40,41022,10,,,,,100650,41011,435,41012,95,41013,35,0,13,,
100666,100667,85,500000,41011,100,41012,40,41022,10,,,,,100660,41011,435,41012,95,41013,35,0,13,,
100716,100717,85,500000,41011,100,41012,40,41021,10,,,,,100710,41011,435,41012,95,41013,35,0,13,,
100726,100727,85,500000,41011,100,41012,40,41021,10,,,,,100720,41011,435,41012,95,41013,35,0,13,,
100736,100737,85,500000,41011,100,41012,40,41022,10,,,,,100730,41011,435,41012,95,41013,35,0,13,,
100746,100747,85,500000,41011,100,41012,40,41022,10,,,,,100740,41011,435,41012,95,41013,35,0,13,,
100756,100757,85,500000,41011,100,41012,40,41022,10,,,,,100750,41011,435,41012,95,41013,35,0,13,,
100766,100767,85,500000,41011,100,41012,40,41022,10,,,,,100760,41011,435,41012,95,41013,35,0,13,,
100816,100817,85,500000,41011,100,41012,40,41021,10,,,,,100810,41011,435,41012,95,41013,35,0,13,,
100826,100827,85,500000,41011,100,41012,40,41022,10,,,,,100820,41011,435,41012,95,41013,35,0,13,,
100836,100837,85,500000,41011,100,41012,40,41022,10,,,,,100830,41011,435,41012,95,41013,35,0,13,,
100846,100847,85,500000,41011,100,41012,40,41022,10,,,,,100840,41011,435,41012,95,41013,35,0,13,,
100856,100857,85,500000,41011,100,41012,40,41022,10,,,,,100850,41011,435,41012,95,41013,35,0,13,,
100866,100867,85,500000,41011,100,41012,40,41022,10,,,,,100860,41011,435,41012,95,41013,35,0,13,,
100876,100877,85,500000,41011,100,41012,40,41022,10,,,,,100870,41011,435,41012,95,41013,35,0,13,,
100886,100887,85,500000,41011,100,41012,40,41021,10,,,,,100880,41011,435,41012,95,41013,35,0,13,,
100896,100897,85,500000,41011,100,41012,40,41021,10,,,,,100890,41011,435,41012,95,41013,35,0,13,,
100906,100907,85,500000,41011,100,41012,40,41021,10,,,,,100900,41011,435,41012,95,41013,35,0,13,,
100916,100917,85,500000,41011,100,41012,40,41022,10,,,,,100910,41011,435,41012,95,41013,35,0,13,,
100926,100927,85,500000,41011,100,41012,40,41022,10,,,,,100920,41011,435,41012,95,41013,35,0,13,,
100936,100937,85,500000,41011,100,41012,40,41022,10,,,,,100930,41011,435,41012,95,41013,35,0,13,,
100946,100947,85,500000,41011,100,41012,40,41022,10,,,,,100940,41011,435,41012,95,41013,35,0,13,,
100956,100957,85,500000,41011,100,41012,40,41021,10,,,,,100950,41011,435,41012,95,41013,35,0,13,,
100966,100967,85,500000,41011,100,41012,40,41022,10,,,,,100960,41011,435,41012,95,41013,35,0,13,,
100976,100977,85,500000,41011,100,41012,40,41022,10,,,,,100970,41011,435,41012,95,41013,35,0,13,,
100986,100987,85,500000,41011,100,41012,40,41021,10,,,,,100980,41011,435,41012,95,41013,35,0,13,,
100996,100997,85,500000,41011,100,41012,40,41022,10,,,,,100990,41011,435,41012,95,41013,35,0,13,,
101006,101007,85,500000,41011,100,41012,40,41021,10,,,,,101000,41011,435,41012,95,41013,35,0,13,,
101016,101017,85,500000,41011,100,41012,40,41022,10,,,,,101010,41011,435,41012,95,41013,35,0,13,,
101026,101027,85,500000,41011,100,41012,40,41021,10,,,,,101020,41011,435,41012,95,41013,35,0,13,,
101036,101037,85,500000,41011,100,41012,40,41021,10,,,,,101030,41011,435,41012,95,41013,35,0,13,,
101046,101047,85,500000,41011,100,41012,40,41021,10,,,,,101040,41011,435,41012,95,41013,35,0,13,,
101056,101057,85,500000,41011,100,41012,40,41021,10,,,,,101050,41011,435,41012,95,41013,35,0,13,,
101066,101067,85,500000,41011,100,41012,40,41021,10,,,,,101060,41011,435,41012,95,41013,35,0,13,,
101076,101077,85,500000,41011,100,41012,40,41021,10,,,,,101070,41011,435,41012,95,41013,35,0,13,,
101086,101087,85,500000,41011,100,41012,40,41021,10,,,,,101080,41011,435,41012,95,41013,35,0,13,,
101096,101097,85,500000,41011,100,41012,40,41021,10,,,,,101090,41011,435,41012,95,41013,35,0,13,,
101106,101107,85,500000,41011,100,41012,40,41021,10,,,,,101100,41011,435,41012,95,41013,35,0,13,,
101116,101117,85,500000,41011,100,41012,40,41021,10,,,,,101110,41011,435,41012,95,41013,35,0,13,,
101126,101127,85,500000,41011,100,41012,40,41021,10,,,,,101120,41011,435,41012,95,41013,35,0,13,,
101136,101137,85,500000,41011,100,41012,40,41021,10,,,,,101130,41011,435,41012,95,41013,35,0,13,,
101146,101147,85,500000,41011,100,41012,40,41021,10,,,,,101140,41011,435,41012,95,41013,35,0,13,,
101156,101157,85,500000,41011,100,41012,40,41021,10,,,,,101150,41011,435,41012,95,41013,35,0,13,,
101166,101167,85,500000,41011,100,41012,40,41021,10,,,,,101160,41011,435,41012,95,41013,35,0,13,,
101176,101177,85,500000,41011,100,41012,40,41021,10,,,,,101170,41011,435,41012,95,41013,35,0,13,,
101186,101187,85,500000,41011,100,41012,40,41021,10,,,,,101180,41011,435,41012,95,41013,35,0,13,,
101196,101197,85,500000,41011,100,41012,40,41021,10,,,,,101190,41011,435,41012,95,41013,35,0,13,,
101206,101207,85,500000,41011,100,41012,40,41022,10,,,,,101200,41011,435,41012,95,41013,35,0,13,,
101216,101217,85,500000,41011,100,41012,40,41022,10,,,,,101210,41011,435,41012,95,41013,35,0,13,,
101226,101227,85,500000,41011,100,41012,40,41022,10,,,,,101220,41011,435,41012,95,41013,35,0,13,,
101236,101237,85,500000,41011,100,41012,40,41022,10,,,,,101230,41011,435,41012,95,41013,35,0,13,,
101246,101247,85,500000,41011,100,41012,40,41021,10,,,,,101240,41011,435,41012,95,41013,35,0,13,,
101256,101257,85,500000,41011,100,41012,40,41021,10,,,,,101250,41011,435,41012,95,41013,35,0,13,,
101266,101267,85,500000,41011,100,41012,40,41021,10,,,,,101260,41011,435,41012,95,41013,35,0,13,,
101276,101277,85,500000,41011,100,41012,40,41021,10,,,,,101270,41011,435,41012,95,41013,35,0,13,,
101286,101287,85,500000,41011,100,41012,40,41021,10,,,,,101280,41011,435,41012,95,41013,35,0,13,,
101296,101297,85,500000,41011,100,41012,40,41021,10,,,,,101290,41011,435,41012,95,41013,35,0,13,,
101306,101307,85,500000,41011,100,41012,40,41021,10,,,,,101300,41011,435,41012,95,41013,35,0,13,,
101316,101317,85,500000,41011,100,41012,40,41021,10,,,,,101310,41011,435,41012,95,41013,35,0,13,,
101326,101327,85,500000,41011,100,41012,40,41021,10,,,,,101320,41011,435,41012,95,41013,35,0,13,,
101336,101337,85,500000,41011,100,41012,40,41021,10,,,,,101330,41011,435,41012,95,41013,35,0,13,,
101346,101347,85,500000,41011,100,41012,40,41021,10,,,,,101340,41011,435,41012,95,41013,35,0,13,,
101356,101357,85,500000,41011,100,41012,40,41021,10,,,,,101350,41011,435,41012,95,41013,35,0,13,,
101366,101367,85,500000,41011,100,41012,40,41021,10,,,,,101360,41011,435,41012,95,41013,35,0,13,,
101376,101377,85,500000,41011,100,41012,40,41021,10,,,,,101370,41011,435,41012,95,41013,35,0,13,,
101386,101387,85,500000,41011,100,41012,40,41021,10,,,,,101380,41011,435,41012,95,41013,35,0,13,,
101396,101397,85,500000,41011,100,41012,40,41021,10,,,,,101390,41011,435,41012,95,41013,35,0,13,,
101406,101407,85,500000,41011,100,41012,40,41021,10,,,,,101400,41011,435,41012,95,41013,35,0,13,,
101416,101417,85,500000,41011,100,41012,40,41021,10,,,,,101410,41011,435,41012,95,41013,35,0,13,,
101426,101427,85,500000,41011,100,41012,40,41022,10,,,,,101420,41011,435,41012,95,41013,35,0,13,,
101436,101437,85,500000,41011,100,41012,40,41022,10,,,,,101430,41011,435,41012,95,41013,35,0,13,,
101446,101447,85,500000,41011,100,41012,40,41021,10,,,,,101440,41011,435,41012,95,41013,35,0,13,,
101456,101457,85,500000,41011,100,41012,40,41022,10,,,,,101450,41011,435,41012,95,41013,35,0,13,,
101466,101467,85,500000,41011,100,41012,40,41022,10,,,,,101460,41011,435,41012,95,41013,35,0,13,,
101476,101477,85,500000,41011,100,41012,40,41021,10,,,,,101470,41011,435,41012,95,41013,35,0,13,,
