Table:CsvBuff,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,name:s,type:BuffType,desc:s,icon:s,i#__固定加成__,attr1:AttrType,attr1_p,attr1_v,attr2:AttrType,attr2_p,attr2_v,attr3:AttrType,attr3_p,attr3_v,i#__special_effect__,result1:s,para1:a,s#para1_desc,cover_buffs:a,add_effect_tids:a,rem_effect_tids:a,a#__other_params__,commanderGiftLevel,preBuffTid,canUseWhenlDead:b,i#rate
30009,驱散负面buff,英雄技能效果,驱散负面buff,,,,,,,,,,,,,im_removeDebuffs,"30010,30045,30011,30012,30034,30026,40024,30027,30013,30046,30014,30015,30057,30025,30041,30035,30043,400091,101121,30049,40003,40004,41001,41002,",驱散的buff tid,,,,,,,,100
30010,60%燃烧,英雄技能效果,60%燃烧,,,,,,,,,,,,,ps_burn,"2,4000,",烧几次，伤害值,,1012,1013,,,,,60
30011,50%燃烧,英雄技能效果,50%燃烧,,,,,,,,,,,,,ps_burn,"2,4000,",烧几次，伤害值,,1012,1013,,,,,50
30012,凯尔萨斯专用30%燃烧,英雄技能效果,30%燃烧,,,,,,,,,,,,,ps_burn,"2,5000,",烧几次，伤害值,,1012,1013,,,,,30
30013,60%中毒,英雄技能效果,60%中毒,,,,,,,,,,,,,ps_poison,"2,4000,",毒几次，伤害值,,1010,1011,,,,,60
30014,50%中毒,英雄技能效果,50%中毒,,,,,,,,,,,,,ps_poison,"2,4000,",毒几次，伤害值,,1010,1011,,,,,50
30015,30%中毒,英雄技能效果,30%中毒,,,,,,,,,,,,,ps_poison,"2,4000,",毒几次，伤害值,,1010,1011,,,,,30
30016,50%扣怒气25点,英雄技能效果,50%扣怒气25点,,,,,,,,,,,,,im_subMp,"25,",怒气值,,,,,,,,50
30017,降低攻击,英雄技能效果,"降低x3,10",,,,,,,,,,,,,ps_addOneHeroAp1ByRound,"2,30,-1000,","回合数, AttrType, 增加几点",,,,,,,,100
30018,15%缠绕,英雄技能效果,15%几率缠绕,,,,,,,,,,,,,ps_twine,"2,",回合数,,1020,1021,,,,,15
30019,60%眩晕,英雄技能效果,60%眩晕,,,,,,,,,,,,,ps_dizzy,"2,",回合数,,1014,1015,,,,,60
30020,-10%速度,英雄技能效果,-10%速度,,,,,,,,,,,,,ps_addOneHeroAp1ByRound,"1,11,-1000,","回合数, AttrType, 增加几点",,,,,,,,100
30021,提升自身一回合格挡,英雄技能效果,提升自身一回合格挡,,,,,,,,,,,,,ps2_addOneHeroAp1ByRound,"1,18,4500,","回合数, AttrType, 增加几点",,,,,,,,100
30022,提升自身一回合抵抗,英雄技能效果,提升自身一回合抵抗,,,,,,,,,,,,,ps2_addOneHeroAp1ByRound,"1,19,4500,","回合数, AttrType, 增加几点",,,,,,,,100
30023,提升自身一回合闪避,英雄技能效果,提升自身一回合闪避,,,,,,,,,,,,,ps2_addOneHeroAp1ByRound,"1,15,2200,","回合数, AttrType, 增加几点",,,,,,,,100
30024,吸血,英雄技能效果,根据打出的伤害恢复血量,,,,,,,,,,,,,im_recoverOnHurt,"10000,",恢复打出伤害的万分比,,,,,,,,100
30025,70%沉默,英雄技能效果,沉默，不能释放怒气技能,,,,,,,,,,,,,ps_Silent,"2,",沉默回合数,,20665,20666,,,,,70
30026,100%中毒,英雄技能效果,中毒,,,,,,,,,,,,,ps_poison,"2,4000,",毒几次，伤害值,,1010,1011,,,,,100
30027,100%燃烧,英雄技能效果,燃烧,,,,,,,,,,,,,ps_burn,"2,4000,",烧几次，伤害值,,1012,1013,,,,,100
30028,无敌,英雄技能效果,无敌,,,,,,,,,,,,,ps_noHurt,"1,2,","回合数,伤害数",,1016,1017,,,,,100
30029,60%眩晕,英雄技能效果,60%眩晕,,,,,,,,,,,,,ps_dizzy,"2,",回合数,,1014,1015,,,,,60
30030,50%扣25怒气,英雄技能效果,50%扣25怒气,,,,,,,,,,,,,im_subMp,"25,",怒气值,,,,,,,,50
30031,给左右同伴加25怒气,英雄技能效果,给左右同伴加25怒气,,,,,,,,,,,,,im_recoverMpLeftAndRight,"25,",怒气值,,,,,,,,100
30032,100%眩晕,英雄技能效果,100%眩晕,,,,,,,,,,,,,ps_dizzy,"2,",回合数,,1014,1015,,,,,100
30033,100%缠绕,英雄技能效果,100%缠绕,,,,,,,,,,,,,ps_twine,"2,",回合数,,1020,1021,,,,,100
30034,凯尔萨斯专用40%燃烧,英雄技能效果,40%燃烧,,,,,,,,,,,,,ps_burn,"2,4000,",烧几次，伤害值,,1012,1013,,,,,40
30035,缴械,英雄技能效果,缴械,,,,,,,,,,,,,ps_disarm,"3,",,,,,,,,,
30036,8%吸血,英雄技能效果,根据打出的伤害恢复血量,,,,,,,,,,,,,im_recoverOnHurt,"800,",恢复打出伤害的万分比,,,,,,,,100
30037,4%吸血,英雄技能效果,根据打出的伤害恢复血量,,,,,,,,,,,,,im_recoverOnHurt,"400,",恢复打出伤害的万分比,,,,,,,,100
30038,圣光救赎 ,英雄技能效果,,,,,,,,,,,,,,ps_ShieldToAttack,"1000,3,1",盾血量为英雄总血量万分比；1物理，2魔法，3全部；生效次数,,20761,20762,,,,,
30039,扣怒气15点,英雄技能效果,NPC扣怒气15点,,,,,,,,,,,,,ps_addBuffOnNormalAttack,"10000,30025,3",怒气值,,,,,,,,100
30040,25%几率冰冻,英雄技能效果,NPC25%几率冰冻,,,,,,,,,,,,,ps_addBuffOnNormalAttack,"2500,101121,3",,,,,,,,,
30041,25%沉默,英雄技能效果,NPC沉默，不能释放怒气技能,,,,,,,,,,,,,ps_addBuffOnNormalAttack,"2500,30025,3",,,,,,,,,25
30042,15%眩晕,英雄技能效果,NPC15%眩晕,,,,,,,,,,,,,ps_addBuffOnNormalAttack,"1500,30008,3",回合数,,,,,,,,15
30043,25%缴械,英雄技能效果,NPC缴械,,,,,,,,,,,,,ps_addBuffOnNormalAttack,"2500,30035,3",,,,,,,,,25
30044,扣怒气15点,英雄技能效果,扣怒气15点,,,,,,,,,,,,,im_subMp,"15,",怒气值,,,,,,,,100
30045,NPC30%燃烧,英雄技能效果,NPC30%燃烧,,,,,,,,,,,,,ps_addBuffOnNormalAttack,"3000,30010,3",,,,,,,,,
30046,NPC30%中毒,英雄技能效果,NPC30%中毒,,,,,,,,,,,,,ps_addBuffOnNormalAttack,"3000,30013,3",,,,,,,,,
30047,NPC减速,英雄技能效果,NPC减速,,,,,,,,,,,,,ps_addBuffOnNormalAttack,"10000,30020,3",,,,,,,,,
30048,NPC破甲,英雄技能效果,NPC破甲,,,,,,,,,,,,,ps_addBuffOnNormalAttack,"10000,40004,3",,,,,,,,,
30049,100%几率冰冻,英雄技能效果,NPC100%几率冰冻,,,,,,,,,,,,,ps_frozen,"2,",,,1022,1023,,,,,100
30050,缴械,英雄技能效果,德鲁伊凶猛撕咬专用70%缴械,,,,,,,,,,,,,ps_disarm,"3,",,,,,,,,,70
30051,53%燃烧,英雄技能效果,53%燃烧,,,,,,,,,,,,,ps_burn,"2,4000,",烧几次，伤害值,,1012,1013,,,,,53
30052,33%燃烧,英雄技能效果,33%燃烧,,,,,,,,,,,,,ps_burn,"2,5000,",烧几次，伤害值,,1012,1013,,,,,33
30053,无敌（3次伤害）,英雄技能效果,无敌（3次伤害）_圣盾术,,,,,,,,,,,,,ps_noHurt,"1,3,","回合数,伤害数",,1016,1017,,,,,100
30054,50%格挡,英雄技能效果,50%格挡,,,,,,,,,,,,,ps2_addOneHeroAp1ByRound,"1,18,5000,","回合数, AttrType, 增加几点",,,,,,,,100
30055,50%抵抗,英雄技能效果,50%抵抗,,,,,,,,,,,,,ps2_addOneHeroAp1ByRound,"1,19,5000,","回合数, AttrType, 增加几点",,,,,,,,100
30056,63%中毒,英雄技能效果,63%中毒,,,,,,,,,,,,,ps_poison,"2,4000,",毒几次，伤害值,,1010,1011,,,,,63
30057,33%中毒,英雄技能效果,33%中毒,,,,,,,,,,,,,ps_poison,"2,4000,",毒几次，伤害值,,1010,1011,,,,,33
30058,攻击中毒的恢复10%HP,英雄技能效果,攻击中毒的恢复10%HP,,,,,,,,,,,,,im_RecoverOnPoison,"1000,0",,,,,,,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#以下是指挥官技能效果,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#法师技能相关buff,,,,,,,,,,,,,,,,,,,,,,,,,,
40001,变形术眩晕,指挥官技能效果,变形术眩晕（需要和变形buff一起使用）,,,,,,,,,,,,,ps_dizzy,"2,",回合数,,,,,,,,100
40002,变形术变形,指挥官技能效果,变形术变形（需要和眩晕buff一起使用）,,,,,,,,,,,,,ps_transformModel,"2,4,0,","回合数,模型TID,scale增量(百)",,,,,,,,100
#战士技能相关buff,,,,,,,,,,,,,,,,,,,,,,,,,,
40003,致死打击,指挥官技能效果,致死打击 降低被攻击者受治疗效果,,,,,,,,,,,,,ps_addOneHeroAp1ByRound,"4,24,-8000,","回合数, AttrType, 增加几点",,,,,,,,100
41001,致死打击,指挥官技能效果,致死打击 降低被攻击者受治疗效果,,,,,,,,,,,,,ps_addOneHeroAp1ByRound,"4,22,-9000,","回合数, AttrType, 增加几点",,,,,,,,100
40004,破甲,指挥官技能效果,破甲 降低防御,,,,,,,,,,,,,ps_addOneHeroAp1ByRound,"4,37,-1000,","回合数, AttrType, 增加几点",,,,,,,,100
41002,破甲,指挥官技能效果,破甲 降低防御,,,,,,,,,,,,,ps_addOneHeroAiByRound,"4,37,-800,",,,,,,,,,100
40005,援护,指挥官技能效果,为我方英雄抵挡一次伤害,,,,,,,,,,,,,ps_protectedByOther,"1,",援护几次,,,,"1009,2",,,,100
#牧师技能相关buff,,,,,,,,,,,,,,,,,,,,,,,,,,
40006,吸血鬼的拥抱,指挥官技能效果,目标受到的治疗全部变成伤害,,,,,,,,,,,,,ps_transrecovertohurt,"2,5000,","几回合, 恢复转换伤害的万分比",,,,,,,,100
40007,群体驱散,指挥官技能效果,驱散我方英雄的指定负面效果,,,,,,,,,,,,,im_removeDebuffs,"30010,30045,30011,30012,30034,30013,30046,30014,30015,30057,20002,20003,40001,40020,40002,40003,41001,10164,10165,40004,30048,10166,10167,30006,30008,30029,30032,30017,30018,30033,30019,30042,30020,30047,30024,30026,40024,30027,30025,30041,20040,20041,400091,101121,30049",驱散的buff tid,,,,,,,,100
#猎人技能相关buff,,,,,,,,,,,,,,,,,,,,,,,,,,
40008,凝神射击,指挥官技能效果,驱散狂暴buff,,,,,,,,,,,,,im_removeDebuffs,"10004,10101,10109,10110,10114",驱散的buff tid,,,,,,,,100
40009,冰冻陷阱,指挥官技能效果,敌方攻击自己的英雄将被冰冻,,,,,,,,,,,,,ps_freezingTrap,"400091,",冰冻几回合,,,,,,,,100
40010,猎人印记,指挥官技能效果,指挥官指定一个目标集火，攻击被集火目标会提升X3,,,,,,,,,,,,,ps_setfiretothis+X3,"2,2500,","几回合, X3增量",,1018,1019,,,,,100
#圣骑士技能相关buff,,,,,,,,,,,,,,,,,,,,,,,,,,
40011,洞察圣印,指挥官技能效果,使自己的所有英雄出手时，恢复与英雄攻击相关的一定血量,,,,,,,,,,,,,ps_recoverOnNextSelToTeam,"400,600,800,900,1000,1050,1100,",每个等级恢复万分比,,,,,,,,100
40012,保护圣印,指挥官技能效果,提升己方所有英雄的最终免伤,,,,,,,,,,,,,ps_addSubFinalDamageToTeam,"400,600,800,900,1000,1050,1100,",每个等级免伤,,,,,,,,100
40013,复仇圣印,指挥官技能效果,提升己方所有英雄的最终伤害,,,,,,,,,,,,,ps_addAddFinalDamageToTeam,"400,600,800,900,1000,1050,1100,",每个等级增伤,,,,,,,,100
40014,审判,指挥官技能效果,"释放所有的圣印效果，根据圣印层数对敌方群体造成一定伤害，并根据自己最后一个圣印效果，决定最后的技能附加效果,洞察：额外恢复我方全体一定血量(万分比)；保护：额外恢复我方全体英雄一定怒气（几个，多少）；复仇：有几率使敌方眩晕（万分比）",,,,,,,,,,,,,im_trialByFinalSkill,"400141,400142,400143",,,,,,,,,100
#萨满技能相关buff,,,,,,,,,,,,,,,,,,,,,,,,,,
40015,闪电链 ,指挥官技能效果,攻击一个敌方目标，并随机链接到其他几个敌方目标,,,,,,,,,,,,,im_oneSkillChain,"4,60001,","人数上限,技能tid",,,,,,,是,100
40016,风怒图腾,指挥官技能效果,使我方的所有英雄有一定几率普通攻击触发两次,,,,,,,,,,,,,ps_windfuryTotems,"400161,2",,,20622,20623,,,,,100
40017,治疗链,指挥官技能效果,为血量最少的我方英雄治疗，并随机治疗几个其他单位,,,,,,,,,,,,,im_oneSkillChain,"4,60003,","人数上限,技能tid",,,,,,,是,100
40018,嗜血,指挥官技能效果,全部英雄变红变大，提升攻击和暴击率,,,,,,,,,,,,,ps_onHurt+X3+crit,"2,20,1200,1000,","几回合,模型scale,X3增量, 暴击率增量",,20703,20704,,,,,100
#德鲁伊技能相关buff,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,激活,指挥官技能效果,随机几个英雄恢复怒气,,,,,,,,,,,,,im_recoverMp,"50,",几个英雄，恢复多少怒气,,,,,,,,100
40020,纠缠根须,指挥官技能效果,,,,,,,,,,,,,,ps_twine,"2,",回合数,,1020,1021,,,,,80
40021,战复,指挥官技能效果,随机复活我方一个死亡的英雄，并为其恢复一定量的生命，如果没有阵亡的英雄，则为血量最少的一个英雄恢复所有生命,,,,,,,,,,,,,im_combatRecovery,"5000,",,,,,,,,,100
#术士技能相关buff,,,,,,,,,,,,,,,,,,复活后万分比血量,,,,,,,,100
#,未知,指挥官技能效果,,,,,,,,,,,,,,,,,,,,,,,,100
40024,腐蚀术,指挥官技能效果,使所有敌人进入中毒状态,,,,,,,,,,,,,ps_poison,"2,1300,",毒几次，伤害值,,1010,1011,,,,,100
#,恶魔掌控,指挥官技能效果,随机召唤一个恶魔，并根据恶魔的不同释放不同效果,,,,,,,,,,,,,,,,,,,,,,,100
40026,恶魔变形,指挥官技能效果,变成一个恶魔，变身后重置所有普通技能CD，恢复一定的能量，并提升技能效果,,,,,,,,,,,,,ps_transDevil,"800,3000,170,0,","恢复能量,X3增量,模型TID,模型scale(百)",,,,,,,,100
#盗贼技能相关buff,,,,,,,,,,,,,,,,,,,,,,,,,,
40027,闪避,指挥官技能效果,提升我方后排英雄的闪避率两个回合,,,,,,,,,,,,,ps_addOneHeroAp1ByRound,"2,15,1500",,,21021,21022,,,,,100
40028,冷血,指挥官技能效果,随机指定一个我方英雄，使其在下两个回合的暴击率提升100%,,,,,,,,,,,,,ps_addOneHeroAp1ByRound,"3,16,10000",回合数填表中要比实际回合加一,,21011,21012,,,,,100
#,菊花茶,指挥官技能效果,,,,,,,,,,,,,,,,,,,,,,,,100
40030,菊花茶,指挥官技能效果,恢复盗贼自身1000点能量值，并恢复我方全体英雄50点怒气,,,,,,,,,,,,,im_recoverMp,"50,1000,",恢复英雄怒气，恢复指挥官能量,,,,,,,,100
#未启用技能相关buff,,,,,,,,,,,,,,,,,,,,,,,,,,100
#,亡灵大军,指挥官技能效果,复活,,,,,,,,,,,,,ps_transformModelAndData,"6,5000,","模型TID,减掉数值万分比",,,,,,,,100
#,背刺破甲,指挥官技能效果,背刺附带效果 降低X4,,,,,,,,,,,,,ps_subX4,"2,5000,","回合数,减防万分比",,,,,,,,100
#,剑刃乱舞破甲,指挥官技能效果,剑刃乱舞附带效果 降低X4,,,,,,,,,,,,,ps_subX4,"2,10000,","回合数,减防万分比",,,,,,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#以下是阵营相关天赋,,,,,,,,,,,,,,,,,,,,,,,,,,
60001,,英雄技能效果,攻击敌对阵营时增加自己的属性,,,,,,,,,,,,,ps_HurtDiffCampAddAttr,"1,30,10000,",,,,,,,,,
60002,,英雄技能效果,敌对阵营攻击我时减少对方的属性,,,,,,,,,,,,,ps_BeHurtDiffCampAddAttr,"0,37,-10000,",,,,,,,,,
60003,,英雄技能效果,给我方所有和此英雄同阵营的英雄附加一个buff,,,,,,,,,,,,,ps_AddBuff2SameCamp,"60001,",,,,,,,,,
60004,,英雄技能效果,给我方所有和此英雄同阵营的英雄附加一个buff,,,,,,,,,,,,,ps_AddBuff2SameCamp,"60002,",,,,,,,,,
60005,,英雄技能效果,给我方所有和此英雄同阵营的英雄增加属性,,,,,,,,,,,,,ps_AddAttr2SameCamp,"31,10000,",,,,,,,,,
#以下是缘分相关天赋,,,,,,,,,,,,,,,,,,,,,,,,,,
70001,混血,英雄技能效果,自然之握：受创时1%的几率缠绕对手，死亡时100%的几率缠绕杀死自己的凶手。由半神触发。,,,,,,,,,,,,,ps_NatureGrasp,"30033,100,10000","buffTid,受伤缠绕概率，死亡缠绕概率",,,,,,,,
70002,德高望重,英雄技能效果,防御壁垒：每次格挡后，均会为你恢复一定的生命值。由山丘之王触发。,,,,,,,,,,,,,ps_RecoverOnBlock,"3000,0,",恢复伤害量万分比，恢复固定值,,,,,,,,
70003,我是大法师,英雄技能效果,寒冰护体：进战斗时，获得寒冰护体效果，可以吸收20%生命上限的法术伤害，由克总触发。,,,,,,,,,,,,,ps_ShieldToAttack,"2000,2,1",盾血量为英雄总血量万分比,,20761,20762,,,,,
70004,上层精灵的挽歌,英雄技能效果,炙灼：攻击时，若对手处于燃烧状态，则对其造成的8%伤害转化为对自身的治疗。由逐日者触发。,,,,,,,,,,,,,ps_RecoverOnBurn,"800,0,",恢复总伤害万分比，恢复固定值,,,,,,,,
70005,巫妖王,英雄技能效果,法力之潮：每回合为己方所有英雄恢复10点怒气。由天灾首领触发。,,,,,,,,,,,,,ps_ManaTide,"10,",恢复怒气值,,,,,,,,
70006,本是同根生,英雄技能效果,联结治疗：对其他英雄释放快速治疗时，会对自己同时释放一个快速治疗。由先知触发。,,,,,,,,,,,,,ps_BindingHeal,,,,,,,,,,
70007,暮光之锤,英雄技能效果,吸取法力：若敌人处于中毒状态，则你的吸取生命还会从其身上吸取10点怒气。由暮光首领触发。,,,,,,,,,,,,,ps_RecoverMpOnPoison,"10,",吸取怒气值,,,,,,,,
70008,大酋长,英雄技能效果,狂暴之怒：免疫眩晕效果，血量越少则暴击几率越高，最高可增加30%暴击。由地狱咆哮触发。,,,,,,,,,,,,,ps_BerserkerRage,"3000,100671,30006,30008,30019,30042,30029,30032,",暴击增加上限，免疫id列表,,,,,,,,
70009,重生,英雄技能效果,重生：死亡后立即复活，拥有20%的血量。由血色指挥官触发。,,,,,,,,,,,,,ps_RebornImmediately2,"2000,",重生后血量万分比,,,,,,,,
70010,亡灵天灾,英雄技能效果,亡灵大军：当达里安莫格莱尼死亡时，阿尔萨斯会强制转化所有的阵亡英雄为骷髅兵,,,,,,,,,,,,,ps_UndeadArmy,"700101,1002",亡灵大军bufftid,,,,,,,,
70011,花开雷霆崖,英雄技能效果,狂暴姿态：造成的伤害提升10%，受到的伤害提升10%，怒气恢复速度提升50%,,,,,,,,,,,,,ps_BerserkerStance,"5000,1000,-1000",恢复MP加成万分比，x3万分比，x4万分比,,,,,,,,
70012,通灵学院,英雄技能效果,寒冰护体：进战斗时，获得寒冰护体效果，可以吸收15%生命上限的法术伤害，由莱斯霜语触发。,,,,,,,,,,,,,ps_ShieldToAttack,"1500,2,1",盾血量为英雄总血量万分比,,20761,20762,,,,,
70013,黑石深渊,英雄技能效果,联结治疗：对其他英雄释放快速治疗时，会对自己同时释放一个快速治疗。由茉艾拉铜须触发。,,,,,,,,,,,,,ps_BindingHeal,,,,,,,,,,
70014,符文分流 ,英雄技能效果,死亡后为己方其他英雄恢复与自己生命相关的血量 ,,,,,,,,,,,,,ps_RuneShunt,"900,0,",死亡恢复万分比，死亡恢复固定值,,,,,,,,
70015,圣光救赎 ,英雄技能效果,如果受到你治疗的主目标血量低于30%，则还会获得一个吸收盾（每个英雄每场战斗只触发一次）,,,,,,,,,,,,,ps_RedemptionOfLight,"30038,3000,",buffid，血量低于万分比触发,,,,,,,,
70016,内奸,英雄技能效果,狂暴回复：每回合回复总血量4%的生命值,,,回复,400,,,,,,,,,,,,,,,,,,,
70017,来抓我呀,英雄技能效果,恶魔之咬：每杀死一个敌人，则会回复25点怒气,,,,,,,,,,,,,ps_RecoverMpOnKill,"25,",恢复MP,,,,,,,,
#以下是无尽试炼高波数buff,,,,,,,,,,,,,,,,,,,,,,,,,,
80001,第15波增强,英雄天赋,提高X35%，X45%，0%。,,,X3,1500,,X4,1500,,,,,,,,,,,,,,,,
80002,第16波增强,英雄天赋,提高X310%，X410%，0%。,,,X3,4000,,X4,4000,,,,,,,,,,,,,,,,
80003,第17波增强,英雄天赋,提高X325%，X425%，0%。,,,X3,7000,,X4,7000,,,,,,,,,,,,,,,,
80004,第18波增强,英雄天赋,提高X340%，X440%，0%。,,,X3,12000,,X4,12000,,,,,,,,,,,,,,,,
80005,第19波增强,英雄天赋,提高X360%，X460%，0%。,,,X3,24000,,X4,24000,,,,,,,,,,,,,,,,
80006,第20波增强,英雄天赋,提高X380%，X480%，0%。,,,X3,100000,,X4,100000,,,,,,,,,,,,,,,,
#以下是指挥官天赋,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1000101,格挡力,指挥官天赋,增加所有英雄的格挡0.2%,Icon/gedangli,,格挡,20,,,,,,,,,,,,,,,,1,,,100
1000102,格挡力,指挥官天赋,增加所有英雄的格挡0.4%,Icon/gedangli,,格挡,40,,,,,,,,,,,,,,,,2,,,100
1000103,格挡力,指挥官天赋,增加所有英雄的格挡0.6%,Icon/gedangli,,格挡,60,,,,,,,,,,,,,,,,3,,,100
1000104,格挡力,指挥官天赋,增加所有英雄的格挡0.8%,Icon/gedangli,,格挡,80,,,,,,,,,,,,,,,,4,,,100
1000105,格挡力,指挥官天赋,增加所有英雄的格挡1%,Icon/gedangli,,格挡,100,,,,,,,,,,,,,,,,5,,,100
1000106,格挡力,指挥官天赋,增加所有英雄的格挡1.2%,Icon/gedangli,,格挡,120,,,,,,,,,,,,,,,,6,,,100
1000107,格挡力,指挥官天赋,增加所有英雄的格挡1.4%,Icon/gedangli,,格挡,140,,,,,,,,,,,,,,,,7,,,100
1000108,格挡力,指挥官天赋,增加所有英雄的格挡1.6%,Icon/gedangli,,格挡,160,,,,,,,,,,,,,,,,8,,,100
1000109,格挡力,指挥官天赋,增加所有英雄的格挡1.8%,Icon/gedangli,,格挡,180,,,,,,,,,,,,,,,,9,,,100
1000110,格挡力,指挥官天赋,增加所有英雄的格挡2%,Icon/gedangli,,格挡,200,,,,,,,,,,,,,,,,10,,,100
1000111,格挡力,指挥官天赋,增加所有英雄的格挡2.2%,Icon/gedangli,,格挡,220,,,,,,,,,,,,,,,,11,,,100
1000112,格挡力,指挥官天赋,增加所有英雄的格挡2.4%,Icon/gedangli,,格挡,240,,,,,,,,,,,,,,,,12,,,100
1000113,格挡力,指挥官天赋,增加所有英雄的格挡2.6%,Icon/gedangli,,格挡,260,,,,,,,,,,,,,,,,13,,,100
1000114,格挡力,指挥官天赋,增加所有英雄的格挡2.8%,Icon/gedangli,,格挡,280,,,,,,,,,,,,,,,,14,,,100
1000115,格挡力,指挥官天赋,增加所有英雄的格挡3%,Icon/gedangli,,格挡,300,,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1000201,抵抗力,指挥官天赋,增加所有英雄的抵抗0.2%,Icon/dikangli,,抵抗,20,,,,,,,,,,,,,,,,1,,,100
1000202,抵抗力,指挥官天赋,增加所有英雄的抵抗0.4%,Icon/dikangli,,抵抗,40,,,,,,,,,,,,,,,,2,,,100
1000203,抵抗力,指挥官天赋,增加所有英雄的抵抗0.6%,Icon/dikangli,,抵抗,60,,,,,,,,,,,,,,,,3,,,100
1000204,抵抗力,指挥官天赋,增加所有英雄的抵抗0.8%,Icon/dikangli,,抵抗,80,,,,,,,,,,,,,,,,4,,,100
1000205,抵抗力,指挥官天赋,增加所有英雄的抵抗1%,Icon/dikangli,,抵抗,100,,,,,,,,,,,,,,,,5,,,100
1000206,抵抗力,指挥官天赋,增加所有英雄的抵抗1.2%,Icon/dikangli,,抵抗,120,,,,,,,,,,,,,,,,6,,,100
1000207,抵抗力,指挥官天赋,增加所有英雄的抵抗1.4%,Icon/dikangli,,抵抗,140,,,,,,,,,,,,,,,,7,,,100
1000208,抵抗力,指挥官天赋,增加所有英雄的抵抗1.6%,Icon/dikangli,,抵抗,160,,,,,,,,,,,,,,,,8,,,100
1000209,抵抗力,指挥官天赋,增加所有英雄的抵抗1.8%,Icon/dikangli,,抵抗,180,,,,,,,,,,,,,,,,9,,,100
1000210,抵抗力,指挥官天赋,增加所有英雄的抵抗2%,Icon/dikangli,,抵抗,200,,,,,,,,,,,,,,,,10,,,100
1000211,抵抗力,指挥官天赋,增加所有英雄的抵抗2.2%,Icon/dikangli,,抵抗,220,,,,,,,,,,,,,,,,11,,,100
1000212,抵抗力,指挥官天赋,增加所有英雄的抵抗2.4%,Icon/dikangli,,抵抗,240,,,,,,,,,,,,,,,,12,,,100
1000213,抵抗力,指挥官天赋,增加所有英雄的抵抗2.6%,Icon/dikangli,,抵抗,260,,,,,,,,,,,,,,,,13,,,100
1000214,抵抗力,指挥官天赋,增加所有英雄的抵抗2.8%,Icon/dikangli,,抵抗,280,,,,,,,,,,,,,,,,14,,,100
1000215,抵抗力,指挥官天赋,增加所有英雄的抵抗3%,Icon/dikangli,,抵抗,300,,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1000301,鹰眼术,指挥官天赋,增加所有英雄的命中0.2%,SkillIcons/yingyanshu,,命中,20,,,,,,,,,,,,,,,,1,,,100
1000302,鹰眼术,指挥官天赋,增加所有英雄的命中0.4%,SkillIcons/yingyanshu,,命中,40,,,,,,,,,,,,,,,,2,,,100
1000303,鹰眼术,指挥官天赋,增加所有英雄的命中0.6%,SkillIcons/yingyanshu,,命中,60,,,,,,,,,,,,,,,,3,,,100
1000304,鹰眼术,指挥官天赋,增加所有英雄的命中0.8%,SkillIcons/yingyanshu,,命中,80,,,,,,,,,,,,,,,,4,,,100
1000305,鹰眼术,指挥官天赋,增加所有英雄的命中1%,SkillIcons/yingyanshu,,命中,100,,,,,,,,,,,,,,,,5,,,100
1000306,鹰眼术,指挥官天赋,增加所有英雄的命中1.2%,SkillIcons/yingyanshu,,命中,120,,,,,,,,,,,,,,,,6,,,100
1000307,鹰眼术,指挥官天赋,增加所有英雄的命中1.4%,SkillIcons/yingyanshu,,命中,140,,,,,,,,,,,,,,,,7,,,100
1000308,鹰眼术,指挥官天赋,增加所有英雄的命中1.6%,SkillIcons/yingyanshu,,命中,160,,,,,,,,,,,,,,,,8,,,100
1000309,鹰眼术,指挥官天赋,增加所有英雄的命中1.8%,SkillIcons/yingyanshu,,命中,180,,,,,,,,,,,,,,,,9,,,100
1000310,鹰眼术,指挥官天赋,增加所有英雄的命中2%,SkillIcons/yingyanshu,,命中,200,,,,,,,,,,,,,,,,10,,,100
1000311,鹰眼术,指挥官天赋,增加所有英雄的命中2.2%,SkillIcons/yingyanshu,,命中,220,,,,,,,,,,,,,,,,11,,,100
1000312,鹰眼术,指挥官天赋,增加所有英雄的命中2.4%,SkillIcons/yingyanshu,,命中,240,,,,,,,,,,,,,,,,12,,,100
1000313,鹰眼术,指挥官天赋,增加所有英雄的命中2.6%,SkillIcons/yingyanshu,,命中,260,,,,,,,,,,,,,,,,13,,,100
1000314,鹰眼术,指挥官天赋,增加所有英雄的命中2.8%,SkillIcons/yingyanshu,,命中,280,,,,,,,,,,,,,,,,14,,,100
1000315,鹰眼术,指挥官天赋,增加所有英雄的命中3%,SkillIcons/yingyanshu,,命中,300,,,,,,,,,,,,,,,,15,,,100
