Table:CsvItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,name:s,type:ItemType,max_num,desc:s,icon_path:s,icon_path_s:s,is_sell:b,sell_price,display_color:ItemColor,para1,para2,para3,sort_order,need_level,is_use:b,equip_type:EquipType,equip_limited_lv,equip_main_attr0:AttrType,equip_standard_value0,equip_inc_value0,equip_main_attr1:AttrType,equip_standard_value1,equip_inc_value1,equip_side_attr:AttrType,can_upgrade:b,occupation_type:OccupationType,addAttr1,Probability1,addAttr2,Probability2,punch_cost_id:a,punch_cost_num:a,punch_num,equip_grade,extraction_cost,appriasal_cost
100893,乔丹法杖,装备,1,0,Icon/qiaodanfazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,620,10,,,,,1,法术,,,,,40051,7,3,10,7,8
100903,一闪,装备,1,0,Icon/yishan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,620,10,,,,,1,物理,,,,,40051,7,3,10,7,8
100913,法力风暴护腿,装备,1,0,Icon/falifengbaohutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,1860,30,,,,,1,全部,,,,,40051,7,3,10,7,8
100923,狮心头盔,装备,1,0,Icon/shixintoukui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,372,6,,,,,1,全部,,,,,40051,7,3,10,7,8
100933,洞察法袍,装备,1,0,Icon/dongchafapao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,372,6,,,,,1,全部,,,,,40051,7,3,10,7,8
100943,黑色龙鳞战靴,装备,1,0,Icon/heiselonglinzhanxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,310,5,,,,,1,全部,,,,,40051,7,3,10,7,8
100953,厄运钟摆,装备,1,0,Icon/eyunzhongbai,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,450,10,,,,,1,物理,,,,,40051,5,2,10,5,4
100963,瑟莱德丝之眼,装备,1,0,Icon/selaidesizhiyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,330,6,,,,,1,全部,,,,,40051,5,2,10,5,4
100973,白鳄长靴,装备,1,0,Icon/baiechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,275,5,,,,,1,全部,,,,,40051,5,2,10,5,4
100983,诺克赛恩魔杖,装备,1,0,Icon/nuokesaienmozhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,550,10,,,,,1,法术,,,,,40051,5,2,10,5,4
100993,风鳞布裙,装备,1,0,Icon/fenglinbuqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1650,30,,,,,1,全部,,,,,40051,5,2,10,5,4
101003,哈卡之塔,装备,1,0,Icon/hakazhita,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,550,10,,,,,1,法术,,,,,40051,5,2,10,5,4
101013,溅血胫甲,装备,1,0,Icon/jianxuejingjia,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,275,5,,,,,1,全部,,,,,40051,5,2,10,5,4
101183,亮木法杖,装备,1,0,Icon/liangmufazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,840,15,,,,,1,法术,,,,,40051,9,3,15,9,12
101193,斩首者康恩,装备,1,0,Icon/zhanshouzhekangen,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,840,15,,,,,1,物理,,,,,40051,9,3,15,9,12
101203,踏云腿甲,装备,1,0,Icon/tayuntuijia,0,1,2000,紫,,,,0,1,1,裤子,1,血量,2520,45,,,,,1,全部,,,,,40051,9,3,15,9,12
101213,风蛇的拥抱,装备,1,0,Icon/fengshedeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,504,9,,,,,1,全部,,,,,40051,9,3,15,9,12
101223,烈焰之环,装备,1,0,Icon/lieyanzhihuan,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,504,9,,,,,1,全部,,,,,40051,9,3,15,9,12
101233,闪避之靴,装备,1,0,Icon/shanbichangxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,420,7,,,,,1,全部,,,,,40051,9,3,15,9,12
101243,龙之召唤,装备,1,0,Icon/longzhizhaohuan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,840,15,,,,,1,物理,,,,,40051,9,3,15,9,12
101413,院长之杖,装备,1,0,Icon/yuanzhangzhizhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,866,18,,,,,1,法术,,,,,40051,11,3,20,11,16
101423,奥兰纳的拥抱,装备,1,0,Icon/aolannadeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,519,11,,,,,1,全部,,,,,40051,11,3,20,11,16
101433,泰坦护腿,装备,1,0,Icon/taitanhutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,2598,54,,,,,1,全部,,,,,40051,11,3,20,11,16
101443,瑞文戴尔之剑,装备,1,0,Icon/ruiwendaierzhijian,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,866,18,,,,,1,全部,,,,,40051,11,3,20,11,16
101453,纳尔维之盔,装备,1,0,Icon/naerweizhikui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,519,11,,,,,1,全部,,,,,40051,11,3,20,11,16
101463,熔岩犬皮靴,装备,1,0,Icon/rongyanquanpixue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,433,9,,,,,1,全部,,,,,40051,11,3,20,11,16
101473,毁灭之刃,装备,1,,Icon/huimiezhiren,,1,2000,紫,,,,0,1,1,武器,1,物理攻击,875,22,,,,,1,物理,,,,,40051,13,3,25,13,20
101483,生命赐予者头盔,装备,1,,Icon/shengmingciyuzhezhikui,,1,2000,紫,,,,0,1,1,头盔,1,法术防御,525,13,,,,,1,全部,,,,,40051,13,3,25,13,20
101493,烈焰行者重靴,装备,1,,Icon/lieyanxingzhezhongxue,,1,2000,紫,,,,0,1,1,鞋子,1,速度,437,11,,,,,1,全部,,,,,40051,13,3,25,13,20
101503,统御法杖,装备,1,,Icon/tongyufazhang,,1,2000,紫,,,,0,1,1,武器,1,法术攻击,875,22,,,,,1,法术,,,,,40051,13,3,25,13,20
101513,火蜥蜴鳞片短裤,装备,1,,Icon/huoxiyilinpianduanku,,1,2000,紫,,,,0,1,1,裤子,1,血量,2625,66,,,,,1,全部,,,,,40051,13,3,25,13,20
101523,波动长袍,装备,1,,Icon/bodongchangpao,,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,525,13,,,,,1,全部,,,,,40051,13,3,25,13,20
100114,残酷倒钩,装备,1,0,Icon/cankudaogou,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,410,4,,,,,1,物理,,,,,40051,5,2,2,5,4
100124,曲奇的烧火棍,装备,1,0,Icon/quqidechuihuo,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,410,4,,,,,1,法术,,,,,40051,5,2,2,5,4
100134,黑暗迪菲亚护腿,装备,1,0,Icon/heiandifeiyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1230,12,,,,,1,全部,,,,,40051,5,2,2,5,4
100144,黑暗迪菲亚护甲,装备,1,0,Icon/heiandifeiyahujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,246,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100154,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,246,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100164,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,205,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100214,毒蛇,装备,1,0,Icon/dushe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,430,4,,,,,1,物理,,,,,40051,5,2,2,5,4
100224,生命之根,装备,1,0,Icon/shengmingzhigen,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,430,4,,,,,1,法术,,,,,40051,5,2,2,5,4
100234,尖牙护腿,装备,1,0,Icon/jianyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1290,12,,,,,1,全部,,,,,40051,5,2,2,5,4
100244,尖牙外套,装备,1,0,Icon/jianyawaitao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,258,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100254,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,258,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100264,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,215,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100314,曲刃战斧,装备,1,0,Icon/qurenzhanfu,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,450,5,,,,,1,物理,,,,,40051,5,2,4,5,4
100324,奥杜之杖,装备,1,0,Icon/aoduzhizhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,450,5,,,,,1,法术,,,,,40051,5,2,4,5,4
100334,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1350,15,,,,,1,全部,,,,,40051,5,2,4,5,4
100344,影牙堡主法袍,装备,1,0,Icon/alugaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,270,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100354,追随者眼罩,装备,1,0,Icon/zhuisuizheyanzhao,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,270,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100364,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,215,2,,,,,1,全部,,,,,40051,5,2,4,5,4
100414,纳迦穿心者,装备,1,0,Icon/najiachuanxinzhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,470,5,,,,,1,物理,,,,,40051,5,2,4,5,4
100424,梦游者魔棒,装备,1,0,Icon/mengyouzhemobang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,470,5,,,,,1,法术,,,,,40051,5,2,4,5,4
100434,凝望短裤,装备,1,0,Icon/ningwangduanku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1410,15,,,,,1,全部,,,,,40051,5,2,4,5,4
100444,海龟护甲,装备,1,0,Icon/haiguihujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,282,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100454,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,270,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100464,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,225,2,,,,,1,全部,,,,,40051,5,2,4,5,4
100614,破坏者,装备,1,0,Icon/pohuaizhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,500,7,,,,,1,物理,,,,,40051,5,2,6,5,4
100624,幻影法杖,装备,1,0,Icon/huanyingfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,500,7,,,,,1,法术,,,,,40051,5,2,6,5,4
100634,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1470,21,,,,,1,全部,,,,,40051,5,2,6,5,4
100644,铠甲,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,294,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100654,主教之冠,装备,1,0,Icon/zhujiaozhiguan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,300,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100664,血色十字军战靴,装备,1,0,Icon/xueseshizijunzhanxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,250,3,,,,,1,全部,,,,,40051,5,2,6,5,4
100714,尸体制造者,装备,1,0,Icon/shitizhizaozhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,520,7,,,,,1,物理,,,,,40051,5,2,6,5,4
100724,法杖,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,510,7,,,,,1,法术,,,,,40051,5,2,6,5,4
100734,野兽护腿,装备,1,0,Icon/yeshouhutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1560,21,,,,,1,全部,,,,,40051,5,2,6,5,4
100744,巫妖法袍,装备,1,0,Icon/wuyaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,312,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100754,冰铁之盔,装备,1,0,Icon/bingtiezhikui,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,312,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100764,之靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,260,3,,,,,1,全部,,,,,40051,5,2,6,5,4
100814,加加恩的火枪,装备,1,0,Icon/jiajiaendehuoqiang,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,520,8,,,,,1,物理,,,,,40051,5,2,8,5,4
100824,鲁恩乌的长靴,装备,1,0,Icon/luenwudechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,260,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100834,石化蜥蜴皮裤,装备,1,0,Icon/shihuaxiyipiku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1560,24,,,,,1,全部,,,,,40051,5,2,8,5,4
100844,格瑞姆洛克的部族法衣,装备,1,0,Icon/geruimuluokedebuzufayi,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,312,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100854,大坏蛋面具,装备,1,0,Icon/dahuaidanmianju,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,312,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100864,霉运巫毒之皮,装备,1,0,Icon/meiyunwuduzhipi,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,312,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100874,霉运巫毒之裙,装备,1,0,Icon/meiyunwuduzhiqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1560,24,,,,,1,全部,,,,,40051,5,2,8,5,4
100884,祖穆拉恩的能量法杖,装备,1,0,Icon/zumulaendenengliangfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,520,8,,,,,1,法术,,,,,40051,5,2,8,5,4
100894,乔丹法杖,装备,1,0,Icon/qiaodanfazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,780,10,,,,,1,法术,,,,,40051,7,3,10,7,8
100904,一闪,装备,1,0,Icon/yishan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,780,10,,,,,1,物理,,,,,40051,7,3,10,7,8
100914,法力风暴护腿,装备,1,0,Icon/falifengbaohutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,2340,30,,,,,1,全部,,,,,40051,7,3,10,7,8
100924,狮心头盔,装备,1,0,Icon/shixintoukui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,468,6,,,,,1,全部,,,,,40051,7,3,10,7,8
100934,洞察法袍,装备,1,0,Icon/dongchafapao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,468,6,,,,,1,全部,,,,,40051,7,3,10,7,8
100944,黑色龙鳞战靴,装备,1,0,Icon/heiselonglinzhanxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,390,5,,,,,1,全部,,,,,40051,7,3,10,7,8
100954,厄运钟摆,装备,1,0,Icon/eyunzhongbai,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,550,10,,,,,1,物理,,,,,40051,5,2,10,5,4
100964,瑟莱德丝之眼,装备,1,0,Icon/selaidesizhiyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,426,6,,,,,1,全部,,,,,40051,5,2,10,5,4
100974,白鳄长靴,装备,1,0,Icon/baiechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,355,5,,,,,1,全部,,,,,40051,5,2,10,5,4
100984,诺克赛恩魔杖,装备,1,0,Icon/nuokesaienmozhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,710,10,,,,,1,法术,,,,,40051,5,2,10,5,4
100994,风鳞布裙,装备,1,0,Icon/fenglinbuqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2130,30,,,,,1,全部,,,,,40051,5,2,10,5,4
101004,哈卡之塔,装备,1,0,Icon/hakazhita,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,710,10,,,,,1,法术,,,,,40051,5,2,10,5,4
101014,溅血胫甲,装备,1,0,Icon/jianxuejingjia,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,355,5,,,,,1,全部,,,,,40051,5,2,10,5,4
101184,亮木法杖,装备,1,0,Icon/liangmufazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,1075,15,,,,,1,法术,,,,,40051,9,3,15,9,12
101194,斩首者康恩,装备,1,0,Icon/zhanshouzhekangen,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1075,15,,,,,1,物理,,,,,40051,9,3,15,9,12
101204,踏云腿甲,装备,1,0,Icon/tayuntuijia,0,1,2000,紫,,,,0,1,1,裤子,1,血量,3225,45,,,,,1,全部,,,,,40051,9,3,15,9,12
101214,风蛇的拥抱,装备,1,0,Icon/fengshedeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,645,9,,,,,1,全部,,,,,40051,9,3,15,9,12
101224,烈焰之环,装备,1,0,Icon/lieyanzhihuan,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,645,9,,,,,1,全部,,,,,40051,9,3,15,9,12
101234,闪避之靴,装备,1,0,Icon/shanbichangxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,537,7,,,,,1,全部,,,,,40051,9,3,15,9,12
101244,龙之召唤,装备,1,0,Icon/longzhizhaohuan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1075,15,,,,,1,物理,,,,,40051,9,3,15,9,12
101414,院长之杖,装备,1,0,Icon/yuanzhangzhizhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,1112,18,,,,,1,法术,,,,,40051,11,3,20,11,16
101424,奥兰纳的拥抱,装备,1,0,Icon/aolannadeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,667,11,,,,,1,全部,,,,,40051,11,3,20,11,16
101434,泰坦护腿,装备,1,0,Icon/taitanhutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,3336,54,,,,,1,全部,,,,,40051,11,3,20,11,16
101444,瑞文戴尔之剑,装备,1,0,Icon/ruiwendaierzhijian,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1112,18,,,,,1,全部,,,,,40051,11,3,20,11,16
101454,纳尔维之盔,装备,1,0,Icon/naerweizhikui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,667,11,,,,,1,全部,,,,,40051,11,3,20,11,16
101464,熔岩犬皮靴,装备,1,0,Icon/rongyanquanpixue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,556,9,,,,,1,全部,,,,,40051,11,3,20,11,16
101474,毁灭之刃,装备,1,,Icon/huimiezhiren,,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1130,22,,,,,1,物理,,,,,40051,13,3,25,13,20
101484,生命赐予者头盔,装备,1,,Icon/shengmingciyuzhezhikui,,1,2000,紫,,,,0,1,1,头盔,1,法术防御,678,13,,,,,1,全部,,,,,40051,13,3,25,13,20
101494,烈焰行者重靴,装备,1,,Icon/lieyanxingzhezhongxue,,1,2000,紫,,,,0,1,1,鞋子,1,速度,565,11,,,,,1,全部,,,,,40051,13,3,25,13,20
101504,统御法杖,装备,1,,Icon/tongyufazhang,,1,2000,紫,,,,0,1,1,武器,1,法术攻击,1130,22,,,,,1,法术,,,,,40051,13,3,25,13,20
101514,火蜥蜴鳞片短裤,装备,1,,Icon/huoxiyilinpianduanku,,1,2000,紫,,,,0,1,1,裤子,1,血量,3390,66,,,,,1,全部,,,,,40051,13,3,25,13,20
101524,波动长袍,装备,1,,Icon/bodongchangpao,,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,678,13,,,,,1,全部,,,,,40051,13,3,25,13,20
100115,残酷倒钩,装备,1,0,Icon/cankudaogou,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,510,4,,,,,0,物理,,,,,40051,5,2,2,5,4
100125,曲奇的烧火棍,装备,1,0,Icon/quqidechuihuo,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,510,4,,,,,0,法术,,,,,40051,5,2,2,5,4
100135,黑暗迪菲亚护腿,装备,1,0,Icon/heiandifeiyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1530,12,,,,,0,全部,,,,,40051,5,2,2,5,4
100145,黑暗迪菲亚护甲,装备,1,0,Icon/heiandifeiyahujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,306,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100155,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,306,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100165,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,255,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100215,毒蛇,装备,1,0,Icon/dushe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,530,4,,,,,0,物理,,,,,40051,5,2,2,5,4
100225,生命之根,装备,1,0,Icon/shengmingzhigen,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,530,4,,,,,0,法术,,,,,40051,5,2,2,5,4
100235,尖牙护腿,装备,1,0,Icon/jianyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1590,12,,,,,0,全部,,,,,40051,5,2,2,5,4
100245,尖牙外套,装备,1,0,Icon/jianyawaitao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,318,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100255,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,318,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100265,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,265,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100315,曲刃战斧,装备,1,0,Icon/qurenzhanfu,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,550,5,,,,,0,物理,,,,,40051,5,2,4,5,4
100325,奥杜之杖,装备,1,0,Icon/aoduzhizhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,550,5,,,,,0,法术,,,,,40051,5,2,4,5,4
100335,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1650,15,,,,,0,全部,,,,,40051,5,2,4,5,4
100345,影牙堡主法袍,装备,1,0,Icon/alugaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,330,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100355,追随者眼罩,装备,1,0,Icon/zhuisuizheyanzhao,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,330,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100365,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,265,2,,,,,0,全部,,,,,40051,5,2,4,5,4
100415,纳迦穿心者,装备,1,0,Icon/najiachuanxinzhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,570,5,,,,,0,物理,,,,,40051,5,2,4,5,4
100425,梦游者魔棒,装备,1,0,Icon/mengyouzhemobang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,570,5,,,,,0,法术,,,,,40051,5,2,4,5,4
100435,凝望短裤,装备,1,0,Icon/ningwangduanku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1710,15,,,,,0,全部,,,,,40051,5,2,4,5,4
100445,海龟护甲,装备,1,0,Icon/haiguihujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,342,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100455,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,330,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100465,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,275,2,,,,,0,全部,,,,,40051,5,2,4,5,4
100615,破坏者,装备,1,0,Icon/pohuaizhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,600,7,,,,,0,物理,,,,,40051,5,2,6,5,4
100625,幻影法杖,装备,1,0,Icon/huanyingfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,600,7,,,,,0,法术,,,,,40051,5,2,6,5,4
100635,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1770,21,,,,,0,全部,,,,,40051,5,2,6,5,4
100645,铠甲,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,354,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100655,主教之冠,装备,1,0,Icon/zhujiaozhiguan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,360,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100665,血色十字军战靴,装备,1,0,Icon/xueseshizijunzhanxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,300,3,,,,,0,全部,,,,,40051,5,2,6,5,4
100715,尸体制造者,装备,1,0,Icon/shitizhizaozhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,620,7,,,,,0,物理,,,,,40051,5,2,6,5,4
100725,法杖,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,610,7,,,,,0,法术,,,,,40051,5,2,6,5,4
100735,野兽护腿,装备,1,0,Icon/yeshouhutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1860,21,,,,,0,全部,,,,,40051,5,2,6,5,4
100745,巫妖法袍,装备,1,0,Icon/wuyaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,372,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100755,冰铁之盔,装备,1,0,Icon/bingtiezhikui,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,372,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100765,之靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,310,3,,,,,0,全部,,,,,40051,5,2,6,5,4
100815,加加恩的火枪,装备,1,0,Icon/jiajiaendehuoqiang,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,620,8,,,,,0,物理,,,,,40051,5,2,8,5,4
100825,鲁恩乌的长靴,装备,1,0,Icon/luenwudechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,310,4,,,,,0,全部,,,,,40051,5,2,8,5,4
100835,石化蜥蜴皮裤,装备,1,0,Icon/shihuaxiyipiku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1860,24,,,,,0,全部,,,,,40051,5,2,8,5,4
100845,格瑞姆洛克的部族法衣,装备,1,0,Icon/geruimuluokedebuzufayi,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,372,4,,,,,0,全部,,,,,40051,5,2,8,5,4
100855,大坏蛋面具,装备,1,0,Icon/dahuaidanmianju,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,372,4,,,,,0,全部,,,,,40051,5,2,8,5,4
100865,霉运巫毒之皮,装备,1,0,Icon/meiyunwuduzhipi,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,372,4,,,,,0,全部,,,,,40051,5,2,8,5,4
