Table:CsvEquipEnhance,,,,
tid,cost,accum_cost,critical_rate,critical_rate2
10076028,1614,14343,1500,750
10076029,1734,15957,1500,750
10076030,1859,17691,1500,750
10076031,1987,19550,1000,500
10076032,2120,21537,1000,500
10076033,2258,23657,1000,500
10076034,2400,25915,1000,500
10076035,2546,28315,1000,500
10076036,2697,30861,1000,500
10076037,2852,33558,1000,500
10076038,3011,36410,1000,500
10076039,3175,39421,1000,500
10076040,3344,42596,1000,500
10076041,3516,45940,1000,500
10076042,3693,49456,1000,500
10076043,3875,53149,1000,500
10076044,4061,57024,1000,500
10076045,4251,61085,1000,500
10076046,4446,65336,1000,500
10076047,4645,69782,1000,500
10076048,4848,74427,1000,500
10076049,5056,79275,1000,500
10076050,5269,84331,1000,500
10076051,5485,89600,1000,500
10076052,5706,95085,1000,500
10076053,5932,100791,1000,500
10076054,6162,106723,1000,500
10076055,6396,112885,1000,500
10076056,6635,119281,1000,500
10076057,6878,125916,1000,500
10076058,7125,132794,1000,500
10076059,7377,139919,1000,500
10076060,7634,147296,1000,500
10076061,7895,154930,500,250
10076062,8162,162825,500,250
10076063,8432,170987,500,250
10076064,8706,179419,500,250
10076065,8985,188125,500,250
10076066,9268,197110,500,250
10076067,9556,206378,500,250
10076068,9848,215934,500,250
10076069,10144,225782,500,250
10076070,10444,235926,500,250
10076071,10749,246370,500,250
10076072,11058,257119,500,250
10076073,11371,268177,500,250
10076074,11688,279548,500,250
10076075,12010,291236,500,250
10076076,12336,303246,500,250
10076077,12667,315582,500,250
10076078,13002,328249,500,250
10076079,13340,341251,500,250
10076080,14960,354591,500,250
10076081,17096,369551,200,100
10076082,19258,386647,200,100
10076083,21447,405905,200,100
10076084,23663,427352,200,100
10076085,25905,451015,200,100
10076086,28173,476920,200,100
10076087,30467,505093,200,100
10076088,32788,535560,200,100
10076089,35136,568348,200,100
10076090,37510,603484,200,100
10076091,39910,640994,200,100
10076092,42336,680904,200,100
10076093,44789,723240,200,100
10076094,47269,768029,200,100
10076095,49775,815298,200,100
10076096,52307,865073,200,100
10076097,54865,917380,200,100
10076098,57450,972245,200,100
10076099,60062,1029695,200,100
10076100,62700,1089757,200,100
10076101,65364,1152457,200,100
10076102,68054,1217821,200,100
10076103,70771,1285875,200,100
10076104,73515,1356646,200,100
10076105,76285,1430161,200,100
10076106,79081,1506446,200,100
10076107,81903,1585527,200,100
10076108,84752,1667430,200,100
10076109,87628,1752182,200,100
10076110,90530,1839810,200,100
10076111,93458,1930340,200,100
10076112,96412,2023798,200,100
10076113,99393,2120210,200,100
10076114,102401,2219603,200,100
10076115,105435,2322004,200,100
10076116,108495,2427439,200,100
10076117,111581,2535934,200,100
10076118,114694,2647515,200,100
10076119,117834,2762209,200,100
10076120,121660,2880043,200,100
10076121,125912,3001703,200,100
10076122,130200,3127615,200,100
10076123,134523,3257815,200,100
10076124,138881,3392338,200,100
10076125,143275,3531219,200,100
10076126,147703,3674494,200,100
10076127,152167,3822197,200,100
10076128,156666,3974364,200,100
10076129,161200,4131030,200,100
10076130,165770,4292230,200,100
10076131,170374,4458000,200,100
10076132,175014,4628374,200,100
10076133,179689,4803388,200,100
10076134,184399,4983077,200,100
10076135,189145,5167476,200,100
10076136,193925,5356621,200,100
10076137,198741,5550546,200,100
10076138,203592,5749287,200,100
10076139,208478,5952879,200,100
10076140,213400,6161357,200,100
10076141,218356,6374757,200,100
10076142,223348,6593113,200,100
10076143,228375,6816461,200,100
10076144,233437,7044836,200,100
10076145,238535,7278273,200,100
10076146,243667,7516808,200,100
10076147,248835,7760475,200,100
10076148,254038,8009310,200,100
10076149,259276,8263348,200,100
10076150,264550,8522624,200,100
10076151,269858,8787174,200,100
10076152,275202,9057032,200,100
10076153,280581,9332234,200,100
10076154,285995,9612815,200,100
10076155,291445,9898810,200,100
10076156,296929,10190255,200,100
10076157,302449,10487184,200,100
10076158,308004,10789633,200,100
10076159,313594,11097637,200,100
10076160,320760,11411231,200,100
10076161,329598,11731991,100,50
10076162,338492,12061589,100,50
10076163,347440,12400081,100,50
10076164,356444,12747521,100,50
10076165,365502,13103965,100,50
10076166,374616,13469467,100,50
10076167,383784,13844083,100,50
10076168,393008,14227867,100,50
10076169,402286,14620875,100,50
10076170,411620,15023161,100,50
10076171,421008,15434781,100,50
10076172,430452,15855789,100,50
10076173,439950,16286241,100,50
10076174,449504,16726191,100,50
10076175,459112,17175695,100,50
10076176,468776,17634807,100,50
10076177,478494,18103583,100,50
10076178,488268,18582077,100,50
10076179,498096,19070345,100,50
10076180,507980,19568441,100,50
10076181,517918,20076421,100,50
10076182,527912,20594339,100,50
10076183,537960,21122251,100,50
10076184,548064,21660211,100,50
10076185,558222,22208275,100,50
10076186,568436,22766497,100,50
10076187,578704,23334933,100,50
10076188,589028,23913637,100,50
10076189,599406,24502665,100,50
10076190,609840,25102071,100,50
10076191,620328,25711911,100,50
10076192,630872,26332239,100,50
10076193,641470,26963111,100,50
10076194,652124,27604581,100,50
10076195,662832,28256705,100,50
10076196,673596,28919537,100,50
10076197,684414,29593133,100,50
10076198,695288,30277547,100,50
10076199,706216,30972835,100,50
10076200,722700,31679051,100,50
10076201,749177,32401751,100,50
10081001,39,0,2000,1000
10081002,40,39,2000,1000
10081003,45,79,2000,1000
10081004,55,124,2000,1000
10081005,68,179,2000,1000
10081006,86,247,2000,1000
10081007,108,333,2000,1000
10081008,135,441,2000,1000
10081009,166,576,2000,1000
10081010,201,742,2000,1000
10081011,240,943,2000,1000
10081012,283,1183,2000,1000
10081013,331,1466,2000,1000
10081014,382,1797,2000,1000
10081015,439,2179,2000,1000
10081016,499,2618,2000,1000
10081017,563,3117,2000,1000
10081018,632,3680,2000,1000
10081019,705,4312,2000,1000
10081020,782,5017,2000,1000
10081021,864,5799,1500,750
10081022,950,6663,1500,750
10081023,1040,7613,1500,750
10081024,1134,8653,1500,750
10081025,1232,9787,1500,750
10081026,1335,11019,1500,750
10081027,1442,12354,1500,750
10081028,1553,13796,1500,750
10081029,1668,15349,1500,750
10081030,1788,17017,1500,750
10081031,1911,18805,1000,500
10081032,2039,20716,1000,500
10081033,2172,22755,1000,500
10081034,2308,24927,1000,500
10081035,2449,27235,1000,500
10081036,2594,29684,1000,500
10081037,2743,32278,1000,500
10081038,2896,35021,1000,500
10081039,3054,37917,1000,500
10081040,3216,40971,1000,500
10081041,3382,44187,1000,500
10081042,3552,47569,1000,500
10081043,3727,51121,1000,500
10081044,3906,54848,1000,500
10081045,4089,58754,1000,500
10081046,4276,62843,1000,500
10081047,4467,67119,1000,500
10081048,4663,71586,1000,500
10081049,4863,76249,1000,500
10081050,5067,81112,1000,500
10081051,5276,86179,1000,500
10081052,5488,91455,1000,500
10081053,5705,96943,1000,500
10081054,5926,102648,1000,500
10081055,6152,108574,1000,500
10081056,6381,114726,1000,500
10081057,6615,121107,1000,500
10081058,6853,127722,1000,500
10081059,7096,134575,1000,500
10081060,7342,141671,1000,500
10081061,7594,149013,500,250
10081062,7850,156607,500,250
10081063,8110,164457,500,250
10081064,8374,172567,500,250
10081065,8642,180941,500,250
10081066,8914,189583,500,250
10081067,9191,198497,500,250
10081068,9472,207688,500,250
10081069,9756,217160,500,250
10081070,10045,226916,500,250
10081071,10338,236961,500,250
10081072,10636,247299,500,250
10081073,10937,257935,500,250
10081074,11242,268872,500,250
10081075,11552,280114,500,250
10081076,11865,291666,500,250
10081077,12183,303531,500,250
10081078,12505,315714,500,250
10081079,12831,328219,500,250
10081080,14388,341050,500,250
10081081,16443,355438,200,100
10081082,18523,371881,200,100
10081083,20628,390404,200,100
10081084,22759,411032,200,100
10081085,24915,433791,200,100
10081086,27097,458706,200,100
10081087,29304,485803,200,100
10081088,31536,515107,200,100
10081089,33794,546643,200,100
10081090,36077,580437,200,100
10081091,38386,616514,200,100
10081092,40720,654900,200,100
10081093,43079,695620,200,100
10081094,45464,738699,200,100
10081095,47874,784163,200,100
10081096,50310,832037,200,100
10081097,52770,882347,200,100
10081098,55257,935117,200,100
10081099,57768,990374,200,100
10081100,60306,1048142,200,100
10081101,62868,1108448,200,100
10081102,65456,1171316,200,100
10081103,68069,1236772,200,100
10081104,70708,1304841,200,100
10081105,73372,1375549,200,100
10081106,76061,1448921,200,100
10081107,78776,1524982,200,100
10081108,81516,1603758,200,100
10081109,84282,1685274,200,100
10081110,87073,1769556,200,100
10081111,89889,1856629,200,100
10081112,92731,1946518,200,100
10081113,95598,2039249,200,100
10081114,98491,2134847,200,100
10081115,101409,2233338,200,100
10081116,104352,2334747,200,100
10081117,107321,2439099,200,100
10081118,110315,2546420,200,100
10081119,113335,2656735,200,100
10081120,117014,2770070,200,100
10081121,121105,2887084,200,100
10081122,125229,3008189,200,100
10081123,129387,3133418,200,100
10081124,133578,3262805,200,100
10081125,137804,3396383,200,100
10081126,142064,3534187,200,100
10081127,146357,3676251,200,100
10081128,150684,3822608,200,100
10081129,155045,3973292,200,100
10081130,159440,4128337,200,100
10081131,163869,4287777,200,100
10081132,168332,4451646,200,100
10081133,172828,4619978,200,100
10081134,177358,4792806,200,100
10081135,181923,4970164,200,100
10081136,186521,5152087,200,100
10081137,191153,5338608,200,100
10081138,195818,5529761,200,100
10081139,200518,5725579,200,100
10081140,205252,5926097,200,100
10081141,210019,6131349,200,100
10081142,214820,6341368,200,100
10081143,219655,6556188,200,100
10081144,224524,6775843,200,100
10081145,229427,7000367,200,100
10081146,234363,7229794,200,100
10081147,239334,7464157,200,100
10081148,244338,7703491,200,100
10081149,249376,7947829,200,100
10081150,254449,8197205,200,100
10081151,259554,8451654,200,100
10081152,264694,8711208,200,100
10081153,269868,8975902,200,100
10081154,275075,9245770,200,100
10081155,280317,9520845,200,100
10081156,285592,9801162,200,100
10081157,290901,10086754,200,100
10081158,296244,10377655,200,100
10081159,301620,10673899,200,100
10081160,308512,10975519,200,100
10081161,317013,11284031,100,50
10081162,325567,11601044,100,50
10081163,334174,11926611,100,50
10081164,342834,12260785,100,50
10081165,351546,12603619,100,50
10081166,360312,12955165,100,50
10081167,369130,13315477,100,50
10081168,378002,13684607,100,50
10081169,386926,14062609,100,50
10081170,395903,14449535,100,50
10081171,404933,14845438,100,50
10081172,414016,15250371,100,50
10081173,423152,15664387,100,50
10081174,432341,16087539,100,50
10081175,441582,16519880,100,50
10081176,450877,16961462,100,50
10081177,460224,17412339,100,50
10081178,469625,17872563,100,50
10081179,479078,18342188,100,50
10081180,488584,18821266,100,50
10081181,498143,19309850,100,50
10081182,507755,19807993,100,50
10081183,517420,20315748,100,50
10081184,527137,20833168,100,50
10081185,536908,21360305,100,50
10081186,546732,21897213,100,50
10081187,556608,22443945,100,50
10081188,566537,23000553,100,50
10081189,576520,23567090,100,50
10081190,586555,24143610,100,50
10081191,596643,24730165,100,50
10081192,606784,25326808,100,50
10081193,616977,25933592,100,50
10081194,627224,26550569,100,50
10081195,637524,27177793,100,50
10081196,647876,27815317,100,50
10081197,658282,28463193,100,50
10081198,668740,29121475,100,50
10081199,679251,29790215,100,50
10081200,695106,30469466,100,50
10081201,720572,31164572,100,50
10082001,42,0,2000,1000
10082002,43,42,2000,1000
10082003,49,85,2000,1000
10082004,59,134,2000,1000
10082005,74,193,2000,1000
10082006,94,267,2000,1000
10082007,118,361,2000,1000
10082008,147,479,2000,1000
10082009,180,626,2000,1000
10082010,218,806,2000,1000
10082011,261,1024,2000,1000
10082012,308,1285,2000,1000
10082013,359,1593,2000,1000
10082014,416,1952,2000,1000
10082015,477,2368,2000,1000
10082016,542,2845,2000,1000
10082017,612,3387,2000,1000
10082018,687,3999,2000,1000
10082019,767,4686,2000,1000
10082020,851,5453,2000,1000
10082021,939,6304,1500,750
10082022,1032,7243,1500,750
10082023,1130,8275,1500,750
10082024,1232,9405,1500,750
10082025,1339,10637,1500,750
10082026,1451,11976,1500,750
10082027,1567,13427,1500,750
10082028,1688,14994,1500,750
10082029,1813,16682,1500,750
10082030,1943,18495,1500,750
10082031,2078,20438,1000,500
10082032,2217,22516,1000,500
10082033,2360,24733,1000,500
10082034,2509,27093,1000,500
10082035,2662,29602,1000,500
10082036,2819,32264,1000,500
10082037,2981,35083,1000,500
10082038,3148,38064,1000,500
10082039,3320,41212,1000,500
10082040,3496,44532,1000,500
10082041,3676,48028,1000,500
10082042,3861,51704,1000,500
10082043,4051,55565,1000,500
10082044,4245,59616,1000,500
10082045,4444,63861,1000,500
10082046,4648,68305,1000,500
10082047,4856,72953,1000,500
10082048,5069,77809,1000,500
10082049,5286,82878,1000,500
10082050,5508,88164,1000,500
10082051,5735,93672,1000,500
10082052,5966,99407,1000,500
10082053,6201,105373,1000,500
10082054,6442,111574,1000,500
10082055,6687,118016,1000,500
10082056,6936,124703,1000,500
10082057,7190,131639,1000,500
10082058,7449,138829,1000,500
10082059,7713,146278,1000,500
10082060,7981,153991,1000,500
10082061,8254,161972,500,250
10082062,8533,170226,500,250
10082063,8815,178759,500,250
10082064,9102,187574,500,250
10082065,9394,196676,500,250
10082066,9689,206070,500,250
10082067,9991,215759,500,250
10082068,10295,225750,500,250
10082069,10605,236045,500,250
10082070,10919,246650,500,250
10082071,11237,257569,500,250
10082072,11560,268806,500,250
10082073,11888,280366,500,250
10082074,12219,292254,500,250
10082075,12556,304473,500,250
10082076,12897,317029,500,250
10082077,13243,329926,500,250
10082078,13593,343169,500,250
10082079,13947,356762,500,250
10082080,15640,370709,500,250
10082081,17873,386349,200,100
10082082,20134,404222,200,100
10082083,22422,424356,200,100
10082084,24738,446778,200,100
10082085,27082,471516,200,100
10082086,29453,498598,200,100
10082087,31852,528051,200,100
10082088,34279,559903,200,100
10082089,36733,594182,200,100
10082090,39215,630915,200,100
10082091,41724,670130,200,100
10082092,44261,711854,200,100
10082093,46825,756115,200,100
10082094,49417,802940,200,100
10082095,52037,852357,200,100
10082096,54684,904394,200,100
10082097,57359,959078,200,100
10082098,60062,1016437,200,100
10082099,62792,1076499,200,100
10082100,65550,1139291,200,100
10082101,68335,1204841,200,100
10082102,71148,1273176,200,100
10082103,73988,1344324,200,100
10082104,76856,1418312,200,100
10082105,79752,1495168,200,100
10082106,82675,1574920,200,100
10082107,85626,1657595,200,100
10082108,88605,1743221,200,100
10082109,91611,1831826,200,100
10082110,94645,1923437,200,100
10082111,97706,2018082,200,100
10082112,100795,2115788,200,100
10082113,103911,2216583,200,100
10082114,107055,2320494,200,100
10082115,110227,2427549,200,100
10082116,113426,2537776,200,100
10082117,116653,2651202,200,100
10082118,119908,2767855,200,100
10082119,123190,2887763,200,100
10082120,127190,3010953,200,100
10082121,131635,3138143,200,100
10082122,136118,3269778,200,100
10082123,140638,3405896,200,100
10082124,145194,3546534,200,100
10082125,149787,3691728,200,100
10082126,154417,3841515,200,100
10082127,159084,3995932,200,100
10082128,163787,4155016,200,100
10082129,168527,4318803,200,100
10082130,173305,4487330,200,100
10082131,178118,4660635,200,100
10082132,182969,4838753,200,100
10082133,187857,5021722,200,100
10082134,192781,5209579,200,100
10082135,197742,5402360,200,100
10082136,202740,5600102,200,100
10082137,207775,5802842,200,100
10082138,212846,6010617,200,100
10082139,217954,6223463,200,100
10082140,223100,6441417,200,100
10082141,228281,6664517,200,100
10082142,233500,6892798,200,100
10082143,238756,7126298,200,100
10082144,244048,7365054,200,100
10082145,249377,7609102,200,100
10082146,254743,7858479,200,100
10082147,260146,8113222,200,100
10082148,265585,8373368,200,100
10082149,271061,8638953,200,100
10082150,276575,8910014,200,100
10082151,282124,9186589,200,100
10082152,287711,9468713,200,100
10082153,293335,9756424,200,100
10082154,298995,10049759,200,100
10082155,304692,10348754,200,100
10082156,310426,10653446,200,100
10082157,316197,10963872,200,100
10082158,322004,11280069,200,100
10082159,327848,11602073,200,100
10082160,335340,11929921,200,100
10082161,344580,12265261,100,50
10082162,353878,12609841,100,50
10082163,363233,12963719,100,50
10082164,372646,13326952,100,50
10082165,382116,13699598,100,50
10082166,391644,14081714,100,50
10082167,401229,14473358,100,50
10082168,410872,14874587,100,50
10082169,420572,15285459,100,50
10082170,430330,15706031,100,50
10082171,440145,16136361,100,50
10082172,450018,16576506,100,50
10082173,459948,17026524,100,50
10082174,469936,17486472,100,50
10082175,479981,17956408,100,50
10082176,490084,18436389,100,50
10082177,500244,18926473,100,50
10082178,510462,19426717,100,50
10082179,520737,19937179,100,50
10082180,531070,20457916,100,50
10082181,541460,20988986,100,50
10082182,551908,21530446,100,50
10082183,562413,22082354,100,50
10082184,572976,22644767,100,50
10082185,583596,23217743,100,50
10082186,594274,23801339,100,50
10082187,605009,24395613,100,50
10082188,615802,25000622,100,50
10082189,626652,25616424,100,50
10082190,637560,26243076,100,50
10082191,648525,26880636,100,50
10082192,659548,27529161,100,50
10082193,670628,28188709,100,50
10082194,681766,28859337,100,50
10082195,692961,29541103,100,50
10082196,704214,30234064,100,50
10082197,715524,30938278,100,50
10082198,726892,31653802,100,50
10082199,738317,32380694,100,50
10082200,755550,33119011,100,50
10082201,783230,33874561,100,50
10083001,34,0,2000,1000
10083002,35,34,2000,1000
10083003,40,69,2000,1000
10083004,49,109,2000,1000
10083005,61,158,2000,1000
10083006,77,219,2000,1000
10083007,97,296,2000,1000
10083008,120,393,2000,1000
10083009,148,513,2000,1000
10083010,179,661,2000,1000
10083011,214,840,2000,1000
10083012,252,1054,2000,1000
10083013,295,1306,2000,1000
10083014,341,1601,2000,1000
10083015,391,1942,2000,1000
10083016,445,2333,2000,1000
10083017,502,2778,2000,1000
10083018,563,3280,2000,1000
10083019,628,3843,2000,1000
10083020,697,4471,2000,1000
10083021,770,5168,1500,750
10083022,846,5938,1500,750
10083023,926,6784,1500,750
10083024,1010,7710,1500,750
10083025,1098,8720,1500,750
10083026,1190,9818,1500,750
10083027,1285,11008,1500,750
10083028,1384,12293,1500,750
10083029,1487,13677,1500,750
10083030,1593,15164,1500,750
10083031,1704,16757,1000,500
10083032,1818,18461,1000,500
10083033,1935,20279,1000,500
10083034,2057,22214,1000,500
10083035,2183,24271,1000,500
10083036,2312,26454,1000,500
10083037,2445,28766,1000,500
10083038,2581,31211,1000,500
10083039,2722,33792,1000,500
10083040,2866,36514,1000,500
10083041,3014,39380,1000,500
10083042,3166,42394,1000,500
10083043,3322,45560,1000,500
10083044,3481,48882,1000,500
10083045,3644,52363,1000,500
10083046,3811,56007,1000,500
10083047,3982,59818,1000,500
10083048,4156,63800,1000,500
10083049,4334,67956,1000,500
10083050,4516,72290,1000,500
10083051,4702,76806,1000,500
10083052,4892,81508,1000,500
10083053,5085,86400,1000,500
10083054,5282,91485,1000,500
10083055,5483,96767,1000,500
10083056,5688,102250,1000,500
10083057,5896,107938,1000,500
10083058,6108,113834,1000,500
10083059,6324,119942,1000,500
10083060,6544,126266,1000,500
10083061,6768,132810,500,250
10083062,6997,139578,500,250
10083063,7229,146575,500,250
10083064,7463,153804,500,250
10083065,7703,161267,500,250
10083066,7945,168970,500,250
10083067,8192,176915,500,250
10083068,8442,185107,500,250
10083069,8696,193549,500,250
10083070,8953,202245,500,250
10083071,9214,211198,500,250
10083072,9479,220412,500,250
10083073,9748,229891,500,250
10083074,10020,239639,500,250
10083075,10296,249659,500,250
10083076,10575,259955,500,250
10083077,10859,270530,500,250
10083078,11146,281389,500,250
10083079,11436,292535,500,250
10083080,12824,303971,500,250
10083081,14656,316795,200,100
10083082,16510,331451,200,100
10083083,18386,347961,200,100
10083084,20285,366347,200,100
10083085,22207,386632,200,100
10083086,24152,408839,200,100
10083087,26119,432991,200,100
10083088,28108,459110,200,100
10083089,30121,487218,200,100
10083090,32156,517339,200,100
10083091,34213,549495,200,100
10083092,36294,583708,200,100
10083093,38397,620002,200,100
10083094,40522,658399,200,100
10083095,42670,698921,200,100
10083096,44841,741591,200,100
10083097,47034,786432,200,100
10083098,49251,833466,200,100
10083099,51489,882717,200,100
10083100,53751,934206,200,100
10083101,56034,987957,200,100
10083102,58341,1043991,200,100
10083103,60670,1102332,200,100
10083104,63022,1163002,200,100
10083105,65397,1226024,200,100
10083106,67794,1291421,200,100
10083107,70213,1359215,200,100
10083108,72656,1429428,200,100
10083109,75121,1502084,200,100
10083110,77608,1577205,200,100
10083111,80119,1654813,200,100
10083112,82652,1734932,200,100
10083113,85207,1817584,200,100
10083114,87785,1902791,200,100
10083115,90386,1990576,200,100
10083116,93009,2080962,200,100
10083117,95656,2173971,200,100
10083118,98324,2269627,200,100
10083119,101016,2367951,200,100
10083120,104295,2468967,200,100
10083121,107941,2573262,200,100
10083122,111617,2681203,200,100
10083123,115323,2792820,200,100
10083124,119059,2908143,200,100
10083125,122825,3027202,200,100
10083126,126622,3150027,200,100
10083127,130448,3276649,200,100
10083128,134305,3407097,200,100
10083129,138192,3541402,200,100
10083130,142110,3679594,200,100
10083131,146057,3821704,200,100
10083132,150035,3967761,200,100
10083133,154042,4117796,200,100
10083134,158080,4271838,200,100
10083135,162148,4429918,200,100
10083136,166247,4592066,200,100
10083137,170375,4758313,200,100
10083138,174534,4928688,200,100
10083139,178723,5103222,200,100
10083140,182942,5281945,200,100
10083141,187191,5464887,200,100
10083142,191470,5652078,200,100
10083143,195780,5843548,200,100
10083144,200119,6039328,200,100
10083145,204489,6239447,200,100
10083146,208889,6443936,200,100
10083147,213319,6652825,200,100
10083148,217780,6866144,200,100
10083149,222270,7083924,200,100
10083150,226791,7306194,200,100
10083151,231342,7532985,200,100
10083152,235923,7764327,200,100
10083153,240534,8000250,200,100
10083154,245176,8240784,200,100
10083155,249847,8485960,200,100
10083156,254549,8735807,200,100
10083157,259281,8990356,200,100
10083158,264043,9249637,200,100
10083159,268836,9513680,200,100
10083160,274978,9782516,200,100
10083161,282555,10057494,100,50
10083162,290179,10340049,100,50
10083163,297851,10630228,100,50
10083164,305569,10928079,100,50
10083165,313335,11233648,100,50
10083166,321148,11546983,100,50
10083167,329007,11868131,100,50
10083168,336915,12197138,100,50
10083169,344869,12534053,100,50
10083170,352870,12878922,100,50
10083171,360919,13231792,100,50
10083172,369014,13592711,100,50
10083173,377157,13961725,100,50
10083174,385347,14338882,100,50
10083175,393584,14724229,100,50
10083176,401868,15117813,100,50
10083177,410200,15519681,100,50
10083178,418578,15929881,100,50
10083179,427004,16348459,100,50
10083180,435477,16775463,100,50
10083181,443997,17210940,100,50
10083182,452564,17654937,100,50
10083183,461178,18107501,100,50
10083184,469840,18568679,100,50
10083185,478548,19038519,100,50
10083186,487304,19517067,100,50
10083187,496107,20004371,100,50
10083188,504957,20500478,100,50
10083189,513854,21005435,100,50
10083190,522799,21519289,100,50
10083191,531790,22042088,100,50
10083192,540829,22573878,100,50
10083193,549915,23114707,100,50
10083194,559048,23664622,100,50
10083195,568228,24223670,100,50
10083196,577455,24791898,100,50
10083197,586729,25369353,100,50
10083198,596051,25956082,100,50
10083199,605420,26552133,100,50
10083200,619551,27157553,100,50
10083201,642249,27777104,100,50
10084001,28,0,2000,1000
10084002,29,28,2000,1000
10084003,33,57,2000,1000
10084004,40,90,2000,1000
10084005,50,130,2000,1000
10084006,64,180,2000,1000
10084007,80,244,2000,1000
10084008,100,324,2000,1000
10084009,122,424,2000,1000
10084010,148,546,2000,1000
10084011,177,694,2000,1000
10084012,209,871,2000,1000
10084013,244,1080,2000,1000
10084014,283,1324,2000,1000
10084015,324,1607,2000,1000
10084016,369,1931,2000,1000
10084017,416,2300,2000,1000
10084018,467,2716,2000,1000
10084019,521,3183,2000,1000
10084020,578,3704,2000,1000
10084021,638,4282,1500,750
10084022,702,4920,1500,750
10084023,768,5622,1500,750
10084024,838,6390,1500,750
10084025,911,7228,1500,750
10084026,986,8139,1500,750
10084027,1065,9125,1500,750
10084028,1147,10190,1500,750
10084029,1233,11337,1500,750
10084030,1321,12570,1500,750
10084031,1413,13891,1000,500
10084032,1507,15304,1000,500
10084033,1605,16811,1000,500
10084034,1706,18416,1000,500
10084035,1810,20122,1000,500
10084036,1917,21932,1000,500
10084037,2027,23849,1000,500
10084038,2141,25876,1000,500
10084039,2257,28017,1000,500
10084040,2377,30274,1000,500
10084041,2500,32651,1000,500
10084042,2625,35151,1000,500
10084043,2754,37776,1000,500
10084044,2887,40530,1000,500
10084045,3022,43417,1000,500
10084046,3160,46439,1000,500
10084047,3302,49599,1000,500
10084048,3447,52901,1000,500
10084049,3594,56348,1000,500
10084050,3745,59942,1000,500
10084051,3899,63687,1000,500
10084052,4057,67586,1000,500
10084053,4217,71643,1000,500
10084054,4380,75860,1000,500
10084055,4547,80240,1000,500
10084056,4717,84787,1000,500
10084057,4889,89504,1000,500
10084058,5065,94393,1000,500
10084059,5244,99458,1000,500
10084060,5427,104702,1000,500
10084061,5613,110129,500,250
10084062,5802,115742,500,250
10084063,5994,121544,500,250
10084064,6189,127538,500,250
10084065,6388,133727,500,250
10084066,6589,140115,500,250
10084067,6794,146704,500,250
10084068,7001,153498,500,250
10084069,7211,160499,500,250
10084070,7425,167710,500,250
10084071,7641,175135,500,250
10084072,7861,182776,500,250
10084073,8084,190637,500,250
10084074,8309,198721,500,250
10084075,8538,207030,500,250
10084076,8770,215568,500,250
10084077,9005,224338,500,250
10084078,9243,233343,500,250
10084079,9484,242586,500,250
10084080,10635,252070,500,250
10084081,12153,262705,200,100
10084082,13691,274858,200,100
10084083,15247,288549,200,100
10084084,16822,303796,200,100
10084085,18416,320618,200,100
10084086,20028,339034,200,100
10084087,21659,359062,200,100
10084088,23309,380721,200,100
10084089,24978,404030,200,100
10084090,26666,429008,200,100
10084091,28372,455674,200,100
10084092,30097,484046,200,100
10084093,31841,514143,200,100
10084094,33604,545984,200,100
10084095,35385,579588,200,100
10084096,37185,614973,200,100
10084097,39004,652158,200,100
10084098,40842,691162,200,100
10084099,42698,732004,200,100
10084100,44574,774702,200,100
10084101,46468,819276,200,100
10084102,48380,865744,200,100
10084103,50312,914124,200,100
10084104,52262,964436,200,100
10084105,54231,1016698,200,100
10084106,56219,1070929,200,100
10084107,58226,1127148,200,100
10084108,60251,1185374,200,100
10084109,62295,1245625,200,100
10084110,64358,1307920,200,100
10084111,66440,1372278,200,100
10084112,68540,1438718,200,100
10084113,70659,1507258,200,100
10084114,72797,1577917,200,100
10084115,74954,1650714,200,100
10084116,77130,1725668,200,100
10084117,79324,1802798,200,100
10084118,81537,1882122,200,100
10084119,83769,1963659,200,100
10084120,86489,2047428,200,100
10084121,89512,2133917,200,100
10084122,92560,2223429,200,100
10084123,95633,2315989,200,100
10084124,98732,2411622,200,100
10084125,101855,2510354,200,100
10084126,105003,2612209,200,100
10084127,108177,2717212,200,100
10084128,111375,2825389,200,100
10084129,114598,2936764,200,100
10084130,117847,3051362,200,100
10084131,121120,3169209,200,100
10084132,124419,3290329,200,100
10084133,127742,3414748,200,100
10084134,131091,3542490,200,100
10084135,134464,3673581,200,100
10084136,137863,3808045,200,100
10084137,141287,3945908,200,100
10084138,144735,4087195,200,100
10084139,148209,4231930,200,100
10084140,151708,4380139,200,100
10084141,155231,4531847,200,100
10084142,158780,4687078,200,100
10084143,162354,4845858,200,100
10084144,165952,5008212,200,100
10084145,169576,5174164,200,100
10084146,173225,5343740,200,100
10084147,176899,5516965,200,100
10084148,180598,5693864,200,100
10084149,184322,5874462,200,100
10084150,188071,6058784,200,100
10084151,191844,6246855,200,100
10084152,195643,6438699,200,100
10084153,199467,6634342,200,100
10084154,203316,6833809,200,100
10084155,207190,7037125,200,100
10084156,211089,7244315,200,100
10084157,215014,7455404,200,100
10084158,218963,7670418,200,100
10084159,222937,7889381,200,100
10084160,228031,8112318,200,100
10084161,234314,8340349,100,50
10084162,240637,8574663,100,50
10084163,246998,8815300,100,50
10084164,253399,9062298,100,50
10084165,259839,9315697,100,50
10084166,266317,9575536,100,50
10084167,272835,9841853,100,50
10084168,279392,10114688,100,50
10084169,285989,10394080,100,50
10084170,292624,10680069,100,50
