Table:CsvHeroUpgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,hero_id,trans_times,trans_discription:s,color:ItemColor,name:s,intel_p,intel_i,intel_e,intel_a,freepoint,fightingspirit,buff_id,needlevel,needmoney,needitem1,needitem2,needitem3,needitem4,needitem5,amount1,amount2,amount3,amount4,amount5,return_spirit,return_item1,return_item2,return_item3,return_item4,return_item5,return_item6,return_item7,return_item8,return_item9,return_item10,return_item11,return_item12,return_item13,return_item14,return_item15,return_item16,return_item17,return_item18,return_item19,return_item20,return_amount1,return_amount2,return_amount3,return_amount4,return_amount5,return_amount6,return_amount7,return_amount8,return_amount9,return_amount10,return_amount11,return_amount12,return_amount13,return_amount14,return_amount15,return_amount16,return_amount17,return_amount18,return_amount19,return_amount20,needHeroTID,needHeroCount
101405,1014,5,＋5,橙,霜狼督军,297,255,287,210,60,2000,10025,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2014,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1014,3
101406,1014,6,＋6,红,霜狼督军,340,292,328,240,60,1500,10135,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2014,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1014,1
101407,1014,7,＋7,红,霜狼督军,382,328,369,270,60,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2014,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1014,2
101408,1014,8,＋8,红,霜狼督军,425,365,410,300,60,2600,10119,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2014,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1014,3
101409,1014,9,＋9,红,霜狼督军,467,401,451,330,60,3200,10061,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2014,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1014,4
101410,1014,10,＋10,红,霜狼督军,510,438,492,360,60,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2014,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1014,5
101411,1014,11,＋11,红,霜狼督军,552,474,533,390,60,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2014,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1014,5
101412,1014,12,＋12,红,霜狼督军,595,511,574,420,60,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2014,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1014,5
101500,1015,0,,橙,天灾首领,75,80,80,65,0,240,10051,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101501,1015,1,＋1,橙,天灾首领,112,120,120,97,60,240,10071,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
101502,1015,2,＋2,橙,天灾首领,150,160,160,130,60,500,10098,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1015,1
101503,1015,3,＋3,橙,天灾首领,187,200,200,162,60,900,10086,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2015,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1015,1
101504,1015,4,＋4,橙,天灾首领,225,240,240,195,60,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2015,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1015,2
101505,1015,5,＋5,橙,天灾首领,262,280,280,227,60,2000,10026,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2015,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1015,3
101506,1015,6,＋6,红,天灾首领,300,320,320,260,60,1500,10136,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2015,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1015,1
101507,1015,7,＋7,红,天灾首领,337,360,360,292,60,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2015,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1015,2
101508,1015,8,＋8,红,天灾首领,375,400,400,325,60,2600,10104,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2015,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1015,3
101509,1015,9,＋9,红,天灾首领,412,440,440,357,60,3200,10048,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2015,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1015,4
101510,1015,10,＋10,红,天灾首领,450,480,480,390,60,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2015,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1015,5
101511,1015,11,＋11,红,天灾首领,487,520,520,422,60,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2015,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1015,5
101512,1015,12,＋12,红,天灾首领,525,560,560,455,60,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2015,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1015,5
101600,1016,0,,橙,暮光首领,78,82,81,59,0,240,10055,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101601,1016,1,＋1,橙,暮光首领,117,123,121,88,60,240,10071,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
101602,1016,2,＋2,橙,暮光首领,156,164,162,118,60,500,10104,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1016,1
101603,1016,3,＋3,橙,暮光首领,195,205,202,147,60,900,10061,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2016,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1016,1
101604,1016,4,＋4,橙,暮光首领,234,246,243,177,60,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2016,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1016,2
101605,1016,5,＋5,橙,暮光首领,273,287,283,206,60,2000,10121,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2016,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1016,3
101606,1016,6,＋6,红,暮光首领,312,328,324,236,60,1500,10137,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2016,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1016,1
101607,1016,7,＋7,红,暮光首领,351,369,364,265,60,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2016,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1016,2
101608,1016,8,＋8,红,暮光首领,390,410,405,295,60,2600,10085,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2016,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1016,3
101609,1016,9,＋9,红,暮光首领,429,451,445,324,60,3200,10049,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2016,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1016,4
101610,1016,10,＋10,红,暮光首领,468,492,486,354,60,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2016,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1016,5
101611,1016,11,＋11,红,暮光首领,507,533,526,383,60,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2016,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1016,5
101612,1016,12,＋12,红,暮光首领,546,574,567,413,60,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2016,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1016,5
101700,1017,0,,橙,基丹,74,83,75,68,0,240,10015,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101701,1017,1,＋1,橙,基丹,111,124,112,102,60,240,10071,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
101702,1017,2,＋2,橙,基丹,148,166,150,136,60,500,10092,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1017,1
101703,1017,3,＋3,橙,基丹,185,207,187,170,60,900,10079,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2017,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1017,1
101704,1017,4,＋4,橙,基丹,222,249,225,204,60,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2017,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1017,2
101705,1017,5,＋5,橙,基丹,259,290,262,238,60,2000,10028,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2017,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1017,3
101706,1017,6,＋6,红,基丹,296,332,300,272,60,1500,10123,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2017,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1017,1
101707,1017,7,＋7,红,基丹,333,373,337,306,60,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2017,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1017,2
101708,1017,8,＋8,红,基丹,370,415,375,340,60,2600,10104,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2017,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1017,3
101709,1017,9,＋9,红,基丹,407,456,412,374,60,3200,10062,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2017,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1017,4
101710,1017,10,＋10,红,基丹,444,498,450,408,60,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2017,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1017,5
101711,1017,11,＋11,红,基丹,481,539,487,442,60,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2017,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1017,5
101712,1017,12,＋12,红,基丹,518,581,525,476,60,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2017,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1017,5
101800,1018,0,,橙,恐惧魔王,77,82,83,58,0,240,10016,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101801,1018,1,＋1,橙,恐惧魔王,115,123,124,87,60,240,10032,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
101802,1018,2,＋2,橙,恐惧魔王,154,164,166,116,60,500,10104,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1018,1
101803,1018,3,＋3,橙,恐惧魔王,192,205,207,145,60,900,10158,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2018,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1018,1
101804,1018,4,＋4,橙,恐惧魔王,231,246,249,174,60,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2018,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1018,2
101805,1018,5,＋5,橙,恐惧魔王,269,287,290,203,60,2000,10159,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2018,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1018,3
101806,1018,6,＋6,红,恐惧魔王,308,328,332,232,60,1500,10157,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2018,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1018,1
101807,1018,7,＋7,红,恐惧魔王,346,369,373,261,60,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2018,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1018,2
101808,1018,8,＋8,红,恐惧魔王,385,410,415,290,60,2600,10089,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2018,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1018,3
101809,1018,9,＋9,红,恐惧魔王,423,451,456,319,60,3200,10064,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2018,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1018,4
101810,1018,10,＋10,红,恐惧魔王,462,492,498,348,60,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2018,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1018,5
101811,1018,11,＋11,红,恐惧魔王,500,533,539,377,60,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2018,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1018,5
101812,1018,12,＋12,红,恐惧魔王,539,574,581,406,60,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2018,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1018,5
101900,1019,0,,橙,鹿盔,80,80,80,60,0,240,10235,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101901,1019,1,＋1,橙,鹿盔,120,120,120,90,60,240,10032,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
101902,1019,2,＋2,橙,鹿盔,160,160,160,120,60,500,10104,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1019,1
101903,1019,3,＋3,橙,鹿盔,200,200,200,150,60,900,10064,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2019,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1019,1
101904,1019,4,＋4,橙,鹿盔,240,240,240,180,60,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2019,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1019,2
101905,1019,5,＋5,橙,鹿盔,280,280,280,210,60,2000,10236,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2019,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1019,3
101906,1019,6,＋6,红,鹿盔,320,320,320,240,60,1500,10153,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2019,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1019,1
101907,1019,7,＋7,红,鹿盔,360,360,360,270,60,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2019,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1019,2
101908,1019,8,＋8,红,鹿盔,400,400,400,300,60,2600,10153,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2019,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1019,3
101909,1019,9,＋9,红,鹿盔,440,440,440,330,60,3200,10153,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2019,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1019,4
101910,1019,10,＋10,红,鹿盔,480,480,480,360,60,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2019,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1019,5
101911,1019,11,＋11,红,鹿盔,520,520,520,390,60,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2019,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1019,5
101912,1019,12,＋12,红,鹿盔,560,560,560,420,60,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2019,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1019,5
102000,1020,0,,橙,半神,82,90,120,68,0,240,10056,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102001,1020,1,＋1,橙,半神,123,135,165,102,80,240,10071,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
102002,1020,2,＋2,橙,半神,164,180,210,136,80,500,10104,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1020,1
102003,1020,3,＋3,橙,半神,205,225,255,170,80,900,10061,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2020,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1020,1
102004,1020,4,＋4,橙,半神,246,270,300,204,80,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2020,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1020,2
102005,1020,5,＋5,橙,半神,287,315,345,238,80,2000,10122,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2020,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1020,3
102006,1020,6,＋6,红,半神,328,360,390,272,80,1500,10138,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2020,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1020,1
102007,1020,7,＋7,红,半神,369,405,435,306,80,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2020,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1020,2
102008,1020,8,＋8,红,半神,410,450,480,340,80,2600,10098,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2020,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1020,3
102009,1020,9,＋9,红,半神,451,495,525,374,80,3200,10049,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2020,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1020,4
102010,1020,10,＋10,红,半神,492,540,570,408,80,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2020,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1020,5
102011,1020,11,＋11,红,半神,533,585,615,442,80,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2020,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1020,5
102012,1020,12,＋12,红,半神,574,630,660,476,80,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2020,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1020,5
102100,1021,0,,橙,符文图腾,75,80,79,66,0,240,10051,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102101,1021,1,＋1,橙,符文图腾,112,120,118,99,60,240,10071,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
102102,1021,2,＋2,橙,符文图腾,150,160,158,132,60,500,10104,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1021,1
